locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SigA,CcpA,link
BSU_35970,0.16911014500000002,ywsB,unknown,No COG category,ywsB,SigB,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35970
BSU_35960,0.142444275,rbsB,ribose [SW|ABC transporter] (binding protein),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35960
BSU_35950,0.14191993900000002,rbsC,ribose ABC transporter (permease),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35950
BSU_35940,0.12852532900000002,rbsA,ribose [SW|ABC transporter] (ATP-binding protein),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35940
BSU_38040,0.126728788,sacA,phosphosucrase,Carbohydrate transport and metabolism,sacP->ywdA,"SigA,SacT,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38040
new_3902136_3902209_c,0.121552346,S1464,intergenic region,No COG category,,"SigA,SacT,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3902136_3902209_c
BSU_38050,0.11403365700000001,sacP,"sucrose-specific [[category|SW 1.2.2|PTS]] permease, EIIBC component",No COG category,sacP->ywdA,"SigA,SacT,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38050
BSU_38030,0.110497912,ywdA,unknown,No COG category,sacP->ywdA,"SigA,SacT,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38030
BSU_35930,0.1063108,rbsD,ribose [SW|ABC transporter] (membrane protein),Carbohydrate transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35930
BSU_39260,0.09574885600000001,bglH,phospho-beta-glucosidase,Carbohydrate transport and metabolism,bglP->yxiE,"SigA,CcpA,LicT",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39260
BSU_39270,0.09306121,bglP,beta-glucoside permease of the [SW|phosphotransferase systems|phosphotransferase system],Carbohydrate transport and metabolism,bglP->yxiE,"SigA,CcpA,LicT",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39270
new_4035641_4035833_c,0.091883263,S1513,5'UTR of bglP,No COG category,,"SigA,CcpA,LicT",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4035641_4035833_c
BSU_35920,0.091364391,rbsK,ribokinase,Coenzyme transport and metabolism,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35920
BSU_35910,0.08593363200000001,rbsR,transcriptional repressor ([SW|LacI family]),Transcription,rbsR->rbsB,"SigA,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35910
new_4121082_4121165_c,0.081545406,S1541,3'UTR of bglA,No COG category,,,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4121082_4121165_c
BSU_38570,0.080642527,licA,"lichenan-specific [[category|SW 1.2.2|PTS]], EIIA component",Carbohydrate transport and metabolism,licB->licH,"SigA,LicR,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38570
BSU_38560,0.07894314200000001,licH,6-phospho-beta-glucosidase,Carbohydrate transport and metabolism,licB->licH,"SigA,LicR,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38560
new_3905066_3905130_c,0.077857073,S1465,5'UTR of sacP,No COG category,,"SigA,SacT,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3905066_3905130_c
BSU_05880,0.07509797500000001,gmuG,"beta-1,4-mannanase",Carbohydrate transport and metabolism,gmuB->gmuG,"SigA,GmuR,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05880
new_630028_630114,0.074178986,S203,intergenic region,No COG category,,"SigA,GmuR,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_630028_630114
BSU_05870,0.071057229,gmuF,mannose-6-P-isomerase,Carbohydrate transport and metabolism,gmuB->gmuG,"SigA,GmuR,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05870
new_3707708_3707818,0.07085255700000001,S1383,intergenic region,No COG category,,SigB,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3707708_3707818
BSU_35980,0.068938148,ywsA,unknown,Function unknown,ywsA->S1384,SigB,False,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU35980
BSU_07810,0.06869681300000001,treA,phospho-alpha-glucosidase,No COG category,treP->treR,"SigA,PhoP,TreR,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07810
BSU_05840,0.06854821200000001,gmuD,phospho-beta-mannosidase,No COG category,gmuB->gmuG,"SigA,GmuR,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05840
BSU_07800,0.067528988,treP,"trehalose-specific [[category|SW 1.2.2|PTS]] permease, EIIBC component",Carbohydrate transport and metabolism,treP->treR,"SigA,PhoP,TreR,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU07800
new_235403_235489_c,0.066243745,S83,5'UTR of glpT,No COG category,,"SigA,GlpP,PhoP,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_235403_235489_c
BSU_02130,0.06505097600000001,glpQ,glycerolphosphate diester phosphodiesterase,Energy production and conversion,"glpT->glpQ, glpQ","SigA,GlpP,PhoP,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02130
BSU_02140,0.06481938100000001,glpT,glycerol-3-phosphate permease,Carbohydrate transport and metabolism,glpT->glpQ,"SigA,GlpP,PhoP,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU02140
BSU_38580,0.064131928,licC,"lichenan-specific lichenan-specific [[category|SW 1.2.2|PTS]], EIIC component",No COG category,licB->licH,"SigA,LicR,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU38580
BSU_05860,0.06395996300000001,gmuE,mannose kinase,Carbohydrate transport and metabolism,gmuB->gmuG,"SigA,GmuR,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05860
new_1891803_1891907,0.061686146000000004,S634,5'UTR of xylA,No COG category,,"SigA,XylR,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1891803_1891907
new_2981072_2981150_c,0.060873213,S1100,intergenic region,No COG category,,"SigA,CitB,CcpA,CcpC",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_2981072_2981150_c
BSU_05830,0.060398908,gmuC,"glucomannan-specific lichenan-specific [[category|SW 1.2.2|PTS]], EIIC component",Carbohydrate transport and metabolism,gmuB->gmuG,"SigA,GmuR,CcpA,AbrB",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU05830
BSU_13890,0.06037083,ptsG,"glucose permease, trigger enzyme",No COG category,ptsG->ptsI,"SigA,GlcT,stringent response",True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU13890
new_3535821_3536011,0.059272371000000004,S1314,5'UTR of sacB,No COG category,,"SigA,DegU,SacY",True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3535821_3536011
BSU_17600,0.057279154000000006,xylA,xylose isomerase,Carbohydrate transport and metabolism,xylA->xylB,"SigA,XylR,CcpA",True,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU17600
