locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1283,0.2898674518,osmB,osmotically-inducible lipoprotein OsmB,Cell wall/membrane/envelope biogenesis,osmB,"RpoD,RcsB,omrA,RpoS,Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10679
b0379,0.2856818085,yaiY,inner membrane protein,Function unknown,yaiY,"Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6228
b1110,0.2601705667,ycfJ,PF05433 family protein YcfJ,Function unknown,ycfJ,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12444
b2390,0.2355947813,ypeC,DUF2502 domain-containing protein YpeC,Function unknown,ypeC,,https://ecocyc.org/gene?orgid=ECOLI&id=G7252
b1379,0.2017387316,hslJ,lipoprotein implicated in Novobiocin resistance,"Post-translational modification, protein turnover,and chaperones",hslJ,"RpoD,CysB",https://ecocyc.org/gene?orgid=ECOLI&id=G6702
b2466,0.19302941070000001,ypfG,DUF1176 domain-containing protein YpfG,Function unknown,ypfG,,https://ecocyc.org/gene?orgid=ECOLI&id=G7295
b1481,0.1886895258,bdm,biofilm-dependent modulation protein,Function unknown,bdm-sra,RcsB,https://ecocyc.org/gene?orgid=ECOLI&id=G6776
b2671,0.1740690301,ygaC,protein YgaC,Function unknown,ygaC,"Fur,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12201
b0220,0.1727381311,ivy,periplasmic chaperone%2C inhibitor of vertebrate C-type lysozyme,"Post-translational modification, protein turnover,and chaperones",ivy,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6104
b1172,0.16896839190000001,ymgG,PF13488 family protein YmgG,Function unknown,ymgGD,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=G6612
b1951,0.16763747210000002,rcsA,DNA-binding transcriptional activator RcsA,Transcription,rcsA,"RpoD,H-NS,RcsAB,GadE,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10820
b1171,0.1523572367,ymgD,PF16456 family protein YmgD,Function unknown,ymgGD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6611
