locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
BSU_25565,0.1594286257126115,BSU_25565,hypothetical protein,No COG annotation,Op2018,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_25565
BSU_18019,0.14406676186473474,ynzL,conserved hypothetical protein,No COG annotation,Op1371,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18019
BSU_21329,0.1369251644118994,youB,conserved phage protein of unknown function%3B phage SPbeta,No COG annotation,Op1705,YonO,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_21329
BSU_28509,0.13154716608021344,BSU_28509,CDS C-terminal fragment,No COG annotation,Op2271,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_28509
BSU_29845,0.13054597662271247,BSU_29845,hypothetical protein,No COG annotation,Op2363,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29845
BSU_33760,0.11479858505977558,sdpB,export step of killing factor SdpC,No COG annotation,Op2651,"Rok,Spo0A,AbrB",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_33760
BSU_36668,0.11367203376902738,ywzE,conserved protein of unknown function (putative phage interference protein),No COG annotation,Op2855,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_36668
BSU_22205,0.11222728230358578,BSU_22205,conserved protein of unknown function,No COG annotation,Op1794,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_22205
BSU_17099,0.10676442338765757,BSU_17099,hypothetical protein,No COG annotation,Op1295,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17099
BSU_23616,0.102957856484496,mciZ,cell division inhibitor,No COG annotation,Op1893,SigE,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23616
BSU_04745,0.10211705302311364,BSU_04745,hypothetical protein,No COG annotation,Op351,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04745
BSU_04536,0.09127772023014337,fbpA,regulator of iron homeostasis,Function unknown,Op338,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04536
BSU_39139,0.08185591049485058,yxzJ,conserved protein of unknown function,No COG annotation,Op3025,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39139
BSU_11515,0.07806115749515938,BSU_11515,conserved hypothetical protein,No COG annotation,Op894,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11515
BSU_17559,0.07668435521389852,ynzI,conserved hypothetical protein%3B defective phage region,No COG annotation,Op1328,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_17559
BSU_20660,0.07536956324179953,yoqE,hypothetical protein%3B phage SPbeta,Function unknown,Op1633,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_20660
