,name,x,y,cog,color,link
meta,start,0.0941934949223263,,,,
PA0001,dnaA,483,-0.0009027198,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,-0.0005715536,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,0.0029297726,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,-0.004212719,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,0.0024731177,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,-0.0025876523000000003,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,0.0080643894,Energy production and conversion,#708090,
PA0008,glyS,10434,0.0074910831,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,0.0090581911,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,-0.0021041615,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,-0.0051166960000000004,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,0.0062468575,Function unknown,#0000ff,
PA0013,PA0013,15620,0.0049218507,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,0.0164541388,No COG annotation,#00bfbf,
PA0015,PA0015,16900,-0.0003862792,Cell motility,#da70d6,
PA0016,trkA,17366,-0.0029231018000000003,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,0.0016704640000000002,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,0.0010390363,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,-0.0065473752,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,0.0023419846000000003,Function unknown,#0000ff,
PA0021,PA0021,22872,-0.024421324,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,-0.0189813972,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,-0.0066665012,Energy production and conversion,#708090,
PA0024,hemF,25736,1.78211e-05,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,0.0015107848,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,-0.0063537515,No COG annotation,#00bfbf,
PA0027,PA0027,28613,-0.0030891939,"Post-translational modification, protein turnover,and chaperones",#add8e6,
