locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM0453,0.13819782490000002,ybaV,putative DNA uptake protein and related DNA-binding proteins,"Replication, recombination and repair",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0453
STM1445,0.11908957740000001,slyB,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,"fnr,phoP",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1445
STM1212,0.1011415045,ycfJ,putative outer membrane lipoprotein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1212
STM0734,0.10008386920000001,sdhA,succinate dehydrogenase%2C flavoprotein subunit,Energy production and conversion,"arcA,crp,fnr,fur,nac,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0734
STM1627,0.0991048365,STM1627,alcohol dehydrogenase class III,Energy production and conversion,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1627
STM2136,0.0945792746,yegQ,putative protease,Amino acid transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2136
STM3553,0.0894558567,ugpQ,cytosolic glycerophosphodiester phosphodiesterase,Energy production and conversion,"arcA,crp,phoB,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3553
STM3734,0.0882115125,rph,RNase PH,"Translation, ribosomal structure and biogenesis",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3734
STM4397,0.0827170581,fklB,FKBP-type 22KD peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,nac,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4397
STM0631,0.0823518743,ybeM,putative hydrolase,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0631
STM0952,0.07870611970000001,STM0952,putative transcriptional regulator%2C lysR family,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0952
STM2312,0.0766487896,elaA,putative acyltransferase,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2312
STM3212,0.07538536130000001,mug,G/U mismatch specific DNA glycosylase,"Replication, recombination and repair",ybaQ,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3212
STM2344,0.0743444085,STM2344,putative phosphotransferase system,Carbohydrate transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2344
STM1782,0.0723010291,ychH,putative inner membrane protein,Function unknown,"crp,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1782
STM0173,0.0709002579,yadH,putative transport protein,Defense mechanisms,crp,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0173
STM2029,0.0688054811,cbiF,synthesis of vitamin B12 adenosyl cobalamide precursor,Coenzyme transport and metabolism,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2029
STM4416,0.0676280324,mpl,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,"cra,crp,rpoD,rpoS",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4416
STM2378,0.0651215479,fabB,3-oxoacyl-[acyl-carrier-protein] synthase I,Lipid transport and metabolism,"fabR,fadR,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2378
STM1501,0.0648815969,ynfC,putative inner membrane lipoprotein,Cell wall/membrane/envelope biogenesis,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1501
STM0733,0.0641001828,sdhD,succinate dehydrogenase%2C hydrophobic subunit,Energy production and conversion,"arcA,crp,fnr,fur,nac,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0733
STM1401,0.0638650336,sseD,secretion system effector,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1401
STM1738,0.061507309,yciI,putative cytoplasmic protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1738
STM2081,0.060952222800000004,gnd,gluconate-6-phosphate dehydrogenase,Coenzyme transport and metabolism,"fnr,fur,gadE,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2081
STM0117,0.060903809,ilvH,acetolactate synthase III%2C small subunit,Amino acid transport and metabolism,"h-NS,lrp,rpoD",https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0117
STM3357,0.0606201642,STM3357,putative gntR family regulatory protein,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3357
STM3176,0.0602887093,ygiW,putative outer membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3176
STM1268,-0.0988657805,STM1268,putative cytoplasmic protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1268
