locus,gene_weight,gene_name,gene_product,cog,operon,regulator,SwrA,link
BSU_16300,0.1244411935791088,fliL,flagellar basal-body (stator) associated protein,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16300
BSU_16299,0.11817411576479153,swrD,flagellar power transducer required for swarming,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16299
BSU_16250,0.11710219872378165,fliJ,flagellar synthesis rod subunit of export ATPase,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16250
BSU_16270,0.1166415652722037,fliK,flagellar hook-length control protein (ruler),Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16270
BSU_16360,0.11517450741165952,fliQ,component of the flagellar export machinery,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16360
BSU_16400,0.11421143896410199,flhF,GTPase involved in the export of flagella and number regulation,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16400
BSU_16380,0.11316114017570687,flhB,component of the flagellar export machinery,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16380
BSU_16240,0.11223932690064027,fliI,flagellar-specific ATPase subunit of export apparatus,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16240
BSU_16350,0.11165303553712123,fliP,component of the flagellar export machinery,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16350
BSU_16260,0.11146715441799608,ylxF,putative kinesin-like protein,Function unknown,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16260
BSU_16390,0.11142074802511824,flhA,component of the flagellar export machinery,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16390
BSU_16370,0.11104579883410913,fliR,component of the flagellar export machinery,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16370
BSU_16310,0.1107462468701993,fliM,flagellar motor switching and energizing component,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16310
BSU_16340,0.10959219680664298,fliZ,flagellar regulatory protein,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16340
BSU_16280,0.10880130769603956,flgD,flagellar hook capping protein,Cell motility,Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16280
BSU_16410,0.108668635365673,flhG,ATPase affecting flagellar basal body localisation and number,"Cell cycle control, cell division, chromosome partitioning",Op1249,"Spo0A,SigA,SwrA,SigD,CodY,DegU,DegU",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_16410
