locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA4409,0.0802370886,ftsQ,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4409&e1=1&assembly=complete
PA4410,0.0705008129,ddlB,D-alanine--D-alanine ligase,Nucleotide transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4410&e1=1&assembly=complete
PA2646,0.0694260745,nuoK,NADH-quinone oxidoreductase subunit K,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2646&e1=1&assembly=complete
PA4411,0.0677874655,murC,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4411&e1=1&assembly=complete
PA4412,0.0654911103,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4412&e1=1&assembly=complete
PA4408,0.0641641538,ftsA,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4408&e1=1&assembly=complete
PA4413,0.062550492,ftsW,cell division protein FtsW,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4413&e1=1&assembly=complete
PA0723,0.0615355334,coaB,phage coat protein B,No COG annotation,XisF4,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0723&e1=1&assembly=complete
PA4414,0.0612669091,murD,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4414&e1=1&assembly=complete
PA4416,0.0601201039,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4416&e1=1&assembly=complete
PA1059,0.0587361242,PA1059,monovalent cation/H+ antiporter subunit G,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1059&e1=1&assembly=complete
PA0414,0.058212079800000004,chpB,methylesterase,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0414&e1=1&assembly=complete
PA2239,0.0566316258,pslI,biofilm formation protein PslI,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2239&e1=1&assembly=complete
PA4415,0.0554598951,mraY,phospho-N-acetylmuramoyl-pentapeptide-transferase,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4415&e1=1&assembly=complete
PA4635,-0.0595006417,PA4635,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4635&e1=1&assembly=complete
