locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1112,0.17901125880000002,bhsA,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,Cell wall/membrane/envelope biogenesis,bhsA,"RpoD,RpoE,Crp,ComR",https://ecocyc.org/gene?orgid=ECOLI&id=G6570
b0006,0.1682644503,yaaA,peroxide stress resistance protein YaaA,Function unknown,yaaA,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10011
b0475,0.1668590519,hemH,ferrochelatase,Coenzyme transport and metabolism,hemH,"RpoD,YeiE,OxyR,Nac,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10431
b3942,0.1162322759,katG,hydroperoxidase I,Inorganic ion transport and metabolism,katG,"RpoD,Fur,Fnr,ppGpp,OxyR,Nac,SdhX",https://ecocyc.org/gene?orgid=ECOLI&id=EG10511
b3943,0.1131511817,yijE,cystine exporter,Amino acid transport and metabolism,yijE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11902
b2436,0.1114917248,hemF,coproporphyrinogen III oxidase,Coenzyme transport and metabolism,amiA-hemF,"RpoD,IHF",https://ecocyc.org/gene?orgid=ECOLI&id=EG12189
b0888,0.0932488639,trxB,thioredoxin reductase,"Post-translational modification, protein turnover,and chaperones",trxB,"YeiE,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11032
b0812,0.0887410331,dps,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,Inorganic ion transport and metabolism,dps,"OxyR,RpoD,oxyS,RpoS,IHF,MntR,ppGpp,Fis,H-NS,ArgR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11415
b3425,0.0884537806,glpE,thiosulfate sulfurtransferase GlpE,Inorganic ion transport and metabolism,glpEGR,"Crp,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10395
b4615,0.0872955425,yibV,PF15596 family protein YibV,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10605
b1749,0.0856880533,xthA,exodeoxyribonuclease III,"Replication, recombination and repair",xthA,"RpoS,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11073
b3415,0.08490972570000001,gntT,high-affinity gluconate transporter,Inorganic ion transport and metabolism,gntT,"RpoD,Crp,GntR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12380
b2210,-0.1087347438,mqo,malate:quinone oxidoreductase,Energy production and conversion,mqo,"Lrp,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12069
b3961,-0.1789197858,oxyR,DNA-binding transcriptional dual regulator OxyR,Transcription,oxyR,"RpoD,RpoS,Crp,OxyR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10681
