locus,gene_weight,gene_name,gene_product,cog,operon,regulator,PurR,link
BSU_06510,0.20618139300000002,purN,phosphoribosylglycinamide formyltransferase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06510
BSU_06480,0.20338302900000002,purL,phosphoribosylformylglycinamidine synthase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06480
new_706872_706972,0.20301634300000002,S232,intergenic region,No COG category,,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_706872_706972
BSU_06500,0.202532035,purM,phosphoribosylaminoimidazole synthetase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06500
BSU_06470,0.200952703,purQ,phosphoribosylformylglycinamidine synthase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06470
BSU_06460,0.19950367200000002,purS,phosphoribosylformylglycinamidine synthase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06460
BSU_06490,0.19864483200000002,purF,glutamine phosphoribosyldiphosphate amidotransferase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06490
BSU_06520,0.19832886900000002,purH,phosphoribosylaminoimidazole carboxamide formyltransferaseand inosine-monophosphate cyclohydrolase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06520
BSU_06450,0.189298126,purC,phosphoribosylaminoimidazole succinocarboxamide synthase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06450
BSU_06530,0.18747981800000002,purD,phosphoribosylglycinamide synthetase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06530
BSU_06420,0.15654847200000002,purE,phosphoribosylaminoimidazole carboxylase (ATP-dependent),Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06420
BSU_06430,0.15430801900000002,purK,phosphoribosylaminoimidazole carboxylase (ATP-dependent),Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06430
BSU_06440,0.153593418,purB,adenylsuccinate lyase,Nucleotide transport and metabolism,purE->purD,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06440
new_698472_698611,0.14617438800000002,S231,intergenic region,No COG category,,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_698472_698611
BSU_22060,0.14384901,pbuX,xanthine permease,Nucleotide transport and metabolism,xpt->pbuX,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22060
BSU_22070,0.14249915700000002,xpt,xanthine phosphoribosyltransferase,Nucleotide transport and metabolism,xpt->pbuX,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU22070
BSU__misc_RNA_10,0.140997451,BSU_misc_RNA_10,,No COG category,,"SigA,PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_misc_RNA_10
BSU_06370,0.099414743,pbuG,hypoxanthin/ guanine permease,Function unknown,pbuG,"PurR,G-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06370
BSU_40420,0.098057828,purA,adenylosuccinate synthetase,Nucleotide transport and metabolism,"purA, yycE->purA","SigA,PurR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU40420
BSU_32130,0.09150193200000001,guaC,GMP reductase,Nucleotide transport and metabolism,guaC,"CodY,PurR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU32130
