locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_07560,0.18147741850000002,SP5448_07560,bacteriocin,Function unknown,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1458%22)
SP5448_00305,0.1780829438,adhP,ethanol-active dehydrogenase/acetaldehyde-active reductase,Energy production and conversion,"Rex,CcpA,AdcR,CcpA_core_M1,CovR,Mga,Rgg,Rgg",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.39%22)
SP5448_07555,0.1666057287,SP5448_07555,bacteriocin,Function unknown,"CovR,Irr_EE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1457%22)
SP5448_01480,0.1661932039,hmpT,membrane protein,Function unknown,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.255%22)
SP5448_00660,0.1479632559,pepA,glutamyl aminopeptidase,Carbohydrate transport and metabolism,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.94%22)
SP5448_07495,0.1344218824,mutR_2,transcriptional regulator,Transcription,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1446%22)
SP5448_05610,0.13342936960000001,pepV,dipeptidase PepV,Amino acid transport and metabolism,Mga,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1071%22)
SP5448_08890,0.1276473264,SP5448_08890,endoribonuclease L-PSP,"Translation, ribosomal structure and biogenesis","Mga,Rgg,Rgg,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1722%22)
SP5448_03735,0.1146423132,SP5448_03735,holin,Function unknown,"CovR,Phage_2",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.695%22)
SP5448_04975,0.11083744740000001,fhs_1,formate--tetrahydrofolate ligase,Nucleotide transport and metabolism,"PurR,Rgg",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.942%22)
SP5448_00545,0.10979657770000001,idi,hypothetical protein,Lipid transport and metabolism,Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.70%22)
SP5448_05480,0.1060803619,folP,dihydropteroate synthase,Coenzyme transport and metabolism,Mga,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1044%22)
SP5448_01485,0.10377121140000001,ywlG,hypothetical protein,Function unknown,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.256%22)
SP5448_07380,0.1023121974,SP5448_07380,multidrug ABC transporter permease,Function unknown,"Rgg,MalR_M1",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1424%22)
SP5448_02610,0.10179928490000001,nagA,N-acetylglucosamine-6-phosphate deacetylase,Carbohydrate transport and metabolism,"NagR,Nra_stationary_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.480%22)
SP5448_04445,0.0898673822,SP5448_04445,hypothetical protein,Function unknown,Mga,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.836%22)
SP5448_05475,0.08329686260000001,folB,dihydroneopterin aldolase,Coenzyme transport and metabolism,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.1043%22)
