,name,x,y,cog,color,link
meta,start,0.06808764924999999,,,,
SP5448_00005,dnaA,232,-0.018353962300000002,"Replication, recombination and repair",#87ceeb,
SP5448_00010,dnaN,1742,-0.016568201600000002,"Replication, recombination and repair",#87ceeb,
SP5448_00015,yyzM,2953,0.0029126674,Function unknown,#708090,
SP5448_00020,ychF,3480,0.0021162397,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00025,pth,4665,-0.0308620756,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00030,mfd,5237,-0.0148237421,"Replication, recombination and repair",#87ceeb,
SP5448_00035,yabO,8902,-0.028998490800000002,"Translation, ribosomal structure and biogenesis",#00ff00,
SP5448_00040,divIC,9161,-0.0270087421,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
SP5448_00050,XK27_09285,9667,-0.0135494445,Defense mechanisms,#d3d3d3,
SP5448_00055,tilS,10950,-0.015918001,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
SP5448_00060,hpt,12241,0.0047779931,Nucleotide transport and metabolism,#87cefa,
SP5448_00065,ftsH,12805,0.0017802540000000002,"Posttranslational modification, protein turnover, chaperones",#00bfbf,
SP5448_00070,yfnA,15040,-0.0053321637,Amino acid transport and metabolism,#ff0000,
SP5448_00185,usp,25163,-0.0083265668,Cell wall/membrane/envelope biogenesis,#c71585,
SP5448_00190,prs,26612,-0.0111698356,Nucleotide transport and metabolism,#87cefa,
SP5448_00195,recO,27760,-0.008620028,"Replication, recombination and repair",#87ceeb,
SP5448_00200,plsX,28618,0.003323728,Lipid transport and metabolism,#40e0d0,
SP5448_00205,acpP1,29618,0.0088083563,Function unknown,#708090,
SP5448_00210,purC,30011,0.022265914600000002,Nucleotide transport and metabolism,#87cefa,
SP5448_00215,purL,30839,0.0160617387,Nucleotide transport and metabolism,#87cefa,
SP5448_00220,purF,34725,0.0056577088,Nucleotide transport and metabolism,#87cefa,
SP5448_00225,purM,36207,-0.0054249472,Nucleotide transport and metabolism,#87cefa,
SP5448_00230,purN,37397,-0.0193701181,Nucleotide transport and metabolism,#87cefa,
SP5448_00235,purH,38135,-0.031147493600000003,Nucleotide transport and metabolism,#87cefa,
SP5448_00240,SP5448_00240,39740,0.017004966700000002,Function unknown,#708090,
SP5448_00245,purD,41117,0.0129447176,Nucleotide transport and metabolism,#87cefa,
SP5448_00250,purE,42660,0.0204041742,Nucleotide transport and metabolism,#87cefa,
SP5448_00255,purK,43138,0.01569349,Nucleotide transport and metabolism,#87cefa,
SP5448_00260,SP5448_00260,44238,0.0206207692,Function unknown,#708090,
