locus,gene_weight,gene_name,gene_product,COG,operon,regulator,AcoR,IolR,MelR,link
BSU_06230,0.163325141,iolT,major transporter for inositol,Intracellular trafficking and secretion,iolT,IolR,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU06230
new_676139_676441,0.163018654,S222,5'UTR of iolT,No COG category,,IolR,False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_676139_676441
new_4084384_4084588_c,0.15459909200000002,S1526,5'UTR of iolA,No COG category,,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4084384_4084588_c
BSU_39760,0.150354349,iolA,methylmalonate-semialdehyde dehydrogenase (acylating),No COG category,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39760
BSU_39750,0.14900121100000002,iolB,formation of 2-deoxy-5-keto-gluconic acid (4th reaction),Carbohydrate transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39750
BSU_39740,0.147743913,iolC,formation of 2-deoxy-5-keto-gluconic acid-6-phosphate (5th reaction),Carbohydrate transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39740
new_4082846_4082919_c,0.142829792,S1525,intergenic region,No COG category,,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_4082846_4082919_c
BSU_39730,0.14005188500000001,iolD,formation of 5-deoxy-D-glucuronic acid (3rd reaction),Amino acid transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39730
BSU_39720,0.13855446100000002,iolE,"2-keto-myo-inositol dehydratase, dehydration of 2-keto-myo-inositol (2nd reaction)",Carbohydrate transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39720
BSU_39710,0.13604802100000002,iolF,D-chiro-inositol transport protein,Amino acid transport and metabolism,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39710
BSU_39700,0.127609294,iolG,inositol 2-dehydrogenase,Function unknown,iolA->iolJ,"SigA,IolR,CcpA",False,True,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU39700
BSU_30260,0.12702459900000002,melR,transcriptional regulator ([SW|LacI family]),Transcription,melR->melA,"SigA,MelR,CcpA",False,False,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU30260
