locus,gene_weight,gene_name,gene_product,cog,regulator,Lrp,link
b3458,0.2377218378513255,livK,L-leucine/L-phenylalanine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,"RpoD,gcvB,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10540
b3457,0.217623191135272,livH,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,Amino acid transport and metabolism,"RpoD,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10538
b3460,0.2173729533545895,livJ,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,"RpoD,gcvB,Lrp,DksA,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10539
b3456,0.209885639616875,livM,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,Inorganic ion transport and metabolism,"RpoD,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10541
b3455,0.2085488970429571,livG,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG,Inorganic ion transport and metabolism,"RpoD,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10537
b3454,0.2015338253626423,livF,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF,Inorganic ion transport and metabolism,"RpoD,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10536
b3523,0.1697138864314903,yhjE,putative transporter YhjE,Inorganic ion transport and metabolism,"ppGpp,Lrp,Nac,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12249
b2669,0.1266493994674386,stpA,DNA-binding transcriptional repressor StpA with RNA chaperone activity,Transcription,"RpoD,StpA,Lrp,H-NS,ArgR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11554
b0077,0.1142410939866819,ilvI,acetolactate synthase/acetohydroxybutanoate synthase%2C catalytic subunit,Coenzyme transport and metabolism,"RpoD,YeiE,dsrA,H-NS,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10500
b0078,0.1123339051688511,ilvH,acetolactate synthase/acetohydroxybutanoate synthase%2C regulatory subunit,Amino acid transport and metabolism,"RpoD,H-NS,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10499
b3774,0.0965498985153333,ilvC,ketol-acid reductoisomerase (NADP(+)),Amino acid transport and metabolism,"RpoD,gcvB,IlvY",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10495
b3829,0.0864119798860232,metE,cobalamin-independent homocysteine transmethylase,Amino acid transport and metabolism,"OxyR,YcjW,MetR,MetJ,Nac,fnrS",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10584
b1602,0.0691242900937866,pntB,pyridine nucleotide transhydrogenase subunit beta,Energy production and conversion,RpoD,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10745
b1603,0.0669853032011124,pntA,pyridine nucleotide transhydrogenase subunit alpha,Energy production and conversion,"RpoD,YidZ,Lrp,Nac,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10744
b2290,0.0595056762271523,alaA,glutamate--pyruvate aminotransferase AlaA,Amino acid transport and metabolism,"RpoH,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7184
b0072,0.0579893987871263,leuC,3-isopropylmalate dehydratase subunit LeuC,Amino acid transport and metabolism,"RpoD,YeiE,LeuO,Leu-tRNA,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11576
b0929,0.0577897298273198,ompF,outer membrane porin F,Cell wall/membrane/envelope biogenesis,"RpoD,PhoB,RstA,micF,ipeX,RpoS,Fur,IHF,EnvY,Crp,OmpR,CpxR,Nac,rybB",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10671
b4217,-0.0586982609047091,ytfK,DUF1107 domain-containing protein YtfK,Function unknown,"PhoB,RpoS,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7872
b3673,-0.0590227102839444,emrD,multidrug efflux pump EmrD,Amino acid transport and metabolism,"RpoN,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11693
b0863,-0.0590476344574947,artI,putative ABC transporter periplasmic binding protein ArtI,Amino acid transport and metabolism,"RpoD,RpoS,ArgR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11625
b0861,-0.0595577775931034,artM,L-arginine ABC transporter membrane subunit ArtM,Inorganic ion transport and metabolism,"RpoD,RpoS,ArgR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11627
b4520,-0.0601383809937501,ymgF,inner membrane protein that interacts with cell division proteins,No COG annotation,YeiE,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10261
b1907,-0.0650275409785192,tyrP,tyrosine:H(+) symporter,Amino acid transport and metabolism,"RpoD,IHF,HU,TyrR,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11041
b0381,-0.067837502917664,ddlA,D-alanine--D-alanine ligase A,Nucleotide transport and metabolism,"YdcI,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10213
b1814,-0.067847665196875,sdaA,L-serine deaminase I,Amino acid transport and metabolism,"RpoH,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10930
b4129,-0.0713806556620508,lysU,lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase,"Translation, ribosomal structure and biogenesis","RpoD,YeiE,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10553
b1534,-0.0721296672734819,ydeE,dipeptide exporter,Amino acid transport and metabolism,"Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11640
b3496,-0.0752037645706957,dtpB,dipeptide/tripeptide:H(+) symporter DtpB,"Intracellular trafficking, secretion, and vesicular transport","YfeC,Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12232
b1798,-0.0760674374925837,leuE,leucine exporter,Amino acid transport and metabolism,"Lrp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6984
b1605,-0.0786977945534257,ydgI,putative arginine:ornithine antiporter,Amino acid transport and metabolism,"ppGpp,ArgR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6861
b4045,-0.0795575717350091,yjbJ,putative stress response protein,Function unknown,"Lrp,FliZ,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11928
b4740,-0.0811998240999895,ymgM,protein YmgM,No COG annotation,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16735
b3616,-0.0983389794803793,tdh,threonine dehydrogenase,Amino acid transport and metabolism,"RpoD,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10993
b2797,-0.1024395780231185,sdaB,L-serine deaminase II,Amino acid transport and metabolism,"omrA,omrB,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11623
b3617,-0.1068692192806927,kbl,2-amino-3-ketobutyrate CoA ligase,Coenzyme transport and metabolism,"RpoD,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10512
b2796,-0.1152541550524876,sdaC,serine:H(+) symporter SdaC,Amino acid transport and metabolism,"omrA,omrB,ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12142
b2845,-0.1177784118518077,yqeG,putative transporter YqeG,Amino acid transport and metabolism,"ppGpp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7465
b1634,-0.1253069533713397,dtpA,dipeptide/tripeptide:H(+) symporter DtpA,"Intracellular trafficking, secretion, and vesicular transport","RpoD,YfeC,YdcI,GadX,OmpR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6877
b2209,-0.1454053066620068,eco,serine protease inhibitor ecotin,Cell wall/membrane/envelope biogenesis,Lrp,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10255
b1189,-0.1646885843241666,dadA,D-amino acid dehydrogenase,Amino acid transport and metabolism,"RpoD,YddM,ppGpp,Crp,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11407
b1190,-0.172629097341672,dadX,alanine racemase 2,Amino acid transport and metabolism,"RpoD,ppGpp,Crp,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11408
b2670,-0.2012211196143183,alaE,L-alanine exporter,"Intracellular trafficking, secretion, and vesicular transport","RpoD,Lrp,GlaR",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7399
