locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_4611,0.0984269701,PSPTO_4611,YncE family protein,Function unknown,,
PSPTO_4613,0.0907960019,PSPTO_4613,TDT family transporter,Inorganic ion transport and metabolism,,
PSPTO_3067,0.0874051887,PSPTO_3067,hypothetical protein,No COG annotation,,
PSPTO_3487,0.0673043687,PSPTO_3487,TraR/DksA C4-type zinc finger protein,Signal transduction mechanisms,,
PSPTO_4803,0.0622302894,PSPTO_4803,DUF1820 family protein,Function unknown,,
PSPTO_4653,0.059581883,PSPTO_4653,NCS2 family permease,Function unknown,,
PSPTO_5242,0.0584605501,rho,transcription termination factor Rho,Transcription,,
PSPTO_0539,0.0584506762,rpsU,30S ribosomal protein S21,"Translation, ribosomal structure and biogenesis",,
PSPTO_4024,0.057748962,fnr-1,ferredoxin--NADP reductase,Energy production and conversion,,
PSPTO_5289,0.0571977784,rpiA,ribose-5-phosphate isomerase RpiA,Carbohydrate transport and metabolism,,
PSPTO_2052,0.056808556,PSPTO_2052,hypothetical protein,No COG annotation,,
PSPTO_3360,0.054871382,purB,adenylosuccinate lyase,Nucleotide transport and metabolism,,
PSPTO_0797,0.0548320086,rplU,50S ribosomal protein L21,"Translation, ribosomal structure and biogenesis",,
PSPTO_4492,0.054555696800000004,rimP,ribosome maturation factor RimP,"Translation, ribosomal structure and biogenesis",,
PSPTO_4865,0.0532911344,fis,DNA-binding transcriptional regulator Fis,Transcription,,
PSPTO_4898,0.0526794653,yegD,Hsp70 family protein,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_5499,-0.062496874300000005,aspA,aspartate ammonia-lyase,Amino acid transport and metabolism,,
