,name,x,y,cog,color,link
meta,start,0.0524718778,,,,
PSPTO_0001,dnaA,339,-0.00020649999999999998,"Replication, recombination and repair",#1e90ff,
PSPTO_0002,dnaN,1913,-0.0066698734,"Replication, recombination and repair",#1e90ff,
PSPTO_0003,recF,3039,0.0013132892,"Replication, recombination and repair",#1e90ff,
PSPTO_0004,gyrB,4147,0.00021632850000000001,"Replication, recombination and repair",#1e90ff,
PSPTO_0005,PSPTO_0005,7188,0.0030771839,Defense mechanisms,#90ee90,
PSPTO_0006,PSPTO_0006,8861,-0.0056220523,"Replication, recombination and repair",#1e90ff,
PSPTO_0007,PSPTO_0007,10179,-0.0043374614,Function unknown,#0000ff,
PSPTO_0008,PSPTO_0008,11067,-0.0091155757,"Replication, recombination and repair",#1e90ff,
PSPTO_0009,PSPTO_0009,14512,-0.0097359158,"Replication, recombination and repair",#1e90ff,
PSPTO_5633,PSPTO_5633,15948,-0.014824102,Function unknown,#0000ff,
PSPTO_RS00055,PSPTO_RS00055,16484,-0.0121560699,"Replication, recombination and repair",#1e90ff,
PSPTO_0011,PSPTO_0011,16743,-0.0177367772,Function unknown,#0000ff,
PSPTO_RS00065,PSPTO_RS00065,17511,-0.0076185478,No COG annotation,#00bfbf,
PSPTO_0014,PSPTO_0014,18573,-0.0075406818,No COG annotation,#00bfbf,
PSPTO_0015,PSPTO_0015,19321,-0.0055682355,No COG annotation,#00bfbf,
PSPTO_0016,PSPTO_0016,19983,-0.0129577557,No COG annotation,#00bfbf,
PSPTO_0017,PSPTO_0017,20738,-0.0132034061,"Replication, recombination and repair",#1e90ff,
PSPTO_0018,PSPTO_0018,23290,-0.0048727691,"Replication, recombination and repair",#1e90ff,
PSPTO_0019,PSPTO_0019,24096,0.0014557934,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00100,PSPTO_RS00100,25202,-0.002280602,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00105,PSPTO_RS00105,25556,0.0005763639000000001,No COG annotation,#00bfbf,
PSPTO_RS00110,PSPTO_RS00110,26153,-0.009256395300000001,No COG annotation,#00bfbf,
PSPTO_RS00115,PSPTO_RS00115,27068,-0.0168274264,No COG annotation,#00bfbf,
PSPTO_0022,PSPTO_0022,28202,-0.0044895519,Transcription,#000000,
PSPTO_0023,PSPTO_0023,29392,-0.0121205471,No COG annotation,#00bfbf,
PSPTO_RS00130,PSPTO_RS00130,30005,-0.0045129899,"Replication, recombination and repair",#1e90ff,
