locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1112,0.3337006350905834,bhsA,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,Cell wall/membrane/envelope biogenesis,"RpoD,RpoE,Crp,ComR",https://ecocyc.org/gene?orgid=ECOLI&id=G6570
b3328,0.1079312552723868,gspG,Type II secretion system protein GspG,"Intracellular trafficking, secretion, and vesicular transport","RpoD,SlyA,H-NS,Fur,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7706
b3940,0.0960129447138375,metL,fused aspartate kinase/homoserine dehydrogenase 2,Amino acid transport and metabolism,"RpoD,PhoP,YcjW,HypT,MetJ",https://ecocyc.org/gene?orgid=ECOLI&id=EG10590
b3939,0.095982282275363,metB,O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase,Amino acid transport and metabolism,"RpoD,PhoP,HypT,MetJ",https://ecocyc.org/gene?orgid=ECOLI&id=EG10582
b0160,0.0914718886222705,dgt,dGTP triphosphohydrolase,Nucleotide transport and metabolism,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10225
b3456,-0.082449204186905,livM,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,Inorganic ion transport and metabolism,"RpoD,Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10541
b4484,-0.0875677952501734,cpxP,periplasmic protein CpxP,Cell motility,"RpoD,YidZ,CpxR,cpxQ",https://ecocyc.org/gene?orgid=ECOLI&id=G7816
b4151,-0.091028513630508,frdD,fumarate reductase membrane protein FrdD,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10333
b1722,-0.0926737769577874,ydiY,acid-inducible putative outer membrane protein YdiY,Cell wall/membrane/envelope biogenesis,"YdcN,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6928
b4152,-0.0960688313678544,frdC,fumarate reductase membrane protein FrdC,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10332
b4153,-0.0980122073794053,frdB,fumarate reductase iron-sulfur protein,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10331
b3829,-0.1026822401810927,metE,cobalamin-independent homocysteine transmethylase,Amino acid transport and metabolism,"OxyR,YcjW,MetR,MetJ,Nac,fnrS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10584
b3494,-0.1498943556239233,uspB,putative universal stress (ethanol tolerance) protein B,Function unknown,"RpoS,IHF,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12231
b2352,-0.1547929244927513,yfdI,CPS-53 (KpLE1) prophage%3B serotype specific glucosyl transferase,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G7221
b3769,-0.1832062705027527,ilvM,acetolactate synthase II subunit IlvM,Amino acid transport and metabolism,"RpoD,Lrp,IHF,Ile-tRNA,Leu-tRNA,Val-tRNA,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10501
b3455,-0.1884312472035288,livG,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG,Inorganic ion transport and metabolism,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10537
b3454,-0.1930935492163654,livF,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF,Inorganic ion transport and metabolism,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10536
