locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CymR,link
BSU_29370,0.20155586755644472,tcyK,sulfur-containing amino acid ABC transporter binding lipoprotein,Cell wall/membrane/envelope biogenesis,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29370
BSU_29380,0.19681531457398604,tcyJ,sulfur containing amino acid ABC transporter binding lipoprotein,Amino acid transport and metabolism,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29380
BSU_29300,0.1915729965304911,ribR,FMN-riboswitch-binding activator of rib genes,Coenzyme transport and metabolism,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29300
BSU_29340,0.1796718721458674,tcyN,sulfur-containing amino-acid ABC transporter (ATP-binding protein),Amino acid transport and metabolism,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29340
BSU_29330,0.17964726326770705,cmoO,monooxygenase (S-alkyl substrates),Energy production and conversion,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29330
BSU_29360,0.1776477956445433,tcyL,sulfur-containing amino acid ABC transporter (permease),Inorganic ion transport and metabolism,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29360
BSU_29390,0.17699689886999548,snaA,N-acetyltransferase acting on sulfur compounds,Transcription,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29390
BSU_29350,0.160593245705242,tcyM,sulfur-containing amino acid ABC transporter (permease),"Intracellular trafficking, secretion, and vesicular transport",Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29350
BSU_29320,0.15663000360468518,cmoI,redoxin,"Post-translational modification, protein turnover, and chaperones",Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29320
BSU_29310,0.1518747050800074,cmoJ,monooxygenase (S-alkyl substrates),Energy production and conversion,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29310
BSU_29280,0.14551650546887526,ytnM,putative transporter,Function unknown,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29280
BSU_08830,0.13352741079680247,ssuB,aliphatic sulfonate ABC transporter (ATP-binding protein),Inorganic ion transport and metabolism,Op687,"SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08830
BSU_29290,0.13274496980992007,sndA,S-alkyl-N-acetyl-metabolite deacetylase,Amino acid transport and metabolism,Op2327,"SigA,CymR,AscR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_29290
BSU_08840,0.1278533780706788,ssuA,aliphatic sulfonate ABC transporter (binding lipoprotein),Cell wall/membrane/envelope biogenesis,Op687,"SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08840
BSU_08850,0.12200273793741699,ssuC,aliphatic sulfonate ABC transporter (permease),Inorganic ion transport and metabolism,Op687,"SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08850
BSU_08860,0.11449359335994135,ssuD,FMNH2-dependent aliphatic sulfonate monooxygenase,Energy production and conversion,Op687,"SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08860
BSU_08870,0.07996101781758846,ygaN,putative sulfur-related oxidoreductase,No COG annotation,Op687,"SigA,CymR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08870
BSU_27860,0.07603821785397709,nadC,nicotinate-nucleotide pyrophosphorylase (quinolinate phosphoribosyltransferase),Coenzyme transport and metabolism,Op2229,"SigA,NadR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27860
BSU_08810,0.06864217273512609,senS,transcriptional regulator (repressor of ScoC),No COG annotation,Op685,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08810
BSU_07190,0.06765315776330581,yezD,conserved hypothetical protein,Function unknown,Op577,CymR,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07190
BSU_10170,-0.07302001344171444,fabHB,beta-ketoacyl-acyl carrier protein synthase III 2,Lipid transport and metabolism,Op795,FapR,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_10170
