locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b3748,0.1767499639,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,rbsDACBKR,"RpoD,YidZ,dsrA,Crp,RbsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10817
b1957,0.1710434521,yodC,protein YodC,Function unknown,yodC,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G7050
b3460,0.1191558553,livJ,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,livJ,"RpoD,gcvB,Lrp,DksA,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10539
b0917,0.11585160080000001,ycaR,UPF0434 family protein YcaR,Function unknown,ycaR-kdsB,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=G6472
b1777,0.10279871530000001,yeaC,conserved protein YeaC,Function unknown,yeaC,ryhB,https://ecocyc.org/gene?orgid=ECOLI&id=G6964
b1656,0.10095199120000001,sodB,superoxide dismutase (Fe),Energy production and conversion,sodB,"RpoD,ryhB,fnrS,IHF,Crp,NsrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10954
b3360,0.0946464691,pabA,aminodeoxychorismate synthase subunit 2,Amino acid transport and metabolism,yhfG-fic-pabA,"RpoD,RpoS,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10682
b3384,0.0905245928,trpS,tryptophan--tRNA ligase,"Translation, ribosomal structure and biogenesis",aroKB-damX-dam-rpe-gph-trpS,"RpoD,YbaQ",https://ecocyc.org/gene?orgid=ECOLI&id=EG11030
b0928,0.0899784631,aspC,aspartate aminotransferase,Amino acid transport and metabolism,aspC,"Fnr,Fur,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10096
b1109,0.0871955622,ndh,NADH:quinone oxidoreductase II,Energy production and conversion,ndh,"RpoD,Fur,NsrR,ArcA,IHF,PdhR,Fis,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG10649
b2388,0.08038044650000001,glk,glucokinase,Nucleotide transport and metabolism,glk,"RpoD,RpoS,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG12957
b1604,0.0783385753,ydgH,DUF1471 domain-containing protein YdgH,Function unknown,ydgH,"Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6860
b3744,0.0770459758,asnA,asparagine synthetase A,Nucleotide transport and metabolism,asnA,"RpoD,AsnC,Lrp,Nac,gcvB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10091
b2508,0.0767772037,guaB,inosine 5'-monophosphate dehydrogenase,Nucleotide transport and metabolism,guaBA,"PurR,RpoD,Crp,DnaA,Fis",https://ecocyc.org/gene?orgid=ECOLI&id=EG10421
b4178,0.0755259347,nsrR,DNA-binding transcriptional repressor NsrR,Transcription,nsrR-rnr-rlmB-yjfIJ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11212
b2842,0.0748857598,kduD,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,Lipid transport and metabolism,kduD,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12361
b3346,0.0731403567,yheO,putative DNA-binding transcriptional regulator YheO,Function unknown,yheO-tusDCB,YfeC,https://ecocyc.org/gene?orgid=ECOLI&id=G7715
b0825,0.0724121754,fsaA,fructose-6-phosphate aldolase 1,Carbohydrate transport and metabolism,fsaA,,https://ecocyc.org/gene?orgid=ECOLI&id=G6428
b3253,0.0707694586,yhdH,acrylyl-CoA reductase,Energy production and conversion,yhdH,"YidZ,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11315
b0772,0.070439307,ybhC,outer membrane lipoprotein YhbC,Cell wall/membrane/envelope biogenesis,ybhC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12875
b2193,0.0675840647,narP,DNA-binding transcriptional dual regulator NarP,Transcription,narP,"YcjW,RpoH,SdsN",https://ecocyc.org/gene?orgid=ECOLI&id=EG11527
b1778,0.0673430379,msrB,methionine sulfoxide reductase B,"Post-translational modification, protein turnover,and chaperones",msrB,"RpoD,YfeC,ryhB,Fnr,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12394
b4214,0.0664907449,cysQ,3'(2')%2C5'-bisphosphate nucleotidase,Inorganic ion transport and metabolism,cysQ,"Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10043
b2113,0.066473167,mrp,P-loop NTPase family protein,"Cell cycle control, cell division, chromosome partitioning",mrp,"RpoD,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10611
b2947,0.0650045289,gshB,glutathione synthetase,Nucleotide transport and metabolism,rsmE-gshB,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10419
b1004,0.064783939,wrbA,NAD(P)H:quinone oxidoreductase,Function unknown,wrbA-yccJ,"oxyS,YdcI,RpoS,ppGpp,CsgD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11540
b1248,0.064552753,yciU,DUF440 domain-containing protein YciU,Function unknown,clsA-yciU,GlaR,https://ecocyc.org/gene?orgid=ECOLI&id=G6633
b1780,0.0639773379,yeaD,putative aldose 1-epimerase YeaD,Carbohydrate transport and metabolism,gapA-yeaD,"RpoH,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=G6966
b0099,0.0631450053,mutT,8-oxo-dGTP diphosphatase,"Replication, recombination and repair",secMA-mutT,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10626
