locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_RS12390,0.12037382220000001,PSPTO_RS12390,site-specific integrase,"Replication, recombination and repair",,
PSPTO_0173,0.1118299965,qor,NADPH:quinone reductase,Energy production and conversion,,
PSPTO_4330,0.10733619380000001,PSPTO_4330,transposase,"Replication, recombination and repair",,
PSPTO_RS11325,0.0953633249,PSPTO_RS11325,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_2011,0.0948995197,PSPTO_2011,pertactin family autotransporter,Cell wall/membrane/envelope biogenesis,,
PSPTO_4387,0.0862554287,PSPTO_4387,hypothetical protein,No COG annotation,,
PSPTO_RS29985,0.0855453542,PSPTO_RS29985,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_3492,0.08544726300000001,PSPTO_3492,Gfo/Idh/MocA family oxidoreductase,Function unknown,,
PSPTO_4602,0.0787715734,ettA,energy-dependent translational throttle protein EttA,Function unknown,,
PSPTO_RS29130,0.0778614277,PSPTO_RS29130,LysR family transcriptional regulator,Transcription,,
PSPTO_0511,0.0745047712,pqqC,pyrroloquinoline-quinone synthase PqqC,Coenzyme transport and metabolism,,
PSPTO_RS11625,0.0734021374,PSPTO_RS11625,hypothetical protein,Cell wall/membrane/envelope biogenesis,,
PSPTO_4450,0.0729814147,lptC,LPS export ABC transporter periplasmic protein LptC,Function unknown,,
PSPTO_3162,0.0728200871,PSPTO_3162,YebC/PmpR family DNA-binding transcriptional regulator,Transcription,,
PSPTO_1786,0.07279436260000001,PSPTO_1786,pirin family protein,Function unknown,,
PSPTO_2457,0.0725928941,PSPTO_2457,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_1303,0.072472625,PSPTO_1303,DUF3820 family protein,Function unknown,,
PSPTO_3211,0.0700858731,PSPTO_3211,DUF2247 family protein,Function unknown,,
PSPTO_1607,0.0662893875,PSPTO_1607,hypothetical protein,No COG annotation,AlgU,
PSPTO_1767,0.0638927103,ohr,organic hydroperoxide resistance protein,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_3016,0.0623763108,PSPTO_3016,MmcQ/YjbR family DNA-binding protein,Function unknown,,
PSPTO_1608,0.059929410700000005,PSPTO_1608,PQQ-dependent sugar dehydrogenase,Carbohydrate transport and metabolism,,
PSPTO_2912,0.0589824662,PSPTO_2912,ABC transporter substrate-binding protein,Amino acid transport and metabolism,,
PSPTO_RS16605,0.056997446300000004,PSPTO_RS16605,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,
PSPTO_0719,0.056258349900000004,PSPTO_0719,hypothetical protein,Function unknown,,
PSPTO_4940,0.055957348000000004,hflK,FtsH protease activity modulator HflK,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_4055,0.055384037100000005,PSPTO_4055,hypothetical protein,No COG annotation,,
PSPTO_2890,0.0550352978,PSPTO_2890,hypothetical protein,Inorganic ion transport and metabolism,,
PSPTO_4491,0.0540896015,nusA,transcription termination/antitermination protein NusA,Transcription,,
PSPTO_0558,0.0537482612,PSPTO_0558,alpha/beta hydrolase family protein,Function unknown,,
PSPTO_3203,0.0526742033,PSPTO_3203,antibiotic biosynthesis monooxygenase,Function unknown,,
PSPTO_2241,-0.0538969315,kdpF,K(+)-transporting ATPase subunit F,No COG annotation,,
PSPTO_RS06010,-0.0729861786,PSPTO_RS06010,hypothetical protein,No COG annotation,,
PSPTO_RS08865,-0.0806604979,PSPTO_RS08865,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS04130,-0.0809170252,PSPTO_RS04130,transposase,"Replication, recombination and repair",,
PSPTO_3414,-0.0934304673,PSPTO_3414,hypothetical protein,No COG annotation,,
