locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1085,0.3380629059,yceQ,DUF2655 domain-containing protein YceQ,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6563
b2940,0.2810116277,yqgC,protein YqgC,Function unknown,,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7522
b0988,0.2448365344,insB-4,IS1 protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6509
b4402,0.2058018057,yjjY,protein YjjY,No COG annotation,,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=G7954
b0248,0.15253034610000002,yafX,CP4-6 prophage%3B protein YafX,Function unknown,,FliA,https://ecocyc.org/gene?orgid=ECOLI&id=G6123
b2969,0.15228240040000002,yghE,putative type II secretion system L-type protein,"Intracellular trafficking, secretion, and vesicular transport",yghED,,https://ecocyc.org/gene?orgid=ECOLI&id=G7536
b2941,0.1411014132,yqgD,DUF2684 domain-containing protein YqgD,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7523
b3722,0.1265757204,bglF,beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase,Carbohydrate transport and metabolism,bglGFB,"StpA,Crp,LeuO,RcsB-BglJ,Fis,H-NS,BglG",https://ecocyc.org/gene?orgid=ECOLI&id=EG10115
b3445,0.12627096640000002,insB-6,IS1 protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7762
b1730,0.1223290691,ydjO,protein YdjO,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6935
b2586,0.11655889030000001,yfiM,protein YfiM,Function unknown,yfiM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12857
b3242,0.0994678192,aaeX,DUF1656 domain-containing protein AaeX,Function unknown,,Crp,https://ecocyc.org/gene?orgid=ECOLI&id=G7687
b2089,0.0987123788,insF-5,IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7126
b2258,0.09574914550000001,arnF,undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnF subunit,Inorganic ion transport and metabolism,,BasR,https://ecocyc.org/gene?orgid=ECOLI&id=G7171
b1050,0.0942273477,yceK,DUF1375 domain-containing lipoprotein YceK,Function unknown,yceK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12689
b0556,0.0914750216,rzpD,DLP12 prophage%3B putative prophage endopeptidase RzpD,Function unknown,,RpoE,https://ecocyc.org/gene?orgid=ECOLI&id=G6311
b1565,0.09079666980000001,ydfV,Qin prophage%3B protein YdfV,No COG annotation,,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6832
b4366,0.0897316286,bglJ,DNA-binding transcriptional regulator BglJ,Transcription,yjjQ-bglJ,"RpoD,LeuO,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=G7948
b0249,0.0802184645,ykfF,CP4-6 prophage%3B protein YkfF,Function unknown,,FliA,https://ecocyc.org/gene?orgid=ECOLI&id=G6124
b2441,0.0722213143,eutB,ethanolamine ammonia-lyase subunit alpha,Amino acid transport and metabolism,eutBCLKR,,https://ecocyc.org/gene?orgid=ECOLI&id=EG50006
b0541,0.0718007314,insF-3,DLP12 prophage%3B IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6297
b1762,0.069792825,ynjI,DUF1266 domain-containing protein YnjI,Function unknown,ynjI,RcsB-BglJ,https://ecocyc.org/gene?orgid=ECOLI&id=G6956
b0252,0.06921976290000001,yafZ,CP4-6 prophage%3B conserved protein YafZ,Function unknown,ykfA-yafZ,,https://ecocyc.org/gene?orgid=ECOLI&id=G6127
b1578,0.0691953919,insD-7,Qin prophage%3B putative transposase,"Replication, recombination and repair",,"RpoD,DicA,DicA,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G6836
b1936,0.0654203038,intG,putative defective phage integrase,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7044
b0246,0.06519651900000001,yafW,antitoxin of the YkfI-YafW toxin-antitoxin pair,Function unknown,,"FliA,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6121
b2005,0.0642387047,cbtA,CP4-44 prophage%3B cytoskeleton-binding toxin CbtA,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7085
b2638,0.06414642920000001,yfjU,CP4-57 prophage%3B ArsC family protein YfjU,Inorganic ion transport and metabolism,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7373
b4205,0.06357936680000001,ytfA,putative transcriptional regulator YtfA,Transcription,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7863
b4096,0.061958419300000005,phnL,methylphosphonate degradation complex subunit PhnL,Inorganic ion transport and metabolism,phnCDE_1E_2FGHIJKLMNOP,"RpoD,PhoB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10721
b2004,0.061108107200000004,cbeA,CP4-44 prophage%3B cytoskeleton bundling-enhancing antitoxin CbeA,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7084
b4305,0.058189792000000004,sgcX,KpLE2 phage-like element%3B putative endoglucanase with Zn-dependent exopeptidase domain,Carbohydrate transport and metabolism,sgcXBCQAER,"Crp,SlyA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12557
b0716,0.056855988600000004,ybgO,putative fimbrial protein YbgO,Cell motility,ybgQPO,,https://ecocyc.org/gene?orgid=ECOLI&id=G6385
b4273,0.056655227100000004,insD-6,KpLE2 phage-like element%3B IS2 insertion element protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7895
b1147,0.0556802333,ymfL,e14 prophage%3B uncharacterized protein YmfL,No COG annotation,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,,https://ecocyc.org/gene?orgid=ECOLI&id=G6591
b4303,0.055361405700000005,sgcQ,KpLE2 phage-like element%3B putative nucleoside triphosphatase,Function unknown,sgcXBCQAER,"Crp,SlyA",https://ecocyc.org/gene?orgid=ECOLI&id=G7915
b4566,0.054154611500000005,topAI,KpLE2 phage-like element%3B toxin of the TopAI-YjhQ toxin-antitoxin system%2C TopA inhibitor,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10473
b4504,0.0531545282,ykfH,DUF987 domain-containing protein YkfH,Function unknown,,FliA,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10432
b2643,0.053086622800000004,yfjX,CP4-57 prophage%3B putative antirestriction protein,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7378
b4145,0.0523448918,yjeJ,protein YjeJ,Function unknown,yjeJ,"YidZ,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7835
b1900,0.052294284100000005,araG,arabinose ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,araFGH,"RpoD,RpoS,Crp,AraC",https://ecocyc.org/gene?orgid=ECOLI&id=EG10058
b3241,0.0521564809,aaeA,aromatic carboxylic acid efflux pump membrane fusion protein,Defense mechanisms,aaeXAB,"YbaQ,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G7686
b0247,0.0520898936,ykfG,CP4-6 prophage%3B RadC-like JAB domain-containing protein YkfG,Amino acid transport and metabolism,,"YbaQ,FliA",https://ecocyc.org/gene?orgid=ECOLI&id=G6122
b0299,0.050255189400000004,insF-1,IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6169
b2420,0.0498625332,yfeS,conserved protein YfeS,Function unknown,yfeKS,"RpoE,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7261
b0245,0.0490414437,ykfI,CP4-6 prophage%3B toxin of the YkfI-YafW toxin-antitoxin system,Function unknown,,"FliA,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6120
b1362,0.0486508379,rzpR,Rac prophage%3B putative endopeptidase RzpR,Function unknown,ydaSTUVW-rzpR,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6686
b3014,0.0479216328,yqhH,lipoprotein YqhH,Cell wall/membrane/envelope biogenesis,,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7567
