locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3494,0.3099351912,uspB,putative universal stress (ethanol tolerance) protein B,Function unknown,uspB,"RpoS,IHF,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12231
b3829,0.1284287527,metE,cobalamin-independent homocysteine transmethylase,Amino acid transport and metabolism,metE,"OxyR,YcjW,MetJ,MetR,Nac,fnrS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10584
b0600,0.12366864770000001,ybdL,methionine-oxo-acid transaminase%2C PLP-dependent,Amino acid transport and metabolism,ybdL,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G6329
b0599,0.1107065316,hcxA,hydroxycarboxylate dehydrogenase A,Energy production and conversion,hcxA,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12692
b3872,0.10370350040000001,yihL,putative transcriptional regulator YihL,Transcription,yihLM,"YihL,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11838
b3769,0.0926152299,ilvM,acetolactate synthase II subunit IlvM,Amino acid transport and metabolism,ilvLXG_1G_2MEDA,"RpoD,Lrp,IHF,Ile-tRNA,Leu-tRNA,Val-tRNA,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10501
b0610,0.08869934510000001,rnk,nucleoside diphosphate kinase regulator,Transcription,rnk,,https://ecocyc.org/gene?orgid=ECOLI&id=G6337
b3939,-0.0890725967,metB,O-succinylhomoserine(thiol)-lyase/O-succinylhomoserine lyase,Amino acid transport and metabolism,metBL,"RpoD,PhoP,HypT,MetJ",https://ecocyc.org/gene?orgid=ECOLI&id=EG10582
b4621,-0.09354928650000001,yjbS,uncharacterized protein YjbS,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10607
b1557,-0.1009556704,cspB,Qin prophage%3B cold shock-like protein CspB,Transcription,cspB,ZraR,https://ecocyc.org/gene?orgid=ECOLI&id=EG12203
b0161,-0.1141259481,degP,periplasmic serine endoprotease DegP,"Post-translational modification, protein turnover,and chaperones",degP,"RpoE,H-NS,CpxR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10463
b1259,-0.1170598784,yciG,protein YciG,No COG annotation,yciGFE,"RpoS,McbR,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11127
b0160,-0.2161018943,dgt,dGTP triphosphohydrolase,Nucleotide transport and metabolism,dgt,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG10225
