locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b0759,0.13307755300000002,galE,UDP-glucose 4-epimerase,Cell wall/membrane/envelope biogenesis,galETKM,"RpoD,YidZ,RpoS,Crp,H-NS,GalS,GalR,HU",https://ecocyc.org/gene?orgid=ECOLI&id=EG10362
b0758,0.12713488950000001,galT,galactose-1-phosphate uridylyltransferase,Energy production and conversion,galETKM,"RpoD,RpoS,Crp,GalR,GalS,H-NS,HU",https://ecocyc.org/gene?orgid=ECOLI&id=EG10366
b1112,0.1024947148,bhsA,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,Cell wall/membrane/envelope biogenesis,bhsA,"RpoD,RpoE,Crp,ComR",https://ecocyc.org/gene?orgid=ECOLI&id=G6570
b0251,0.0970552147,yafY,CP4-6 prophage%3B inner membrane lipoprotein YafY,Transcription,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,,https://ecocyc.org/gene?orgid=ECOLI&id=G6126
b2943,0.0957695127,galP,galactose:H(+) symporter,Amino acid transport and metabolism,galP,"RpoD,Crp,OmpR,NagC,GalR,GalS",https://ecocyc.org/gene?orgid=ECOLI&id=EG12148
b0757,0.09484111910000001,galK,galactokinase,Nucleotide transport and metabolism,galETKM,"RpoD,spf,RpoS,Crp,GalR,GalS,H-NS,HU",https://ecocyc.org/gene?orgid=ECOLI&id=EG10363
b3643_1,0.0923158528,rph_1,,"Translation, ribosomal structure and biogenesis",rph-pyrE,,
b3612,0.0922118506,gpmM,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,Nucleotide transport and metabolism,gpmM-envC-yibQ,"RpoS,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG12296
b3661,0.0892822166,nlpA,lipoprotein-28,Cell wall/membrane/envelope biogenesis,nlpA,"ppGpp,CsgD,GlaR,gcvB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10657
b3574,0.0881152847,plaR,DNA-binding transcriptional repressor YiaJ,Transcription,yiaJ,"RpoD,PlaR,YiaJ,IHF,Crp,Crp,IHF,PlaR,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=EG12278
b4554,0.0825380688,yibT,protein YibT,Function unknown,yibT,"ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10468
b4519,0.08165123440000001,icdC,protein IcdC,Energy production and conversion,icdC,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10556
b3651,0.0809638436,trmH,tRNA (Gm18) 2'-O-methyltransferase,"Translation, ribosomal structure and biogenesis",rpoZ-spoT-trmH-recG,"RpoD,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10967
b3609,0.07601354390000001,secB,SecB chaperone,"Intracellular trafficking, secretion, and vesicular transport",yibN-grxC-secB-gpsA,"RpoD,YfeC,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10937
b3634,0.0751220246,coaD,pantetheine-phosphate adenylyltransferase,Nucleotide transport and metabolism,waaA-coaD,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11190
