locus,gene_weight,gene_name,gene_product,cog,regulator,link
b0897,0.101799369578883,ycaC,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism","YcjW,Fnr,Nac,BaeR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11241
b1259,0.0828887624613963,yciG,protein YciG,No COG annotation,"RpoS,McbR,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11127
b1732,0.0750999185377113,katE,catalase II,Inorganic ion transport and metabolism,"RpoS,Fur,Fis,Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10509
b1836,0.0699159937060133,yebV,protein YebV,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7009
b0805,0.068069470209155,fiu,putative iron siderophore outer membrane transporter,Inorganic ion transport and metabolism,"RpoD,Fur,Crp,rybB",https://ecocyc.org/gene?orgid=ECOLI&id=G6414
b2971,0.066739158409567,yghG,lipoprotein YghG,Cell wall/membrane/envelope biogenesis,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7538
b1892,0.0657049282808147,flhD,DNA-binding transcriptional dual regulator FlhD,Transcription,"OmpR,QseB,RpoD,RpoN,mcaS,Fur,IHF,AcrR,YjjQ,Crp,ppGpp,LrhA,RcsAB,EcpR,H-NS,HdfR,FliZ,arcZ,omrA,omrB,oxyS",https://ecocyc.org/gene?orgid=ECOLI&id=EG10320
b1478,0.0651004307392801,adhP,ethanol dehydrogenase/alcohol dehydrogenase,Energy production and conversion,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6775
b4128,-0.0625213022879109,ghoS,antitoxin of the GhoTS toxin-antitoxin system,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G7830
b0286,-0.0634726683439432,paoA,aldehyde dehydrogenase%2C Fe-S subunit,Nucleotide transport and metabolism,,https://ecocyc.org/gene?orgid=ECOLI&id=G6157
b1566,-0.0637790779546914,flxA,Qin prophage%3B protein FlxA,No COG annotation,"Fis,FliA",https://ecocyc.org/gene?orgid=ECOLI&id=G6833
b0839,-0.063850920929032,dacC,D-alanyl-D-alanine carboxypeptidase DacC,Cell wall/membrane/envelope biogenesis,"RpoD,BolA,ArgR,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10203
b4126,-0.0657930640045279,yjdI,PF06902 family protein YjdI,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7828
b4127,-0.0679862003366848,yjdJ,putative N-acetyltransferase YjdJ,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7829
b1004,-0.0684637706942403,wrbA,NAD(P)H:quinone oxidoreductase,Function unknown,"oxyS,YdcI,RpoS,ppGpp,CsgD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11540
b4559,-0.0710334540333448,ghoT,toxin of the GhoTS toxin-antitoxin system,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10472
b3522,-0.0715656555911641,yhjD,putative transporter YhjD,Function unknown,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12248
b1000,-0.0719088665548181,cbpA,curved DNA-binding protein,"Post-translational modification, protein turnover,and chaperones","RpoD,RpoS,Fis,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12193
b4188,-0.0725825348302223,yjfN,protease activator,Function unknown,CpxR,https://ecocyc.org/gene?orgid=ECOLI&id=G7851
b0999,-0.0731192405656665,cbpM,chaperone modulator CbpM,Transcription,"RpoD,RpoS,Fis,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12194
b0607,-0.0747744915876155,uspG,universal stress protein G,Signal transduction mechanisms,"YfeD,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6334
b0643,-0.0757870050738325,ybeL,DUF1451 domain-containing protein YbeL,"Translation, ribosomal structure and biogenesis",ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12851
b1003,-0.0774331049065794,yccJ,PF13993 family protein YccJ,Function unknown,"RpoS,ppGpp,CsgD",https://ecocyc.org/gene?orgid=ECOLI&id=EG12703
b1953,-0.0799469291290314,yodD,stress-induced protein,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G7046
b4107,-0.079989806896437,yjdN,conserved protein YjdN,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10712
b2665,-0.0801672502757531,kbp,K(+) binding protein,Function unknown,"RpoS,CpxR,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G7395
b0581,-0.0805602924900091,ybdK,carboxylate-amine ligase,Nucleotide transport and metabolism,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6326
b4187,-0.0895854684018079,aidB,putative acyl-CoA dehydrogenase AidB,Lipid transport and metabolism,"RpoD,YidZ,RpoS,AidB,Ada,ppGpp,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11811
b3524,-0.0908319902261177,yhjG,AsmA family protein YhjG,Cell wall/membrane/envelope biogenesis,RpoS,https://ecocyc.org/gene?orgid=ECOLI&id=EG12251
b1967,-0.0947054440932907,hchA,protein/nucleic acid deglycase 1,"Translation, ribosomal structure and biogenesis","RpoD,RpoS,ppGpp,H-NS,ArgR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7055
b2135,-0.1025316988967529,yohC,putative inner membrane protein,Function unknown,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12016
b0836,-0.1171971774907115,bssR,regulator of biofilm formation,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6436
