locus,gene_weight,gene_name,gene_product,cog,operon,regulator,GlnG,link
PP_1297,0.2208193516376707,yhdW,putative amino-acid ABC transporter-binding protein YhdW,Amino acid transport and metabolism,Op815,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1297&e1=1&assembly=complete
PP_1298,0.1806472077708335,yhdX,putative amino acid ABC transporter - permease subunit,Inorganic ion transport and metabolism,Op815,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1298&e1=1&assembly=complete
PP_4867,0.1757108253864454,PP_4867,branched-chain amino acid ABC transporter%2C periplasmic amino acid-binding protein (braC-like),Amino acid transport and metabolism,Op3175,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4867&e1=1&assembly=complete
PP_1299,0.1755171746364648,yhdY,putative amino acid ABC transporter - membrane subunit,Inorganic ion transport and metabolism,Op815,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1299&e1=1&assembly=complete
PP_4864,0.1595891264980082,braF,High-affinity branched-chain amino acid transport ATP-binding protein BraF,Amino acid transport and metabolism,Op3175,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4864&e1=1&assembly=complete
PP_1300,0.1569283904097397,yhdZ,putative amino acid ABC transporter - ATP-binding subunit,Amino acid transport and metabolism,Op815,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1300&e1=1&assembly=complete
PP_4863,0.1504273504883217,livF-II,high-affinity branched-chain amino acid transporter%2C ATP-binding,Inorganic ion transport and metabolism,Op3175,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4863&e1=1&assembly=complete
PP_4866,0.1383578193439913,braD,High-affinity branched-chain amino acid transport system permease protein BraD,Amino acid transport and metabolism,Op3175,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4866&e1=1&assembly=complete
PP_5339,0.1308849426780908,oruR,transcriptional regulator%2C ornithine utilization,Transcription,Op3498,,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5339&e1=1&assembly=complete
PP_4865,0.1284915335963801,braE,High-affinity branched-chain amino acid transport system permease protein BraE,Amino acid transport and metabolism,Op3175,GlnG,True,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4865&e1=1&assembly=complete
PP_4888,0.117799403724276,PP_4888,putative methyl-accepting chemotaxis transducer,Cell motility,Op3186,FleQ,False,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4888&e1=1&assembly=complete
