locus,gene_weight,gene_name,gene_product,cog,regulator,fnr,link
STM3274,0.22200668810000002,yhbU,putative protease,Amino acid transport and metabolism,"fnr,nac",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3274
STM2646,0.21039690730000002,yfiD,putative formate acetyltransferase,Function unknown,"arcA,crp,fis,fnr,fur,pdhR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2646
STM1936,0.18035690810000002,yecH,putative cytoplasmic protein,Function unknown,fnr,True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1936
STM3275,0.1748750006,yhbV,putative protease,"Post-translational modification, protein turnover,and chaperones","fnr,nac",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3275
STM1732,0.150796278,ompW,outer membrane protein W,Cell wall/membrane/envelope biogenesis,"arcA,crp,fnr,narL",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1732
STM3071,0.1489555346,STM3071,putative DNA-binding protein,Function unknown,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3071
STM4452,0.1479997112,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,"fnr,h-NS,nrdR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4452
STM1489,0.1287946774,ynfK,putative dethiobiotin synthase,Coenzyme transport and metabolism,"crp,fnr,mlc,rpoD,rpoH",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1489
STM1509,0.12302941090000001,ydfZ,putative cytoplasmic protein,Function unknown,fnr,True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1509
STM4343,0.11904449800000001,frdA,fumarate reductase,Energy production and conversion,"dcuR,fnr,narL,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4343
STM0974,0.11729926560000001,focA,formate transporter,Inorganic ion transport and metabolism,"arcA,crp,fnr,ihf,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0974
STM2261,0.11457465260000001,napF,ferredoxin-type protein,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2261
STM0964,0.1145394847,dmsA,anaerobic dimethyl sulfoxide reductase%2C subunit A,Energy production and conversion,"fis,fnr,ihf,modE,nac,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0964
STM4566,0.1136268552,yjjI,putative cytoplasmic protein,Nucleotide transport and metabolism,crp,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4566
STM2260,0.1126647593,napD,periplasmic nitrate reductase,Inorganic ion transport and metabolism,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2260
STM3474,0.105582463,nirB,nitrite reductase large subunit,Energy production and conversion,"cra,crp,fis,fnr,h-NS,ihf,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3474
STM1255,0.1050904841,STM1255,putative ABC transporter periplasmic binding protein,Amino acid transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1255
STM2854,0.1028621422,hypA,guanine-nucleotide binding protein in formate-hydrogenlyase system,Function unknown,"fhlA,ihf,nsrR,rpoN",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2854
STM1227,0.1026943357,pepT,putative peptidase T,Amino acid transport and metabolism,fnr,True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1227
STM3072,0.09988572450000001,STM3072,putative inner membrane protein,Signal transduction mechanisms,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3072
STM2986,0.09330208620000001,STM2986,putative integral membrane protein,Function unknown,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2986
STM4190,0.0894525166,pepE,(alpha)-aspartyl dipeptidase,Amino acid transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4190
STM4305,0.0882803506,STM4305,putative anaerobic dimethyl sulfoxide reductase%2C subunit A,Energy production and conversion,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4305
STM2390,0.0874831854,yfcZ,putative cytoplasmic protein,Function unknown,"arcA,fnr,lrp",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2390
STM2284,0.0873832928,glpA,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C large subunit,Energy production and conversion,"arcA,crp,fis,flhD;flhC,fnr,glpR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2284
STM3073,0.0865639133,STM3073,putative ABC-type cobalt transport system,Inorganic ion transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3073
STM4342,0.08636816330000001,frdB,fumarate reductase,Energy production and conversion,"dcuR,fnr,narL,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4342
STM1499,0.0847911826,STM1499,putative dimethyl sulfoxide reductase%2C chain A1,Energy production and conversion,"fnr,nac,narL,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1499
STM3150,0.08133424680000001,hypO,putative Ni/Fe hydrogenases%2C small subunit,Energy production and conversion,"arcA,fnr,fur,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3150
STM3704,0.079714293,pmgI,phosphoglyceromutase,Carbohydrate transport and metabolism,"cra,fnr,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3704
STM0178,0.07748669300000001,yadI,putative PTS enzyme,Carbohydrate transport and metabolism,crp,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0178
STM1256,0.0770698542,STM1256,putative ABC transporter,Amino acid transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1256
STM3329,0.0701962039,yhcC,putative FeS oxidoreductase,Function unknown,"arcA,fnr,soxR",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3329
STM3820,0.0695695425,STM3820,putative cytochrome c peroxidase,Energy production and conversion,"fnr,oxyR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3820
STM4341,0.0686283875,frdC,fumarate reductase,Energy production and conversion,"dcuR,fnr,narL,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4341
STM4502,0.0684743314,STM4502,putative cytoplasmic protein,Function unknown,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4502
STM0627,0.0675689075,dcuC,DcuC family%2C dicarboxylate transporter,Energy production and conversion,"arcA,fnr,gadE,yeiE",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM0627
STM2309,0.0661849588,menD,2-oxoglutarate decarboxylase,Coenzyme transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2309
STM1765,0.0659439852,narK,MFS superfamily nitrite extrusion protein,Inorganic ion transport and metabolism,"fis,fnr,ihf,nac,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1765
STM2855,0.0649205133,hypB,hydrogenase-3 accessory protein,Transcription,"fhlA,fnr,ihf,nsrR,rpoN",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2855
STM4451,0.0638968968,nrdG,anaerobic ribonucleotide reductase activating protein,Energy production and conversion,"fnr,h-NS,nrdR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4451
STM2530,0.0611592866,STM2530,putative anaerobic dimethylsulfoxide reductase,Energy production and conversion,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2530
STM4340,0.060135902500000005,frdD,fumarate reductase,Energy production and conversion,"dcuR,fnr,narL,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4340
STM4301,0.0590326398,dcuB,Dcu family anaerobic C4-dicarboxylate transporter,Function unknown,"arcA,crp,dcuR,fnr,lrp,narL,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4301
STM3131,0.0585519117,STM3131,putative cytoplasmic protein,Function unknown,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3131
STM2856,0.0581001742,hypC,putative hydrogenase expression/formation protein,"Post-translational modification, protein turnover,and chaperones","fhlA,fnr,ihf,nsrR,rpoN",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2856
STM2503,0.0579753376,STM2503,putative diguanylate cyclase,Signal transduction mechanisms,fnr,True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2503
STM2339,0.0572654395,yfcC,putative integral membrane protein,Function unknown,"argR,fnr,lrp,yeiE",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2339
STM2035,0.0571270262,cbiA,synthesis of vitamin B12 adenosyl cobalamide precursor,Coenzyme transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2035
STM2259,0.0563320993,napA,periplasmic large subunit nitrate reductase,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2259
STM3130,0.055430594300000004,STM3130,putative cytoplasmic protein,Function unknown,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3130
STM1764,0.055428097100000004,narG,nitrate reductase 1%2C alpha subunit,Energy production and conversion,"fis,fnr,ihf,narL,rpoD,rstA",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1764
