locus,gene_weight,gene_name,gene_product,cog,operon,regulator,PhoP,link
b0877,0.2675523171,ybjX,DUF535 domain-containing protein YbjX,Function unknown,ybjX,"Lrp,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6460
b4242,0.2472480713,mgtA,Mg(2(+)) importing P-type ATPase,Inorganic ion transport and metabolism,mgtLA,"RpoD,YiaU,ppGpp,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12525
b1608,0.2315118153,rstA,DNA-binding transcriptional regulator RstA,Transcription,rstAB,"PhoP,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6864
b1826,0.2090361727,mgrB,PhoQ kinase inhibitor,Function unknown,mgrB,PhoP,True,https://ecocyc.org/gene?orgid=ECOLI&id=G7002
b1609,0.1922022424,rstB,sensory histidine kinase RstB,Signal transduction mechanisms,rstAB,PhoP,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11233
b0841,0.1844587322,ybjG,undecaprenyl pyrophosphate phosphatase,Lipid transport and metabolism,ybjG,PhoP,True,https://ecocyc.org/gene?orgid=ECOLI&id=G6439
b1160,0.1626743356,iraM,anti-adaptor protein IraM%2C inhibitor of sigma(S) proteolysis,Transcription,,"RpoD,ArcA,Fnr,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6600
b2259,0.1604203298,pmrD,signal transduction protein PmrD,Function unknown,pmrD,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7172
b1641,0.1486650803,slyB,outer membrane lipoprotein SlyB,Cell wall/membrane/envelope biogenesis,slyB,"YidZ,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6881
b0557,0.1235156626,borD,DLP12 prophage%3B prophage lipoprotein BorD,Function unknown,borD,"PhoP,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6312
b1505,0.1172780506,ydeT,fimbrial usher domain-containing protein YdeT,Cell motility,ydeTSR,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6795
b0565,0.1170478645,ompT,outer membrane protease VII (outer membrane protein 3b),Cell wall/membrane/envelope biogenesis,envY-ompT,"PhoP,omrA,omrB,Lrp,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10673
b0293,0.1116934697,ecpA,common pilus major subunit,Function unknown,ecpA,"RpoD,EcpR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6164
b1130,0.1102875742,phoP,DNA-binding transcriptional dual regulator PhoP,Transcription,phoPQ,"RpoH,PhoP,gcvB,micA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10731
b1825,0.10852732350000001,yebO,uncharacterized protein YebO,Function unknown,yebO,ppGpp,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7001
b4359,0.10718771390000001,opgB,phosphoglycerol transferase I,Cell wall/membrane/envelope biogenesis,opgB,gcvB,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12591
b0294,0.1057025362,ecpR,DNA-binding transcriptional dual regulator MatA,Transcription,ecpR,"RpoE,EcpR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6165
b1129,0.1044508782,phoQ,sensory histidine kinase PhoQ,Signal transduction mechanisms,phoPQ,"PhoB,YbaQ,RpoE,RpoH,PhoP,gcvB,micA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10732
b2560,0.09845307240000001,pgpC,phosphatidylglycerophosphatase C,Amino acid transport and metabolism,pgpC-tadA,"RpoH,NsrR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11371
b1504,0.088539305,ydeS,putative fimbrial protein YdeS,Cell motility,,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6794
b2174,0.0815493109,lpxT,Kdo2-lipid A phosphotransferase,Lipid transport and metabolism,yeiR-lpxT,"RpoD,ppGpp,micA",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7146
b0814,0.0794739238,ompX,outer membrane protein X,Cell wall/membrane/envelope biogenesis,ompX,"RpoD,YciT,omrA,omrB,micA,cyaR,Fnr,OmpR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12117
b0839,0.0789629632,dacC,D-alanyl-D-alanine carboxypeptidase DacC,Cell wall/membrane/envelope biogenesis,dacC,"RpoD,BolA,ArgR,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10203
b3207,0.0771704166,yrbL,protein kinase-like domain-containing protein YrbL,Transcription,yrbL,"YcjW,SoxR,SoxS,BasR,PhoP",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7667
b3195,0.0763874997,mlaF,intermembrane phospholipid transport system%2C ATP binding subunit MlaF,Inorganic ion transport and metabolism,mlaFEDCB,MarA,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12801
b4111,0.0721486774,proP,osmolyte:H(+) symporter ProP,Amino acid transport and metabolism,proP,"RpoD,YidZ,YebK,YhjC,YedW,RpoS,Crp,Fis,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11612
b1285,0.07049168110000001,pdeR,cyclic di-GMP phosphodiesterase PdeR,Signal transduction mechanisms,pdeR,"YciT,RutR,RpoS,FliZ",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6639
b1479,0.06655228440000001,maeA,malate dehydrogenase%2C NAD-requiring,Energy production and conversion,maeA,"fnrS,spf",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10948
b1584,0.0643491607,speG,spermidine N-acetyltransferase,"Translation, ribosomal structure and biogenesis",ynfB-speG,"RpoS,GadX",False,https://ecocyc.org/gene?orgid=ECOLI&id=G6842
