locus,gene_weight,gene_name,gene_product,cog,regulator,LexA,link
b0958,0.2500327331203902,sulA,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning","RpoD,LexA,RcdA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10984
b2616,0.2394507698505042,recN,DNA repair protein RecN,"Replication, recombination and repair","RpoD,DnaA,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10831
b1183,0.2076753494122501,umuD,DNA polymerase V protein UmuD,Transcription,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11057
b1848,0.1859586875115119,yebG,DNA damage-inducible protein YebG,Function unknown,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11808
b1184,0.1816009423285061,umuC,DNA polymerase V catalytic protein,"Replication, recombination and repair","RpoD,YcjW,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11056
b1061,0.1759393187076817,dinI,DNA damage-inducible protein I,"Replication, recombination and repair","RpoD,NagC,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6558
b2699,0.1727321222671303,recA,DNA recombination/repair protein RecA,"Replication, recombination and repair","RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10823
b2698,0.1708025526881137,recX,RecA inhibitor RecX,Function unknown,"RpoD,ppGpp,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12080
b3645,0.1408058214366938,dinD,DNA damage-inducible protein D,Function unknown,"YdcR,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11193
b1847,0.1266290084192685,yebF,secreted protein YebF,Function unknown,"Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11807
b0231,0.1223868568813099,dinB,DNA polymerase IV,"Replication, recombination and repair","RpoD,YcjW,RpoS,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6115
b4043,0.1119059217675415,lexA,DNA-binding transcriptional repressor LexA,Transcription,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10533
b4044,0.0989350165886541,dinF,DNA damage-inducible protein F,Defense mechanisms,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11491
b1741,0.0938754711294264,cho,endonuclease of nucleotide excision repair,"Replication, recombination and repair","RpoD,LexA,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6937
b0060,0.0914935710312534,polB,DNA polymerase II,"Replication, recombination and repair","RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10747
b4058,0.0890255978337536,uvrA,excision nuclease subunit A,"Replication, recombination and repair","RpoD,LexA,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11061
b0779,0.0845660625233341,uvrB,excision nuclease subunit B,"Replication, recombination and repair","RpoD,LexA,DnaA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11062
b1728,0.0806749099961081,ydjM,putative inner membrane protein regulated by LexA,Function unknown,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6933
