locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS02665,0.118540880445859,PN96_RS02665,flagellar hook-length control protein FliK,Cell motility,Op645,,
PN96_RS02680,0.1151687190345276,fliN,flagellar motor switch protein FliN,Cell motility,Op646,,
PN96_RS02640,0.114358799104508,fliF,flagellar M-ring protein FliF,Cell motility,Op642,,
PN96_RS02695,0.1138847422492333,fliQ,flagellar biosynthesis protein FliQ,Cell motility,Op646,,
PN96_RS02650,0.1102312943024499,fliH,flagellar assembly protein FliH,Cell motility,Op642,,
PN96_RS02685,0.1097233738675537,fliO,flagellar biosynthetic protein FliO,Cell motility,Op646,,
PN96_RS02670,0.1096222506286513,fliL,flagellar basal body-associated protein FliL,Cell motility,Op646,,
PN96_RS02710,0.1077500822900777,flhA,flagellar biosynthesis protein FlhA,Cell motility,Op646,,
PN96_RS02630,0.1074493677384346,PN96_RS02630,sigma-54 dependent transcriptional regulator,Signal transduction mechanisms,Op640,,
PN96_RS02690,0.1073639312656339,fliP,flagellar type III secretion system pore protein FliP,Cell motility,Op646,,
PN96_RS02715,0.1054791349442713,flhF,flagellar biosynthesis protein FlhF,Cell motility,Op646,,
PN96_RS02625,0.1051381096532026,PN96_RS02625,PAS domain-containing protein,Signal transduction mechanisms,Op640,,
PN96_RS02645,0.1041987217774076,fliG,flagellar motor switch protein FliG,Cell motility,Op642,,
PN96_RS02675,0.1008652527229344,fliM,flagellar motor switch protein FliM,Cell motility,Op646,,
PN96_RS02655,0.0999802297196221,fliI,flagellar protein export ATPase FliI,Cell motility,Op642,,
PN96_RS02660,0.098480127480527,fliJ,flagella biosynthesis chaperone FliJ,Cell motility,Op642,,
PN96_RS02700,0.0961562904235506,fliR,flagellar type III secretion system protein FliR,Cell motility,Op646,,
PN96_RS02635,0.0901848758717058,fliE,flagellar hook-basal body complex protein FliE,Cell motility,Op642,,
PN96_RS10995,0.083370037945493,PN96_RS10995,carbon starvation protein A,Signal transduction mechanisms,Op2549,,
PN96_RS02720,0.0781230920802202,PN96_RS02720,MinD/ParA family protein,"Cell cycle control, cell division, chromosome partitioning",Op646,,
PN96_RS02725,0.0770955618585459,PN96_RS02725,RNA polymerase sigma factor FliA,Transcription,Op646,,
PN96_RS02705,0.0744303654007694,flhB,flagellar biosynthesis protein FlhB,Cell motility,Op646,,
PN96_RS18695,0.0717577945355207,PN96_RS18695,TAXI family TRAP transporter solute-binding subunit,Function unknown,Op944,,
PN96_RS02735,0.0716986775433523,PN96_RS02735,protein phosphatase CheZ,Cell motility,Op655,,
PN96_RS02730,0.0692903526795147,cheY,chemotaxis response regulator CheY,Transcription,Op653,,
