locus,gene_weight,gene_name,gene_product,cog,regulator,link
b1356,0.197171247431068,racR,Rac prophage%3B DNA-binding transcriptional repressor RacR,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=G6680
b1357,0.1256942285674415,ydaS,Rac prophage%3B toxin YdaS,Function unknown,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6681
b1345,0.1135122554384305,intR,Rac prophage%3B putative integrase,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=G6676
b1361,0.1124400968855173,ydaW,Rac prophage%3B putative uncharacterized protein YdaW,Transcription,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6685
b1363,0.1110617815793873,trkG,Rac prophage%3B K(+) transporter TrkG,Inorganic ion transport and metabolism,YdcI,https://ecocyc.org/gene?orgid=ECOLI&id=EG11020
b4744,0.0982183129301246,ynaM,Rac prophage%3B protein YnaM,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16738
b1359,0.0954219603535414,ydaU,Rac prophage%3B DUF1376 domain-containing protein YdaU,Function unknown,"Nac,RacR",https://ecocyc.org/gene?orgid=ECOLI&id=G6683
b1346,0.0921843343453824,xisR,Rac prophage%3B excisionase,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6677
b1360,0.0908594481107851,ydaV,Rac prophage%3B putative ATP-binding protein YdaV,RNA processing and modification,RacR,https://ecocyc.org/gene?orgid=ECOLI&id=G6684
b1347,0.0889297295254928,rcbA,Rac prophage%3B double-strand break reduction protein,"Translation, ribosomal structure and biogenesis",,https://ecocyc.org/gene?orgid=ECOLI&id=EG11901
b1366,0.0875955874474093,ydaY,Rac prophage%3B putative uncharacterized protein YdaY,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G6689
b1358,0.0862515171782015,ydaT,Rac prophage%3B protein YdaT,Function unknown,"Nac,RacR",https://ecocyc.org/gene?orgid=ECOLI&id=G6682
b4553,-0.0853381001214751,ysaB,putative lipoprotein YsaB,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10467
b3962,-0.1049221450714663,sthA,soluble pyridine nucleotide transhydrogenase,Energy production and conversion,"Lrp,ArcA,spf",https://ecocyc.org/gene?orgid=ECOLI&id=EG11428
b1970,-0.1145141166236198,yedX,hydroxyisourate hydrolase/transthyretin-related protein,Nucleotide transport and metabolism,"RpoD,PhoB,CusR,HprR",https://ecocyc.org/gene?orgid=ECOLI&id=G7058
