locus,gene_weight,gene_name,gene_product,cog,operon,regulator,FlhDC,link
b1073,0.2451739265,flgB,flagellar basal-body rod protein FlgB,Cell motility,flgBCDEFGHIJ,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G358
b1074,0.23106132540000002,flgC,flagellar basal-body rod protein FlgC,Cell motility,flgBCDEFGHIJ,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G359
b1922,0.23049543860000002,fliA,RNA polymerase%2C sigma 28 (sigma F) factor,Transcription,fliAZ-tcyJ,"RpoD,YdcN,FliA,H-NS,IHF,NsrR,EcpR,FlhDC,SutR,CsgD,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11355
b1075,0.22828296850000002,flgD,flagellar biosynthesis%2C initiation of hook assembly,Cell motility,flgBCDEFGHIJ,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G360
b1076,0.20977636430000002,flgE,flagellar hook protein FlgE,Cell motility,flgBCDEFGHIJ,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G361
b1077,0.2009841149,flgF,flagellar basal-body rod protein FlgF,Cell motility,flgBCDEFGHIJ,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G362
b1944,0.1903469391,fliL,flagellar protein FliL,Cell motility,fliLMNOPQR,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10322
b1938,0.1839442887,fliF,flagellar basal-body MS-ring and collar protein,Cell motility,fliFGHIJK,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11347
b1078,0.1715945992,flgG,flagellar basal-body rod protein FlgG,Cell motility,flgBCDEFGHIJ,"RpoD,YciT,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G363
b1945,0.1639804215,fliM,flagellar motor switch protein FliM,Cell motility,fliLMNOPQR,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10323
b1946,0.1566412134,fliN,flagellar motor switch protein FliN,Cell motility,fliLMNOPQR,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10324
b1939,0.15594805650000002,fliG,flagellar motor switch protein FliG,Cell motility,fliFGHIJK,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11654
b1941,0.1557767056,fliI,flagellum-specific ATP synthase FliI,Cell motility,fliFGHIJK,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=G377
b1940,0.1554135371,fliH,flagellar biosynthesis protein FliH,Cell motility,fliFGHIJK,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11656
b1937,0.1516901768,fliE,flagellar basal-body protein FliE,Cell motility,fliE,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11346
b1079,0.150147589,flgH,flagellar L-ring protein,Cell motility,flgBCDEFGHIJ,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G364
b1880,0.1487503114,flhB,flagellar biosynthesis protein FlhB,Cell motility,flhBAE,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7028
b1072,0.1428786451,flgA,flagellar basal body P-ring formation protein FlgA,Cell motility,flgAMN,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G357
b1904,0.1386297205,yecR,lipoprotein YecR,Function unknown,yecR,"Fnr,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7035
b1081,0.1380310318,flgJ,putative peptidoglycan hydrolase FlgJ,Cell wall/membrane/envelope biogenesis,flgBCDEFGHIJ,"RpoD,ppGpp,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G366
b1080,0.1379124368,flgI,flagellar P-ring protein,Cell motility,flgBCDEFGHIJ,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G365
b1942,0.1346583365,fliJ,flagellar biosynthesis protein FliJ,Cell motility,fliFGHIJK,"RpoD,FliA,CsgD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G378
b1921,0.1331757052,fliZ,DNA-binding transcriptional regulator FliZ,Transcription,fliAZ-tcyJ,"RpoD,YidZ,H-NS,FliA,IHF,NsrR,EcpR,SutR,CsgD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11356
b1947,0.1274362214,fliO,flagellar biosynthesis protein FliO,Cell motility,fliLMNOPQR,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11224
b1948,0.1172512896,fliP,flagellar biosynthesis protein FliP,Cell motility,fliLMNOPQR,"RpoD,FliA,ppGpp,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11975
b1943,0.1099547017,fliK,flagellar hook-length control protein,Cell motility,fliFGHIJK,"RpoD,FliA,CsgD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G379
b1878,0.0917758189,flhE,flagellar protein,Cell motility,flhBAE,"RpoD,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7027
b1044,0.0914178246,ymdA,uncharacterized protein YmdA,No COG annotation,ymdAB-clsC,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6549
b1924,0.0905489387,fliD,flagellar filament capping protein,Cell motility,fliDST,"RpoD,FliA,FlhDC,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10841
b1949,0.08549873420000001,fliQ,flagellar biosynthesis protein FliQ,Cell motility,fliLMNOPQR,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11976
b1082,0.0849868074,flgK,flagellar hook-filament junction protein 1,Cell motility,flgKL,"FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11967
b1071,0.0777305325,flgM,anti-sigma factor for FliA (sigma(28)),Cell motility,flgAMN,"RpoD,FliA,FlhDC,CsgD,omrA,omrB",True,https://ecocyc.org/gene?orgid=ECOLI&id=G369
b1879,0.0775280723,flhA,flagellar biosynthesis protein FlhA,Cell motility,flhBAE,"RpoD,YcjW,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=G370
b1070,0.0769540365,flgN,flagellar biosynthesis protein FlgN,Cell motility,flgAMN,"RpoD,FliA,FlhDC,CsgD",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6562
b1925,0.0717434668,fliS,flagellar biosynthesis protein FliS,Cell motility,fliDST,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11388
b1083,0.0652484504,flgL,flagellar hook-filament junction protein 2,Cell motility,flgKL,"FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11545
b1926,0.058480233400000005,fliT,flagellar biosynthesis protein FliT,Transcription,fliDST,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11389
b3525,0.0584464051,pdeH,c-di-GMP phosphodiesterase PdeH,Signal transduction mechanisms,pdeH,"FlhDC,FliA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12252
b1950,0.0572218628,fliR,flagellar biosynthesis protein FliR,Cell motility,fliLMNOPQR,"RpoD,FliA,FlhDC",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11977
b1891,0.051025442500000004,flhC,DNA-binding transcriptional dual regulator FlhC,Transcription,flhDC,"OmpR,QseB,RpoD,RpoN,IHF,AcrR,Fur,YjjQ,Crp,ppGpp,LrhA,RcsAB,EcpR,H-NS,HdfR,FliZ,arcZ,mcaS,omrA,omrB,oxyS",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10319
b1892,0.049845475800000004,flhD,DNA-binding transcriptional dual regulator FlhD,Transcription,flhDC,"OmpR,QseB,RpoD,RpoN,mcaS,IHF,AcrR,Fur,YjjQ,Crp,ppGpp,LrhA,RcsAB,EcpR,H-NS,HdfR,FliZ,arcZ,omrA,omrB,oxyS",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10320
