locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b2352,0.2172235706,yfdI,CPS-53 (KpLE1) prophage%3B serotype specific glucosyl transferase,No COG annotation,yfdGHI,,https://ecocyc.org/gene?orgid=ECOLI&id=G7221
b2642,0.1659679189,yfjW,CP4-57 prophage%3B uncharacterized protein YfjW,No COG annotation,yfjW,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7377
b4345,0.1589196793,mcrC,5-methylcytosine-specific restriction enzyme subunit McrC,Defense mechanisms,mcrBC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10575
b3622,0.1519368307,waaL,O-antigen ligase,Cell wall/membrane/envelope biogenesis,rfaD-waaFCL,"RpoD,RpoH,RpoE",https://ecocyc.org/gene?orgid=ECOLI&id=EG11424
b2848,0.1266452663,yqeJ,protein YqeJ,No COG annotation,yqeIJ,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7468
b2370,0.1205292411,evgS,sensory histidine kinase EvgS,Signal transduction mechanisms,evgAS,"RpoD,RpoS,ppGpp,EvgA,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11610
b2351,0.1139188735,yfdH,CPS-53 (KpLE1) prophage%3B bactoprenol glucosyl transferase,Cell wall/membrane/envelope biogenesis,yfdGHI,,https://ecocyc.org/gene?orgid=ECOLI&id=G7220
b1138,0.1083680908,ymfE,e14 prophage%3B uncharacterized protein YmfE,No COG annotation,ymfED,,https://ecocyc.org/gene?orgid=ECOLI&id=G6583
b4346,0.10712996520000001,mcrB,5-methylcytosine-specific restriction enzyme subunit McrB,"Replication, recombination and repair",mcrBC,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=EG10574
b3618,0.0921609072,htrL,protein HtrL,Function unknown,htrL,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11188
b0834,0.0898803136,dgcI,putative diguanylate cyclase DgcI,Signal transduction mechanisms,pdeI-dgcI,CsrA,https://ecocyc.org/gene?orgid=ECOLI&id=G6434
b4279,0.08649060360000001,yjhB,putative sialic acid transporter,Inorganic ion transport and metabolism,yjhBC,"RpoH,NanR,NanR,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=EG12544
b4253,0.0864532294,yjgL,protein YjgL,No COG annotation,yjgL,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7884
b1968,0.0856083389,hprS,sensory histidine kinase HprS,Signal transduction mechanisms,hprRS,,https://ecocyc.org/gene?orgid=ECOLI&id=G7056
b1137,0.0848555145,ymfD,e14 prophage%3B putative SAM-dependent methyltransferase,Coenzyme transport and metabolism,ymfED,,https://ecocyc.org/gene?orgid=ECOLI&id=G6582
b4348,0.08188077690000001,hsdS,type I restriction enzyme EcoKI specificity protein,Defense mechanisms,hsdRMS,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10460
b4280,0.07994443920000001,yjhC,KpLE2 phage-like element%3B putative oxidoreductase YjhC,Function unknown,yjhBC,"RpoD,RpoH,NanR,NanR,RpoH,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G7901
b2345,0.0774473353,yfdF,protein YfdF,No COG annotation,yfdF,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7215
b2847,0.0741975036,yqeI,putative transcriptional regulator YqeI,Transcription,yqeIJ,,https://ecocyc.org/gene?orgid=ECOLI&id=G7467
b2269,0.0710170333,elaD,protease ElaD,"Post-translational modification, protein turnover,and chaperones",elaD,,https://ecocyc.org/gene?orgid=ECOLI&id=G7176
b3642,0.0707461419,pyrE,orotate phosphoribosyltransferase,Nucleotide transport and metabolism,rph-pyrE,UTP,https://ecocyc.org/gene?orgid=ECOLI&id=EG10808
b0833,0.0702314386,pdeI,putative c-di-GMP phosphodiesterase PdeI,Signal transduction mechanisms,pdeI-dgcI,CsrA,https://ecocyc.org/gene?orgid=ECOLI&id=G6433
b1821,-0.0766601135,mntP,Mn(2(+)) exporter,Inorganic ion transport and metabolism,mntP,"RpoD,Fur,MntR,ppGpp,Mn2",https://ecocyc.org/gene?orgid=ECOLI&id=G6999
