locus,gene_weight,gene_name,gene_product,cog,regulator,link
STM2873,0.15460238910000001,prgI,cytoplasmic cell invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2873
STM2872,0.1384983509,prgJ,cytoplasmic cell invasion protein,No COG annotation,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2872
STM2871,0.1332592832,prgK,cell invasion protein,"Intracellular trafficking, secretion, and vesicular transport",,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2871
STM2874,0.1183277113,prgH,cell invasion protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2874
STM2870,0.11639149330000001,STM2870,putative inner membrane protein,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2870
STM2907,-0.11558177130000001,pphB,serine/threonine specific protein phosphatase 2,Signal transduction mechanisms,nac,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2907
STM2879,-0.1157041857,sicP,chaparone related to virulence,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2879
STM2909,-0.1278145826,mutS,methyl-directed mismatch repair,Nucleotide transport and metabolism,rpoS,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2909
STM2920,-0.1447637641,STM2920,putative transcriptional regulator,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2920
STM2905,-0.18141561,STM2905,putative acetyltransferase,Transcription,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2905
STM2904,-0.1943563741,STM2904,putative ABC-type transport system,Function unknown,,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2904
