locus,gene_weight,gene_name,gene_product,cog,regulator,link
b3751,0.1157093942088244,rbsB,ribose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,"RpoD,Crp,RbsR,dsrA,rybB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10815
b1426,0.1135915161282024,ydcH,protein YdcH,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12865
b1379,0.1055185823892862,hslJ,lipoprotein implicated in Novobiocin resistance,"Post-translational modification, protein turnover,and chaperones","RpoD,CysB",https://ecocyc.org/gene?orgid=ECOLI&id=G6702
b1446,0.104618683151164,ydcY,DUF2526 domain-containing protein YdcY,Function unknown,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6757
b4493,0.103893296683766,gapC,glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,Fnr,https://ecocyc.org/gene?orgid=ECOLI&id=G8205
b1427,0.1023832186941778,rimL,ribosomal-protein-L12-serine acetyltransferase,"Translation, ribosomal structure and biogenesis",YfeD,https://ecocyc.org/gene?orgid=ECOLI&id=EG10853
b1414,0.1019908784440347,ydcF,DUF218 domain-containing protein YdcF,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12110
b1434,0.1003991132663122,sutR,DNA-binding transcriptional dual regulator SutR,Transcription,"RpoD,YdcN,SutR",https://ecocyc.org/gene?orgid=ECOLI&id=G6745
b1419,0.0991531048143453,ydcA,protein YdcA,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11219
b1445,0.0951056716729114,ortT,orphan toxin OrtT,Function unknown,"Crp,Fnr,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6756
b1423,0.094161217700288,ydcJ,DUF1338 domain-containing protein YdcJ,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6738
b1452,0.0932177563367576,yncE,PQQ-like domain-containing protein YncE,Function unknown,"MarA,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=G6763
b1415,0.0929022038958962,aldA,aldehyde dehydrogenase A,Energy production and conversion,"RpoD,Rob,YidZ,SoxS,Fnr,Crp,MarA,ArcA,DnaA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10035
b1430,0.0918943033683691,tehB,tellurite methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",NsrR,https://ecocyc.org/gene?orgid=ECOLI&id=EG11884
b1382,0.090756625277835,ynbE,lipoprotein YnbE,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G6704
b1438,0.0903189659375733,hicB,antitoxin of the HicA-HicB toxin-antitoxin system,Transcription,"RpoD,Crp,HicB",https://ecocyc.org/gene?orgid=ECOLI&id=G6749
b4428,0.0897981973003012,hokB,toxin HokB,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9610
b1406,0.0896186755705171,pdxI,pyridoxine 4-dehydrogenase,Energy production and conversion,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11309
b1433,0.08884529810836,ydcO,putative transport protein YdcO,"Secondary metabolites biosynthesis, transport, and catabolism",SutR,https://ecocyc.org/gene?orgid=ECOLI&id=G6744
b1418,0.0886099858762971,cybB,cytochrome b561,Energy production and conversion,YidZ,https://ecocyc.org/gene?orgid=ECOLI&id=EG10172
b1440,0.0876247786330188,ydcS,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase,Inorganic ion transport and metabolism,"RpoS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6751
b1477,0.0865400280123486,yddM,putative DNA-binding transcriptional regulator YddM,Transcription,"YddM,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6774
b1376,0.0864250897143384,uspF,nucleotide binding filament protein,Signal transduction mechanisms,"YeiE,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6699
b1478,0.0863214844458789,adhP,ethanol dehydrogenase/alcohol dehydrogenase,Energy production and conversion,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6775
b1442,0.0853302619415768,ydcU,putative ABC transporter membrane subunit YdcU,Inorganic ion transport and metabolism,"RpoS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6753
b1490,0.0848024092457412,dosC,diguanylate cyclase DosC,Signal transduction mechanisms,,https://ecocyc.org/gene?orgid=ECOLI&id=G6784
b1420,0.084377364460114,mokB,putative regulatory protein MokB,No COG annotation,"sokB,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G6736
b1344,0.0837017832936795,ttcA,tRNA cytosine(32) 2-sulfurtransferase TtcA,"Translation, ribosomal structure and biogenesis",ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6675
b1397,0.0829904018724064,paaJ,beta-ketoadipyl-CoA thiolase,Lipid transport and metabolism,"RpoD,Crp,IHF,PaaX,SlyA",https://ecocyc.org/gene?orgid=ECOLI&id=G6718
b1428,0.0828468174891891,ydcK,putative enzyme YdcK,Function unknown,"YheO,ppGpp,Lrp,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G6741
b1399,0.0825041258569209,paaX,DNA-binding transcriptional repressor PaaX,Transcription,"RpoD,PaaX",https://ecocyc.org/gene?orgid=ECOLI&id=G6720
b1431,0.0816796452024957,ydcL,DUF3313 domain-containing lipoprotein YdcL,Cell wall/membrane/envelope biogenesis,"Lrp,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=G6742
b1385,0.0816691938496474,feaB,phenylacetaldehyde dehydrogenase,Energy production and conversion,"RpoD,YddM,NsrR,Crp,FeaR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7961
b1480,0.0813557501922519,sra,30S ribosomal subunit protein S22,"Translation, ribosomal structure and biogenesis","OmpR,RpoS,IHF,Fis,RcsB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11508
b4492,0.0812605585461542,ydbA,putative outer membrane protein%2C N-terminal fragment,"Intracellular trafficking, secretion, and vesicular transport",,https://ecocyc.org/gene?orgid=ECOLI&id=G6722
b1413,0.0811564064437887,hrpA,ATP-dependent RNA helicase HrpA,"Replication, recombination and repair",,https://ecocyc.org/gene?orgid=ECOLI&id=G6732
b1378,0.0811400034666466,ydbK,putative pyruvate-flavodoxin oxidoreductase,Energy production and conversion,"ryhB,RpoS,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=G6701
b4529,0.0803858388754974,ydbJ,DUF333 domain-containing protein YdbJ,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10450
b1441,0.0800729906052647,ydcT,putative ABC transporter ATP-binding protein YdcT,Inorganic ion transport and metabolism,"YeiE,RpoS,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6752
