locus,gene_weight,gene_name,gene_product,COG,operon,regulator,CcpA,link
USA300HOU_RS00890,0.131213201,aldA,aldehyde dehydrogenase,Energy production and conversion,aldA,CcpA,True,
USA300HOU_RS13205,0.121862445,,alanine glycine permease,Amino acid transport and metabolism,,,False,
USA300HOU_RS02390,0.11905149,treP,PTS ascorbate transporter subunit IIA,Carbohydrate transport and metabolism,"treP,treC","TreR,CcpA",True,
USA300HOU_RS01105,0.117605581,malD,maltose ABC transporter permease,Inorganic ion transport and metabolism,"msmK,malX,malC,malD,lapC","MalR,CcpA",True,
USA300HOU_RS12575,0.115774142,glvC,PTS alpha-glucoside transporter subunit IIBC,Carbohydrate transport and metabolism,glvC,"GlvR,CcpA",True,
USA300HOU_RS01100,0.114486728,malC,maltose ABC transporter permease,Inorganic ion transport and metabolism,"msmK,malX,malC,malD,lapC","MalR,CcpA",True,
USA300HOU_RS01095,0.113506779,malX,maltose ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,"msmK,malX,malC,malD,lapC","MalR,CcpA",True,
USA300HOU_RS01785,0.109188587,glpT,glycerol-3-phosphate transporter,Carbohydrate transport and metabolism,glpT,CcpA,True,
USA300HOU_RS01110,0.107578591,lapC,oxidoreductase,Function unknown,"msmK,malX,malC,malD,lapC","MalR,CcpA",True,
USA300HOU_RS02395,0.106390784,treC,glucohydrolase,Carbohydrate transport and metabolism,"treP,treC","TreR,CcpA",True,
USA300HOU_RS01115,0.104481333,,NADH-dependent dehydrogenase,Function unknown,"msmK,malX,malC,malD,lapC","MalR,CcpA",True,
USA300HOU_RS01670,0.104144774,ssS,hypothetical protein,Amino acid transport and metabolism,"ssS,nanA","CcpA,NanR",True,
USA300HOU_RS13605,0.102670525,,MFS transporter,Carbohydrate transport and metabolism,,"CcpA,GraS",True,
USA300HOU_RS01675,0.101902483,nanA,N-acetylneuraminate lyase,Carbohydrate transport and metabolism,"ssS,nanA","CcpA,NanR",True,
USA300HOU_RS13865,0.101781555,rocA,1-pyrroline-5-carboxylate dehydrogenase,Amino acid transport and metabolism,rocA,CcpA,True,
USA300HOU_RS07210,0.099599077,sucA,2-oxoglutarate dehydrogenase E1 component,Energy production and conversion,"sucB,sucA",,False,
USA300HOU_RS07205,0.099083826,sucB,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,Energy production and conversion,"sucB,sucA",,False,
USA300HOU_RS13640,0.098477438,fbP,"fructose 1,6-bisphosphatase",Carbohydrate transport and metabolism,fbP,CcpA,True,
USA300HOU_RS03520,0.098460864,dhaL,dihydroxyacetone kinase subunit L,Carbohydrate transport and metabolism,"dhaK,dhaL,dhaM",CcpA,True,
USA300HOU_RS09500,0.097727145,pckA,phosphoenolpyruvate carboxykinase (ATP),Energy production and conversion,pckA,CcpA,True,
USA300HOU_RS02400,0.09706008,treR,trehalose operon repressor,Transcription,,"TreR,CcpA",True,
USA300HOU_RS01090,0.0959803,msmK,sugar ABC transporter ATP-binding protein,Carbohydrate transport and metabolism,"msmK,malX,malC,malD,lapC","MalR,CcpA",True,
USA300HOU_RS03515,0.094911659,dhaK,dihydroxyacetone kinase subunit DhaK,Carbohydrate transport and metabolism,"dhaK,dhaL,dhaM",CcpA,True,
USA300HOU_RS08555,0.09462275,accC,acetyl-CoA carboxylase biotin carboxylase subunit,Lipid transport and metabolism,"ybgL,accC,accB,kipA,kipI",CcpA,True,
USA300HOU_RS01120,0.094292191,,xylose isomerase,Carbohydrate transport and metabolism,"msmK,malX,malC,malD,lapC","MalR,CcpA",True,
USA300HOU_RS14590,0.094260138,drp35,lactonase,Inorganic ion transport and metabolism,drp35,"CcpA,VraR,VraS2",True,
USA300HOU_RS09545,0.093321467,,DUF4352 domain-containing protein,Function unknown,,WalR,False,
USA300HOU_RS03525,0.089386599,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,Carbohydrate transport and metabolism,"dhaK,dhaL,dhaM",CcpA,True,
USA300HOU_RS04745,0.089319434,rocD,Ornithine aminotransferase 2,Amino acid transport and metabolism,"rocD,gudB",CcpA,True,
USA300HOU_RS08565,0.08864733400000001,kipA,allophanate hydrolase,Amino acid transport and metabolism,"ybgL,accC,accB,kipA,kipI",CcpA,True,
USA300HOU_RS05745,0.087698858,sdhA,succinate dehydrogenase flavoprotein subunit,Energy production and conversion,"sdhC,sdhA,sdhB",CcpA,True,
USA300HOU_RS04760,0.08602239699999999,glpQ,glycerophosphoryl diester phosphodiesterase,Energy production and conversion,glpQ,WalR,False,
USA300HOU_RS08560,0.085520449,accB,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,Lipid transport and metabolism,"ybgL,accC,accB,kipA,kipI",CcpA,True,
USA300HOU_RS09380,0.08499803800000001,putA,proline dehydrogenase,Amino acid transport and metabolism,putA,CcpA,True,
USA300HOU_RS08550,0.084697187,ybgL,hypothetical protein,Function unknown,"ybgL,accC,accB,kipA,kipI",CcpA,True,
USA300HOU_RS12875,0.084330713,,hypothetical protein,Function unknown,,,False,
USA300HOU_RS05740,0.083895074,sdhC,succinate dehydrogenase cytochrome B558,Energy production and conversion,"sdhC,sdhA,sdhB",CcpA,True,
USA300HOU_RS01005,0.083834795,,hypothetical protein,Function unknown,"murQ,ybbF","MurR,CcpA",True,
USA300HOU_RS08545,0.083141093,ycsG,iron transporter,Inorganic ion transport and metabolism,,CcpA,True,
USA300HOU_RS04750,0.083012759,gudB,NAD-specific glutamate dehydrogenase,Amino acid transport and metabolism,"rocD,gudB",CcpA,True,
USA300HOU_RS05750,0.082754055,sdhB,succinate dehydrogenase iron-sulfur subunit,Energy production and conversion,"sdhC,sdhA,sdhB",CcpA,True,
USA300HOU_RS08985,0.082630892,citZ,citrate synthase,Energy production and conversion,"icD,citZ",CcpA,True,
USA300HOU_RS08980,0.081927003,icD,isocitrate dehydrogenase (NADP(+)),Energy production and conversion,"icD,citZ",CcpA,True,
USA300HOU_RS01010,0.0809428,murQ,N-acetylmuramic acid 6-phosphate etherase,Function unknown,"murQ,ybbF","MurR,CcpA",True,
USA300HOU_RS09540,0.080877589,,calcium-binding protein,Function unknown,,WalR,False,
USA300HOU_RS08570,0.080557354,kipI,allophanate hydrolase,Amino acid transport and metabolism,"ybgL,accC,accB,kipA,kipI",CcpA,True,
USA300HOU_RS09065,0.078615601,alD,alanine dehydrogenase,Amino acid transport and metabolism,alD,"CcpA,GraS",True,
USA300HOU_RS09550,0.07714974,,hypothetical protein,,,,False,
USA300HOU_RS02905,0.076296995,tdH,UDP-glucose 4-epimerase,,tdH,CcpA,True,
USA300HOU_RS11530,0.074003409,deoA,pyrimidine-nucleoside phosphorylase,Nucleotide transport and metabolism,deoA,,False,
USA300HOU_RS06265,0.072666416,sucC,succinyl-CoA ligase subunit beta,Energy production and conversion,"ylqF,rnhB,sucC,sucD",,False,
USA300HOU_RS08205,0.072492507,gcvT,aminomethyltransferase,Amino acid transport and metabolism,"gcvpB,gcvpA,gcvT",Glycine,False,
USA300HOU_RS08200,0.072303702,gcvpA,glycine dehydrogenase,Amino acid transport and metabolism,"gcvpB,gcvpA,gcvT",Glycine,False,
USA300HOU_RS06270,0.07121823299999999,sucD,succinyl-CoA ligase subunit alpha,Energy production and conversion,"ylqF,rnhB,sucC,sucD",,False,
USA300HOU_RS08055,0.070136322,malA,alpha-glucosidase,Carbohydrate transport and metabolism,"malA,malR","MalR,CcpA",True,
USA300HOU_RS00720,0.067166183,deoD,purine-nucleoside phosphorylase,Nucleotide transport and metabolism,"deoD,tet38",,False,
USA300HOU_RS06870,0.067082134,acnA,aconitate hydratase,Energy production and conversion,acnA,"Fur,CcpA",True,
USA300HOU_RS11670,0.067029057,rocF,arginase,Amino acid transport and metabolism,rocF,"CcpA,Genomic Island 10",True,
USA300HOU_RS08195,0.06663886200000001,gcvpB,glycine dehydrogenase,Amino acid transport and metabolism,"gcvpB,gcvpA,gcvT",Glycine,False,
USA300HOU_RS00990,0.065119947,ipdC,indolepyruvate decarboxylase,Amino acid transport and metabolism,ipdC,CcpA,True,
USA300HOU_RS01155,0.065005749,pflA,pyruvate formate-lyase-activating enzyme,"Post-translational modification, protein turnover, and chaperones","pflB,pflA","Rex,CcpA,WalR",True,
USA300HOU_RS01015,0.064703158,ybbF,permease,Carbohydrate transport and metabolism,"murQ,ybbF","MurR,CcpA",True,
USA300HOU_RS13730,0.06325243,sdaaB,"L-serine dehydratase, iron-sulfur-dependent subunit beta",Amino acid transport and metabolism,"sdaA,sdaaB",CcpA,True,
USA300HOU_RS01130,0.06194436900000001,uhpT,hexose phosphate transporter,Carbohydrate transport and metabolism,uhpT,CcpA,True,
USA300HOU_RS00040,0.061312228,hutH,histidine ammonia-lyase,Amino acid transport and metabolism,hutH,CcpA,True,
USA300HOU_RS11525,0.061231264,,membrane protein,,deoA,,False,
USA300HOU_RS11540,0.06054069400000001,deoc2,2-deoxyribose-5-phosphate aldolase,Nucleotide transport and metabolism,deoc2,CcpA,True,
USA300HOU_RS00985,0.05948640700000001,yecD,isochorismatase,"Secondary metabolites biosynthesis, transport, and catabolism",yecD,,False,
USA300HOU_RS13735,0.058578593,,transcriptional regulator,Carbohydrate transport and metabolism,"sdaA,sdaaB",CcpA,True,
USA300HOU_RS06740,0.057768481,,hypothetical protein,,,CcpA,True,
USA300HOU_RS02900,0.057018581,araB,ribulokinase,Energy production and conversion,araB,CcpA,True,
USA300HOU_RS01020,0.056782581,,MurR/RpiR family transcriptional regulator,Transcription,"murQ,ybbF","MurR,CcpA",True,
USA300HOU_RS05095,-0.057329337,,hypothetical protein,,,CodY,False,
