locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b2032,0.2292178919,wbbK,putative lipopolysaccharide biosynthesis protein,Cell wall/membrane/envelope biogenesis,wbbIJK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11985
b3623,0.22555692670000002,waaU,putative ADP-heptose:LPS heptosyltransferase 4,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11423
b3624,0.21462473980000002,waaZ,lipopolysaccharide core biosynthesis protein WaaZ,"Translation, ribosomal structure and biogenesis",rirA-waaQGPSBOJYZU,"RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11426
b2035,0.2125251156,wbbH,putative O-antigen polymerase,RNA processing and modification,glf-wbbH,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11982
b3629,0.20653359240000002,waaS,lipopolysaccharide core biosynthesis protein,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11350
b3626,0.1950427569,waaJ,UDP-glucose:(glucosyl)LPS alpha-1%2C2-glucosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11353
b3625,0.1860518633,waaY,lipopolysaccharide core heptose (II) kinase,Signal transduction mechanisms,rirA-waaQGPSBOJYZU,"RpoD,MarA,SoxS",https://ecocyc.org/gene?orgid=ECOLI&id=EG11425
b2037,0.1810175141,rfbX,polyisoprenol-linked O-antigen repeat unit flippase,Function unknown,rfbBDACX,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11980
b4571,0.1785216554,wbbL,interrupted rhamnosyltransferase WbbL,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11986
b2034,0.1762650661,wbbI,beta-1%2C6-galactofuranosyltransferase,Cell wall/membrane/envelope biogenesis,wbbIJK,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11983
b3627,0.16446329610000002,waaO,UDP-D-glucose:(glucosyl)LPS alpha-1%2C3-glucosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11352
b2036,0.1641277411,glf,UDP-galactopyranose mutase,"Translation, ribosomal structure and biogenesis",glf-wbbH,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11981
b2033,0.1587551958,wbbJ,putative acyl transferase,Function unknown,wbbIJK,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=EG11984
b2038,0.1429487211,rfbC,dTDP-4-dehydrorhamnose 3%2C5-epimerase,Nucleotide transport and metabolism,rfbBDACX,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11979
b3628,0.1360445976,waaB,UDP-D-galactose:(glucosyl)lipopolysaccharide-1%2C6-D-galactosyltransferase,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG11351
b2039,0.10092367520000001,rfbA,dTDP-glucose pyrophosphorylase,Cell wall/membrane/envelope biogenesis,rfbBDACX,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11978
b3630,0.0968128699,waaP,lipopolysaccharide core heptose (I) kinase,Nucleotide transport and metabolism,rirA-waaQGPSBOJYZU,"RpoD,YdcN,YidZ,YiaU",https://ecocyc.org/gene?orgid=ECOLI&id=EG11340
b3631,0.0834870323,waaG,lipopolysaccharide glucosyltransferase I,Cell wall/membrane/envelope biogenesis,rirA-waaQGPSBOJYZU,"RpoD,ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG11339
b2041,0.0743970062,rfbB,dTDP-glucose 4%2C6-dehydratase 1,Nucleotide transport and metabolism,rfbBDACX,"ppGpp,Nac,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12412
b2040,0.07066926300000001,rfbD,dTDP-4-dehydrorhamnose reductase,Nucleotide transport and metabolism,rfbBDACX,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12411
b2028,0.06989770520000001,ugd,UDP-glucose 6-dehydrogenase,Cell wall/membrane/envelope biogenesis,ugd,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7091
