locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_2448,0.1223564595,ABUW_2448,hypothetical protein,Cell wall/membrane/envelope biogenesis,Op1253,,
ABUW_3245,0.11363141560000001,ABUW_3245,FilA,No COG annotation,,,
ABUW_0184,0.1074858617,ABUW_0184,Na+/solute symporter,Function unknown,Op107,,
ABUW_2106,0.10235843230000001,pcaT,metabolite:H+ symporter,Amino acid transport and metabolism,,,
ABUW_0183,0.09578412530000001,ABUW_0183,hypothetical protein,Function unknown,Op107,,
ABUW_3137,0.0947314412,ABUW_3137,hypothetical protein,No COG annotation,,,
ABUW_2359,0.0910394809,aspQ,L-asparaginase 2,Amino acid transport and metabolism,Op1208,,
ABUW_0324,0.089885424,ABUW_0324,lipase,Function unknown,Op177,,
ABUW_1112,0.0895451409,ABUW_1112,transcriptional regulator%2C AsnC family,Transcription,,,
ABUW_2744,0.0854863991,ABUW_2744,putative membrane protein,No COG annotation,Op1408,,
ABUW_0010,0.08474008820000001,adeT,RND type efflux pump,Carbohydrate transport and metabolism,Op7,,
ABUW_2358,0.08259713440000001,ABUW_2358,proton/sodium-glutamate symport protein,"Intracellular trafficking, secretion, and vesicular transport",Op1207,,
ABUW_1693,0.0818111307,ABUW_1693,heme oxygenase-like protein,No COG annotation,Op875,ABUW_1645,
ABUW_3139,0.0813894037,ABUW_3139,hypothetical protein,No COG annotation,,,
ABUW_0325,0.0794415446,lifO,lipase foldase,"Post-translational modification, protein turnover,and chaperones",Op178,,
ABUW_2219,0.079117015,ABUW_2219,hypothetical protein,No COG annotation,,,
ABUW_1561,0.0774240608,ABUW_1561,hypothetical protein,Inorganic ion transport and metabolism,Op799,,
ABUW_2333,0.0762199544,gltI,glutamate/aspartate ABC transporter%2C periplasmic glutamate/aspartate-binding protein,Amino acid transport and metabolism,Op1195,,
ABUW_3138,0.0761948742,ABUW_3138,hypothetical protein,No COG annotation,,,
ABUW_0009,0.07604644320000001,ABUW_0009,RND type efflux pump,Carbohydrate transport and metabolism,Op6,,
ABUW_2297,0.0746518176,ABUW_2297,hypothetical protein,No COG annotation,,,
ABUW_3140,0.0741237902,ABUW_3140,hypothetical protein,No COG annotation,,,
ABUW_2395,0.0735185226,madL,malonate transporter%2C MadL subunit,Function unknown,Op1228,,
ABUW_1624,0.07270004320000001,ABUW_1624,alcohol dehydrogenase%2C iron-containing,Energy production and conversion,Op835,,
ABUW_1525,0.0707438724,ABUW_1525,C4-dicarboxylate transport protein,"Intracellular trafficking, secretion, and vesicular transport",Op783,,
ABUW_0985,0.07056286910000001,ABUW_0985,hypothetical protein,No COG annotation,Op526,,
ABUW_1622,0.0700065533,ABUW_1622,putative transcriptional regulator,Transcription,,,
ABUW_2133,0.06999387010000001,ABUW_2133,hypothetical protein,Transcription,Op1102,,
ABUW_0984,0.0689048736,ABUW_0984,hypothetical protein,No COG annotation,Op526,,
ABUW_0175,0.0683674272,acsA,acetate--CoA ligase,Lipid transport and metabolism,,,
ABUW_0381,0.0665285023,ABUW_0381,DEAD/DEAH box helicase,"Replication, recombination and repair",Op215,ABUW_1645,
ABUW_0439,0.0649334924,ABUW_0439,rhomboid family peptidase,Function unknown,Op240,,
ABUW_0826,0.0642845584,ABUW_0826,hypothetical protein,Cell wall/membrane/envelope biogenesis,Op439,,
ABUW_1621,0.0619894054,ald1,aldehyde dehydrogenase,Energy production and conversion,Op833,,
ABUW_1921,0.061568909000000005,ABUW_1921,transporter%2C anion:cation symporter (ACS) family,Carbohydrate transport and metabolism,Op1002,,
ABUW_2332,0.061550925400000005,gltJ,glutamate/aspartate transport system permease protein GltJ,Inorganic ion transport and metabolism,Op1195,,
ABUW_2892,0.0614034761,citN,citrate transporter,Energy production and conversion,Op1499,,
ABUW_3388,0.0608348089,ABUW_3388,putative hydrolase,Function unknown,,,
ABUW_3196,0.060739607800000005,ABUW_3196,4-hydroxyphenylacetate 3-monooxygenase reductase component,Function unknown,,,
ABUW_3291,0.0605347647,ABUW_3291,acyl-CoA synthase,Lipid transport and metabolism,,,
ABUW_0438,0.0585799777,ABUW_0438,hypothetical protein,No COG annotation,Op239,,
ABUW_3702,0.0578829244,ABUW_3702,hypothetical protein,Function unknown,,,
