locus,gene_weight,gene_name,gene_product,cog,operon,regulator,S-box,link
BSU_13560,0.15303470517304116,mtnK,methylthioribose kinase (methionine salvage pathway%2C promiscuous),Nucleotide transport and metabolism,Op1063,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13560
BSU_13550,0.1432558562150313,mtnA,methylthioribose-1-phosphate isomerase (methionine salvage pathway),Amino acid transport and metabolism,Op1063,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13550
BSU_13590,0.1277164821996842,mtnW,2%2C3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase),Carbohydrate transport and metabolism,Op1066,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13590
BSU_13600,0.12581809496162724,mtnX,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphatephosphatase (HK-MTPenyl-1-P phosphatase),Amino acid transport and metabolism,Op1066,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13600
BSU_13610,0.12309084293835093,mtnB,methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase),Amino acid transport and metabolism,Op1066,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13610
BSU_11870,0.12191747504748256,metI,cystathionine gamma-synthase and O-acetylhomoserine thiolyase,Amino acid transport and metabolism,Op923,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11870
BSU_13580,0.12040211290274035,mtnE,methionine-glutamine aminotransferase,Amino acid transport and metabolism,Op1065,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13580
BSU_13620,0.1160144818131682,mtnD,acireductone dioxygenase (Ni2+ or Fe2+-requiring),Function unknown,Op1066,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13620
BSU_11880,0.1149775013510356,metC,cystathionine beta-lyase,Amino acid transport and metabolism,Op923,"SigA,S-box",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11880
BSU_13180,0.11281809398536308,metE,cobalamin-independent methionine synthase,Amino acid transport and metabolism,Op1027,S-box,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13180
BSU_13570,0.09970353198108038,mtnU,ketoglutaramate omega-amidase,Function unknown,Op1064,SigA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13570
BSU_18560,0.09955950116768487,yoaD,putative 2-hydroxyacid dehydrogenase,Amino acid transport and metabolism,Op1416,S-box,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18560
BSU_18540,0.09874586680878147,yoaB,negatively charged metabolite transporter,Amino acid transport and metabolism,Op1414,S-box,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18540
BSU_38960,0.08990363647812241,yxjG,putative methyltetrahydrofolate methyltransferase (biofilm formation),Amino acid transport and metabolism,Op3012,S-box,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38960
BSU_38950,0.08931765848959007,yxjH,putative methyl-tetrahydrofolate methyltransferase (biofilm formation),Amino acid transport and metabolism,Op3011,S-box,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38950
BSU_18550,0.08643820555764213,yoaC,hydroxylated metabolite kinase,Carbohydrate transport and metabolism,Op1415,S-box,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18550
BSU_18570,0.08296792805508132,yoaE,molybdopterin cofactor oxido-reductase,Energy production and conversion,Op1417,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_18570
BSU_11010,0.07825989354794745,samT,bifunctional homocysteine S-methyltransferase using (R%2CS)AdoMet and methylenetetrahydrofolate reductase [NAD(P)H],Amino acid transport and metabolism,Op861,S-box,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_11010
BSU_32250,0.0757715496097663,thrC,threonine synthase,Amino acid transport and metabolism,Op2536,"TnrA,CodY,ThrR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32250
BSU_32240,0.07501897628352974,thrB,homoserine kinase,Amino acid transport and metabolism,Op2536,"TnrA,CodY,ThrR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32240
BSU_19579,0.06907592674411726,yoyD,putative exported protein,Function unknown,Op1523,TnrA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_19579
BSU_23070,0.06647178384204751,serA,3-phosphoglycerate dehydrogenase,Amino acid transport and metabolism,Op1860,CcpA,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_23070
BSU_32260,0.06592697262937729,hom,homoserine dehydrogenase,Amino acid transport and metabolism,Op2536,"TnrA,CodY,ThrR",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_32260
