locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA2550,0.20598538500000002,PA2550,,acyl-CoA dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2550&e1=1&assembly=complete
PA0840,0.19653984200000002,PA0840,,oxidoreductase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0840&e1=1&assembly=complete
PA5020,0.178724971,PA5020,,acyl-CoA dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5020&e1=1&assembly=complete
PA0839,0.157410979,PA0839,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0839&e1=1&assembly=complete
PA3427,0.14897293,PA3427,,short-chain dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3427&e1=1&assembly=complete
PA3277,0.137617963,PA3277,,short-chain dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3277&e1=1&assembly=complete
PA1648,0.134610585,PA1648,,oxidoreductase,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1648&e1=1&assembly=complete
PA3420,0.13230134400000002,PA3420,,transcriptional regulator,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3420&e1=1&assembly=complete
PA4654,0.123107635,PA4654,,major facilitator superfamily transporter,Carbohydrate transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4654&e1=1&assembly=complete
PA0507,0.109272083,PA0507,,acyl-CoA dehydrogenase,Lipid transport and metabolism,PsrA,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0507&e1=1&assembly=complete
PA3454,0.106121511,PA3454,,acyl-CoA thiolase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3454&e1=1&assembly=complete
PA1828,0.10592077,PA1828,,short-chain dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1828&e1=1&assembly=complete
PA1649,0.104812237,PA1649,,short-chain dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1649&e1=1&assembly=complete
PA3534,0.10205133300000001,PA3534,,oxidoreductase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3534&e1=1&assembly=complete
