,name,x,y,cog,color,link
meta,start,0.0286530006,,,,
PSPTO_0001,dnaA,339,0.0015146062,"Replication, recombination and repair",#1e90ff,
PSPTO_0002,dnaN,1913,-0.0052984563000000005,"Replication, recombination and repair",#1e90ff,
PSPTO_0003,recF,3039,0.0019502727,"Replication, recombination and repair",#1e90ff,
PSPTO_0004,gyrB,4147,-0.0036269080000000003,"Replication, recombination and repair",#1e90ff,
PSPTO_0005,PSPTO_0005,7188,-0.0016593313,Defense mechanisms,#90ee90,
PSPTO_0006,PSPTO_0006,8861,0.00019392780000000002,"Replication, recombination and repair",#1e90ff,
PSPTO_0007,PSPTO_0007,10179,0.0023237683,Function unknown,#0000ff,
PSPTO_0008,PSPTO_0008,11067,-0.0046685324000000005,"Replication, recombination and repair",#1e90ff,
PSPTO_0009,PSPTO_0009,14512,-0.0045696651,"Replication, recombination and repair",#1e90ff,
PSPTO_5633,PSPTO_5633,15948,-0.0095220468,Function unknown,#0000ff,
PSPTO_RS00055,PSPTO_RS00055,16484,-0.0102453423,"Replication, recombination and repair",#1e90ff,
PSPTO_0011,PSPTO_0011,16743,-0.0094398725,Function unknown,#0000ff,
PSPTO_RS00065,PSPTO_RS00065,17511,0.0011601879000000001,No COG annotation,#00bfbf,
PSPTO_0014,PSPTO_0014,18573,-0.009417843300000001,No COG annotation,#00bfbf,
PSPTO_0015,PSPTO_0015,19321,-0.012467035100000001,No COG annotation,#00bfbf,
PSPTO_0016,PSPTO_0016,19983,-0.0078204068,No COG annotation,#00bfbf,
PSPTO_0017,PSPTO_0017,20738,0.0007349813,"Replication, recombination and repair",#1e90ff,
PSPTO_0018,PSPTO_0018,23290,0.0013586784,"Replication, recombination and repair",#1e90ff,
PSPTO_0019,PSPTO_0019,24096,0.0022568737,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00100,PSPTO_RS00100,25202,-0.0041419363,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00105,PSPTO_RS00105,25556,-0.0052223175,No COG annotation,#00bfbf,
PSPTO_RS00110,PSPTO_RS00110,26153,-0.0043481882,No COG annotation,#00bfbf,
PSPTO_RS00115,PSPTO_RS00115,27068,-0.0091906156,No COG annotation,#00bfbf,
PSPTO_0022,PSPTO_0022,28202,0.0140832795,Transcription,#000000,
PSPTO_0023,PSPTO_0023,29392,0.0118979811,No COG annotation,#00bfbf,
PSPTO_RS00130,PSPTO_RS00130,30005,-0.010097643600000001,"Replication, recombination and repair",#1e90ff,
PSPTO_0024,PSPTO_0024,30850,-0.0047488086,No COG annotation,#00bfbf,
PSPTO_0025,PSPTO_0025,31338,-0.0068565933,Function unknown,#0000ff,
PSPTO_0026,PSPTO_0026,32022,-0.0021494827,No COG annotation,#00bfbf,
PSPTO_0027,PSPTO_0027,33254,-0.0129662713,No COG annotation,#00bfbf,
PSPTO_0028,PSPTO_0028,33978,-0.009753438500000001,"Replication, recombination and repair",#1e90ff,
PSPTO_0029,PSPTO_0029,35933,-0.0012662422,"Replication, recombination and repair",#1e90ff,
PSPTO_0030,PSPTO_0030,36881,-0.0014594771,Function unknown,#0000ff,
PSPTO_0031,PSPTO_0031,39345,-0.0011915824,Function unknown,#0000ff,
PSPTO_0032,PSPTO_0032,40884,-0.0052563463,Transcription,#000000,
PSPTO_0033,PSPTO_0033,41852,-0.0087187982,Transcription,#000000,
PSPTO_0034,PSPTO_0034,42754,-0.0046367779,"Replication, recombination and repair",#1e90ff,
PSPTO_0035,PSPTO_0035,45183,-0.0006852497,"Replication, recombination and repair",#1e90ff,
PSPTO_0036,tnpB,46754,-0.0066041628000000005,"Replication, recombination and repair",#1e90ff,
PSPTO_0037,PSPTO_0037,47448,-0.0106039054,"Replication, recombination and repair",#1e90ff,
PSPTO_0038,PSPTO_0038,52403,-0.010338019,Function unknown,#0000ff,
PSPTO_RS00210,PSPTO_RS00210,54637,-0.0039101453,No COG annotation,#00bfbf,
PSPTO_0039,PSPTO_0039,54971,-0.0026248389000000003,"Replication, recombination and repair",#1e90ff,
PSPTO_0040,tnpB,56542,-0.013004659600000001,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00225,PSPTO_RS00225,56937,0.0042725509,No COG annotation,#00bfbf,
PSPTO_0042,PSPTO_0042,57351,-0.0049484033,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PSPTO_0043,PSPTO_0043,58344,-0.005839576,Nucleotide transport and metabolism,#87ceeb,
PSPTO_RS00240,PSPTO_RS00240,59945,-0.0070168439,No COG annotation,#00bfbf,
PSPTO_RS29830,PSPTO_RS29830,60983,0.0187249419,No COG annotation,#00bfbf,
PSPTO_RS00250,PSPTO_RS00250,61614,0.0267508399,No COG annotation,#00bfbf,
PSPTO_0046,PSPTO_0046,62078,0.0029664974,"Cell cycle control, cell division, chromosome partitioning",#bfbf00,
PSPTO_0047,PSPTO_0047,64066,-0.0064104278,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00265,PSPTO_RS00265,66192,-0.006782794000000001,No COG annotation,#00bfbf,
PSPTO_RS00270,PSPTO_RS00270,66650,0.011314195800000001,Signal transduction mechanisms,#f4a460,
PSPTO_RS00275,PSPTO_RS00275,67041,-0.0034410258,Function unknown,#0000ff,
PSPTO_0048,tcmP,67445,-0.0071157377,Function unknown,#0000ff,
PSPTO_0049,PSPTO_0049,68863,-0.0033292488,"Replication, recombination and repair",#1e90ff,
PSPTO_0050,tcmP,69623,-0.0048732302,No COG annotation,#00bfbf,
PSPTO_0051,PSPTO_0051,71041,-0.0037935668000000002,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PSPTO_0052,PSPTO_0052,71828,-0.0143363488,No COG annotation,#00bfbf,
PSPTO_RS00305,PSPTO_RS00305,73641,-0.012819224,No COG annotation,#00bfbf,
PSPTO_0054,PSPTO_0054,75073,-0.0037602148000000003,Function unknown,#0000ff,
PSPTO_0055,PSPTO_0055,75949,0.0061215290000000006,"Replication, recombination and repair",#1e90ff,
PSPTO_0056,PSPTO_0056,76968,-0.0035174568000000002,"Replication, recombination and repair",#1e90ff,
PSPTO_RS00325,PSPTO_RS00325,77803,-0.0069821053,Function unknown,#0000ff,
PSPTO_0057,PSPTO_0057,78120,-0.0088761887,Function unknown,#0000ff,
PSPTO_0058,PSPTO_0058,79007,-0.0069163197000000004,"Replication, recombination and repair",#1e90ff,
PSPTO_0059,PSPTO_0059,80922,0.0006809473,No COG annotation,#00bfbf,
PSPTO_RS00345,PSPTO_RS00345,81732,0.0019923154000000003,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PSPTO_0061,hopY1,82500,0.008694758300000001,Function unknown,#0000ff,
PSPTO_0062,PSPTO_0062,83552,-0.0039104702,Energy production and conversion,#708090,
PSPTO_0063,PSPTO_0063,85159,0.0256381029,Function unknown,#0000ff,
PSPTO_0064,PSPTO_0064,85784,-0.0081134846,Signal transduction mechanisms,#f4a460,
PSPTO_0065,recG,87268,-0.007770347,"Replication, recombination and repair",#1e90ff,
PSPTO_0066,PSPTO_0066,89355,-0.0049212046,Transcription,#000000,
PSPTO_0067,tonB-1,90371,-0.0007231544000000001,Cell wall/membrane/envelope biogenesis,#c71585,
PSPTO_0068,exbD,91114,-0.0032345259,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PSPTO_0069,exbB,91543,-0.0034872486000000003,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PSPTO_0070,PSPTO_0070,92710,0.0206084672,Carbohydrate transport and metabolism,#ffc0cb,
PSPTO_0071,PSPTO_0071,93607,0.003164558,No COG annotation,#00bfbf,
PSPTO_0072,PSPTO_0072,94399,0.0077646212,"Translation, ribosomal structure and biogenesis",#daa520,
PSPTO_0073,spoT,94805,-0.0007583626,Transcription,#000000,
PSPTO_0074,rpoZ,96971,0.0001483504,Transcription,#000000,
PSPTO_0075,gmk,97382,-0.0036126519,Nucleotide transport and metabolism,#87ceeb,
PSPTO_0076,PSPTO_0076,98040,-0.0031976771,Function unknown,#0000ff,
PSPTO_0077,rph,99223,-0.0040160718,"Translation, ribosomal structure and biogenesis",#daa520,
PSPTO_0078,PSPTO_0078,99965,-0.005236829100000001,Function unknown,#0000ff,
PSPTO_0079,PSPTO_0079,100403,-0.0030444892,"Replication, recombination and repair",#1e90ff,
PSPTO_0080,pyrE,101265,-0.0002039613,Nucleotide transport and metabolism,#87ceeb,
PSPTO_0081,PSPTO_0081,101917,0.0029437226,Function unknown,#0000ff,
PSPTO_RS00455,PSPTO_RS00455,102653,0.0038878773,No COG annotation,#00bfbf,
PSPTO_0082,argB,102801,0.0158119398,Nucleotide transport and metabolism,#87ceeb,
PSPTO_RS00465,PSPTO_RS00465,103735,0.033608474900000004,Carbohydrate transport and metabolism,#ffc0cb,
PSPTO_0084,dut,106375,-0.0032981237000000003,Nucleotide transport and metabolism,#87ceeb,
PSPTO_0085,coaBC,106837,-0.012138992000000001,Coenzyme transport and metabolism,#d3d3d3,
PSPTO_0086,radC,108181,-0.0036014957,"Replication, recombination and repair",#1e90ff,
