locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_1949,0.1202626958,fliC,flagellin,Cell motility,,
PSPTO_4156,0.1128084805,PSPTO_4156,OmpA family protein,Cell motility,,
PSPTO_2041,0.111700005,PSPTO_2041,N-acetyltransferase,No COG annotation,,
PSPTO_1514,0.1112898585,PSPTO_1514,hypothetical protein,No COG annotation,,
PSPTO_4336,0.10108327930000001,PSPTO_4336,hypothetical protein,No COG annotation,,
PSPTO_1992,0.0967204702,PSPTO_1992,hypothetical protein,No COG annotation,,
PSPTO_1953,0.0953003186,PSPTO_1953,flagellar protein FliT,Function unknown,,
PSPTO_2472,0.09507103110000001,PSPTO_2472,methyl-accepting chemotaxis protein,Cell motility,,
PSPTO_5385,0.09375136270000001,PSPTO_5385,hypothetical protein,No COG annotation,,
PSPTO_2616,0.0934751131,PSPTO_2616,methyl-accepting chemotaxis protein,Cell motility,,
PSPTO_3524,0.0918290385,PSPTO_3524,chemotaxis protein CheV,Signal transduction mechanisms,,
PSPTO_1334,0.0908792732,PSPTO_1334,MCP four helix bundle domain-containing protein,Cell motility,,
PSPTO_1952,0.08972318330000001,fliS,flagellar export chaperone FliS,Cell motility,,
PSPTO_3699,0.0870346826,PSPTO_3699,methyl-accepting chemotaxis protein,Signal transduction mechanisms,,
PSPTO_2480,0.0864617999,PSPTO_2480,methyl-accepting chemotaxis protein,Signal transduction mechanisms,,
PSPTO_2526,0.0859443189,PSPTO_2526,methyl-accepting chemotaxis protein,Cell motility,,
PSPTO_5363,0.0835083093,PSPTO_5363,J domain-containing protein,"Post-translational modification, protein turnover,and chaperones",,
PSPTO_2473,0.081880863,PSPTO_2473,substrate-binding domain-containing protein,Carbohydrate transport and metabolism,,
PSPTO_1950,0.08166340500000001,PSPTO_1950,flagellar protein FlaG,Cell motility,,
PSPTO_0243,0.0791025093,PSPTO_0243,hypothetical protein,No COG annotation,,
PSPTO_5482,0.0767483902,PSPTO_5482,response regulator,Signal transduction mechanisms,,
