locus,gene_weight,gene_name,gene_product,cog,regulator,HutC,link
PA5100,0.2865287608,hutU,urocanate hydratase,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5100&e1=1&assembly=complete
PA5098,0.28472919080000003,hutH,histidine ammonia-lyase,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5098&e1=1&assembly=complete
PA5099,0.2538898609,PA5099,transporter,"Intracellular trafficking, secretion, and vesicular transport",HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5099&e1=1&assembly=complete
PA5097,0.2369408875,PA5097,amino acid permease,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5097&e1=1&assembly=complete
PA5106,0.2299765503,PA5106,N-formimino-L-glutamate deiminase,Nucleotide transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5106&e1=1&assembly=complete
PA5096,0.200042571,PA5096,ABC transporter,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5096&e1=1&assembly=complete
PA5094,0.17899486150000002,PA5094,ABC transporter ATP-binding protein,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5094&e1=1&assembly=complete
PA5095,0.1763316749,PA5095,ABC transporter permease,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5095&e1=1&assembly=complete
PA5093,0.1694970086,PA5093,histidine/phenylalanine ammonia-lyase,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5093&e1=1&assembly=complete
PA5092,0.158636842,hutI,imidazolonepropionase,"Secondary metabolites biosynthesis, transport, and catabolism",HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5092&e1=1&assembly=complete
PA5091,0.14523442120000002,hutG,N-formylglutamate amidohydrolase,Amino acid transport and metabolism,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5091&e1=1&assembly=complete
PA5105,0.1336114302,hutC,histidine utilization repressor HutC,Transcription,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5105&e1=1&assembly=complete
PA5104,0.1295853155,PA5104,hypothetical protein,Function unknown,HutC,True,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5104&e1=1&assembly=complete
PA5181,0.0990979833,PA5181,oxidoreductase,Energy production and conversion,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5181&e1=1&assembly=complete
PA5180,0.098441212,PA5180,hypothetical protein,Energy production and conversion,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5180&e1=1&assembly=complete
PA5090,0.0769001678,PA5090,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5090&e1=1&assembly=complete
PA5089,0.063100103,PA5089,hypothetical protein,Lipid transport and metabolism,,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5089&e1=1&assembly=complete
