locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b1331,0.284598919,insH-4,IS5 transposase and trans-activator,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6667
b4711,0.27805368010000003,insH21,IS5 transposase and trans-activator,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16639
b2982,0.23634133910000002,insH-9,IS5 transposase and trans-activator,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7548
b2088,0.1439372815,insE-5,IS3 element protein InsE,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7125
b0298,0.1417990954,insE-1,IS3 element protein InsE,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6168
b0360,0.1393977689,insC-1,IS2 element protein InsA,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6212
b3044,0.1370218771,insC-5,IS2 insertion element repressor InsA,"Replication, recombination and repair",,"RpoS,Lrp,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G7583
b0540,0.13149969690000002,insE-3,DLP12 prophage%3B IS3 element protein InsE,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6296
b3444,0.1263358481,insA-6,IS1 protein InsA,"Replication, recombination and repair",,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7761
b3445,0.1206555401,insB-6,IS1 protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7762
b3045,0.1135687533,insD-5,IS2 insertion element protein InsB,"Replication, recombination and repair",,"RpoS,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G7584
b0361,0.110267576,insD-1,IS2 element protein,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6213
b2089,0.1086810532,insF-5,IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7126
b4516,0.1084968464,insA-4,IS1 protein InsA,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10430
b0541,0.1083025116,insF-3,DLP12 prophage%3B IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6297
b0299,0.0960565614,insF-1,IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6169
b1544,0.08982861360000001,ydfK,Qin prophage%3B cold shock protein YdfK,Transcription,,"Nac,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=G6818
b4506,0.0877891281,ykgO,putative ribosomal protein,"Translation, ribosomal structure and biogenesis",ykgMO,"RpoD,Zur",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10434
b0327,0.08451263910000001,yahM,uncharacterized protein YahM,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G6192
b1404,0.0798662253,insI-2,IS30 transposase,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6725
b4410,0.07935285310000001,ecnA,entericidin A lipoprotein%2C antidote to entericidin B,Function unknown,ecnAB,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G0-41
b4273,0.0754115086,insD-6,KpLE2 phage-like element%3B IS2 insertion element protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7895
b1578,0.07132760390000001,insD-7,Qin prophage%3B putative transposase,"Replication, recombination and repair",,"RpoD,DicA,DicA,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G6836
b2941,0.07068170700000001,yqgD,DUF2684 domain-containing protein YqgD,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7523
b4272,0.07051445,insC-6,KpLE2 phage-like element%3B IS2 insertion element repressor InsA,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7894
b0988,0.0662251813,insB-4,IS1 protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6509
b3107,-0.0659524853,yhaL,uncharacterized protein YhaL,No COG annotation,yhaKL,YhaJ,https://ecocyc.org/gene?orgid=ECOLI&id=G7621
b4686,-0.0667677324,yshB,uncharacterized protein YshB,No COG annotation,yshB,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10657
b1826,-0.06688652340000001,mgrB,PhoQ kinase inhibitor,Function unknown,mgrB,PhoP,https://ecocyc.org/gene?orgid=ECOLI&id=G7002
b4473,-0.0688831885,smf,protein Smf,"Replication, recombination and repair",smf,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11604
b4428,-0.07570628880000001,hokB,toxin HokB,Function unknown,hokB,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9610
b4735,-0.0812324896,ybgU,protein YbgU,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16730
b1420,-0.082714035,mokB,putative regulatory protein MokB,No COG annotation,mokB,"sokB,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G6736
b4522,-0.0839165905,ymiA,uncharacterized protein YmiA,No COG annotation,ymiA-yciX,"RpoD,YjjQ",https://ecocyc.org/gene?orgid=ECOLI&id=G0-10512
b2006,-0.0933537095,yeeW,CP4-44 prophage%3B putative uncharacterized protein YeeW,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7086
b3638,-0.1077747505,yicR,RadC-like JAB domain-containing protein YicR,Amino acid transport and metabolism,yicR-rpmBG-mutM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11312
b4542,-0.1413007211,yohO,UPF0387 family protein YohO,No COG annotation,,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10459
