locus,gene_weight,gene_name,gene_product,cog,regulator,Fnr,link
b0895,0.2026342522405202,dmsB,dimethyl sulfoxide reductase subunit B,Energy production and conversion,"RpoD,Fis,ModE,IHF,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10233
b4152,0.1795666461498416,frdC,fumarate reductase membrane protein FrdC,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10332
b4153,0.1761216853773333,frdB,fumarate reductase iron-sulfur protein,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10331
b4151,0.1750683546697026,frdD,fumarate reductase membrane protein FrdD,Energy production and conversion,"RpoD,RpoS,Fnr,NarL,DcuR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10333
b0896,0.1714608863605665,dmsC,dimethyl sulfoxide reductase subunit C,Function unknown,"RpoD,Fis,ModE,IHF,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10234
b1588,0.1633047651207296,ynfF,putative selenate reductase YnfF,Energy production and conversion,"RpoD,YdcN,RpoS,NarL,Fnr,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6846
b1587,0.1409447322440088,ynfE,putative selenate reductase YnfE,Energy production and conversion,"RpoD,RpoS,NarL,Fnr,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6845
b0894,0.1331435124151536,dmsA,dimethyl sulfoxide reductase subunit A,Energy production and conversion,"RpoD,YciT,Fis,ModE,IHF,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10232
b1589,0.1324181915541739,ynfG,putative oxidoreductase YnfG,Energy production and conversion,"RpoD,RpoS,NarL,Fnr,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6847
b4122,0.1236182501834391,fumB,fumarase B,Energy production and conversion,"RpoD,Fur,Fis,Fnr,ArcA,Crp,NarL,DcuR",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10357
b4154,0.1120743396725116,frdA,fumarate reductase flavoprotein subunit,Energy production and conversion,"RpoD,ryhB,RpoS,Fnr,NarL,DcuR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10330
b2729,0.111892554165454,hypD,Fe-(CN)2CO cofactor assembly scaffold protein HypD,"Post-translational modification, protein turnover,and chaperones","RpoN,NsrR,IHF,FhlA,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10486
b3366,0.1098899860787068,nirD,nitrite reductase subunit NirD,Inorganic ion transport and metabolism,"RpoD,Crp,Cra,IHF,NarL,NarP,Fis,H-NS,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10655
b4237,0.1065899203265989,nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover,and chaperones","RpoD,NrdR,H-NS,Fnr,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G812
