locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
ABUW_0603,0.35384190730000004,ABUW_0603,hypothetical protein,Function unknown,,,
ABUW_3851,0.2744875435,ABUW_3851,hypothetical protein,Function unknown,,,
ABUW_1563,0.2536988075,ABUW_1563,hypothetical protein,No COG annotation,Op801,,
ABUW_0607,0.2422385585,ABUW_0607,hypothetical protein,No COG annotation,Op315,,
ABUW_3839,0.1524807534,ABUW_3839,hypothetical protein,No COG annotation,,,
ABUW_3588,0.1498632208,ABUW_3588,lipoprotein%2C putative,No COG annotation,,,
ABUW_0356,0.1248575623,ABUW_0356,hypothetical protein,No COG annotation,,,
ABUW_1564,0.1099704836,ABUW_1564,hypothetical protein,No COG annotation,Op802,Fur,
ABUW_3874,0.0967131297,ABUW_3874,lipoprotein%2C putative,No COG annotation,,,
ABUW_3362,0.0949466042,ABUW_3362,efflux transporter%2C RND family%2C MFP subunit,Cell wall/membrane/envelope biogenesis,,,
ABUW_3797,-0.0969629969,ABUW_3797,hypothetical protein,No COG annotation,,,
ABUW_1104,-0.0998499652,ABUW_1104,oxidoreductase,Energy production and conversion,Op587,,
