locus,gene_weight,gene_name,gene_product,cog,operon,regulator,CcpA,link
BSU_40050,0.1710754174339235,gntR,transcriptional regulator (GntR-gluconate),Transcription,Op3075,"GntR,SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40050
BSU_30260,0.1687227594460444,msmR,transcriptional regulator (LacI family),Transcription,Op2396,"SigA,MelR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30260
BSU_30270,0.16388654172127864,msmE,multiple sugar-binding lipoprotein,Carbohydrate transport and metabolism,Op2396,"SigA,MelR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30270
BSU_40060,0.1551277177982308,gntK,D-gluconate kinase,Carbohydrate transport and metabolism,Op3075,"GntR,SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_40060
BSU_27770,0.1230419505378434,yrbE,putative inositol-related oxidoreductase,Function unknown,Op2221,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_27770
BSU_07800,0.12149729715546947,treP,phosphotransferase system (PTS) trehalose-specific enzyme IIBC component,Carbohydrate transport and metabolism,Op617,"SigA,PhoP,TreR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07800
BSU_08100,0.11911055443777968,acoR,transcriptional regulator (AcoR-acetoin),Transcription,Op636,"SigA,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08100
BSU_31190,0.10937808532913622,rhaM,L-rhamnose mutarotase,Carbohydrate transport and metabolism,Op2457,"SigA,CcpA,RhaR",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_31190
BSU_38590,0.10813001495232104,licB,phosphotransferase system (PTS) lichenan-specific enzyme IIB component,Carbohydrate transport and metabolism,Op2986,"SigA,LicR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38590
BSU_06560,0.1070172022135202,yerA,putative adenine deaminase YerA,Nucleotide transport and metabolism,Op522,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06560
BSU_35910,0.10684792932656313,rbsR,ribose operon repressor (LacI family%2C D-ribose),Transcription,Op2794,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35910
BSU_07810,0.10152970840762153,treA,trehalose-6-phosphate hydrolase,Carbohydrate transport and metabolism,Op617,"SigA,PhoP,TreR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_07810
BSU_35930,0.1013259758363228,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,Op2794,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35930
BSU_30280,0.10086524394732048,msmF,carbohydrate ABC transporter (permease),Inorganic ion transport and metabolism,Op2396,"SigA,MelR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30280
BSU_04470,0.1002794783879156,dctP,C4-dicarboxylate transport protein,"Intracellular trafficking, secretion, and vesicular transport",Op332,"SigA,CcpA,Fur",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_04470
BSU_09280,0.096747975979089,glpF,glycerol permease,Carbohydrate transport and metabolism,Op717,"ResD,SigA,GlpP,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09280
BSU_13340,0.09611826555397844,ykoM,putative transcriptional regulator (MarR family),Transcription,Op1042,,False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_13340
BSU_30290,0.0946840736716804,msmG,maltose and multiple sugars ABC transporter (permease),Inorganic ion transport and metabolism,Op2396,"SigA,MelR,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_30290
BSU_08110,0.09428956084213536,sspH,small acid-soluble spore protein,Function unknown,Op636,"SigA,SigG,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_08110
BSU_35940,0.09351933347551626,rbsA,ribose ABC transporter (ATP-binding protein),Carbohydrate transport and metabolism,Op2794,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35940
BSU_09830,0.09160253249618384,yhaX,putative hydrolase,Function unknown,Op762,"SigE,SpoIIID",False,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_09830
BSU_38810,0.09119737944295443,msmX,multiple sugar (maltodextrins) transporter ATP-binding protein,Inorganic ion transport and metabolism,Op2999,CcpA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_38810
BSU_39340,0.09068790129659964,hutP,transcriptional antiterminator,Transcription,Op3042,"SigA,CodY,HutP,CcpA",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_39340
BSU_35920,0.08776603372075349,rbsK,ribokinase,Coenzyme transport and metabolism,Op2794,"SigA,CcpA,AbrB",True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_35920
BSU_06940,0.08638425604987528,yesL,putative permease or sensor of a three component system for pectin and rhamnogalacturonan transport and degradation,Function unknown,Op552,CcpA,True,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/BSU_06940
