locus,gene_weight,gene_name,gene_product,cog,regulator,ArcA,Fnr,IHF,NarL,ryhB,Fis,link
b2279,0.2321647223501204,nuoK,NADH:quinone oxidoreductase subunit K,Energy production and conversion,"RpoD,NarL,ArcA,IHF,Fnr,Fis,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12091
b2280,0.2207705717444318,nuoJ,NADH:quinone oxidoreductase subunit J,Energy production and conversion,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12090
b2278,0.2120318665334201,nuoL,NADH:quinone oxidoreductase subunit L,Energy production and conversion,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12092
b2281,0.2083444411796999,nuoI,NADH:quinone oxidoreductase subunit I,Energy production and conversion,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12089
b2277,0.2039865993236479,nuoM,NADH:quinone oxidoreductase subunit M,Energy production and conversion,"RpoD,ryhB,NarL,ArcA,IHF,Fis,Fnr",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11773
b2282,0.1997828993849678,nuoH,NADH:quinone oxidoreductase subunit H,Energy production and conversion,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12088
b2276,0.1949353273347427,nuoN,NADH:quinone oxidoreductase subunit N,Energy production and conversion,"RpoD,NarL,OmpR,ArcA,IHF,Fis,Fnr,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12093
b2283,0.145840347312417,nuoG,NADH:quinone oxidoreductase subunit G,Energy production and conversion,"RpoD,YidZ,NarL,ArcA,IHF,Fis,Fnr,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12087
b2284,0.0936192929302864,nuoF,NADH:quinone oxidoreductase subunit F,Energy production and conversion,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",True,True,True,True,True,True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11774
b1656,0.0852966904267327,sodB,superoxide dismutase (Fe),Energy production and conversion,"RpoD,ryhB,fnrS,IHF,Crp,NsrR",False,False,True,False,True,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10954
b2210,0.0834794731120451,mqo,malate:quinone oxidoreductase,Energy production and conversion,"Lrp,ArcA",True,False,False,False,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12069
b4039,-0.1304287331667272,ubiC,chorismate lyase,Coenzyme transport and metabolism,"RpoD,YeiE,Fnr,IHF,NarL,ArcA",True,True,True,True,False,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11369
