locus,gene_weight,gene_name,gene_product,cog,operon,regulator,LexA,link
b2616,0.3267833452,recN,DNA repair protein RecN,"Replication, recombination and repair",recN,"RpoD,DnaA,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10831
b0958,0.29888352690000003,sulA,cell division inhibitor SulA,"Cell cycle control, cell division, chromosome partitioning",sulA,"RpoD,LexA,RcdA,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10984
b1183,0.2481262166,umuD,DNA polymerase V protein UmuD,Transcription,umuDC,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11057
b1848,0.2345551256,yebG,DNA damage-inducible protein YebG,Function unknown,yebG,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11808
b2699,0.2179074107,recA,DNA recombination/repair protein RecA,"Replication, recombination and repair",recAX,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10823
b1184,0.2105120484,umuC,DNA polymerase V catalytic protein,"Replication, recombination and repair",umuDC,"RpoD,YcjW,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11056
b1061,0.2077439688,dinI,DNA damage-inducible protein I,"Replication, recombination and repair",dinI,"RpoD,NagC,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6558
b2698,0.2070335247,recX,RecA inhibitor RecX,Function unknown,recAX,"RpoD,ppGpp,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12080
b3645,0.19885846040000002,dinD,DNA damage-inducible protein D,Function unknown,dinD,"YdcR,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11193
b0231,0.17791580240000002,dinB,DNA polymerase IV,"Replication, recombination and repair",dinB-yafNOP,"RpoD,YcjW,RpoS,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6115
b4043,0.17086397250000002,lexA,DNA-binding transcriptional repressor LexA,Transcription,lexA-dinF,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10533
b1847,0.1589253123,yebF,secreted protein YebF,Function unknown,yebF,"Lrp,ppGpp",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11807
b4044,0.154524145,dinF,DNA damage-inducible protein F,Defense mechanisms,lexA-dinF,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11491
b1741,0.1406113287,cho,endonuclease of nucleotide excision repair,"Replication, recombination and repair",cho,"RpoD,LexA,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6937
b1728,0.1398904818,ydjM,putative inner membrane protein regulated by LexA,Function unknown,ydjM,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6933
b0060,0.1298395887,polB,DNA polymerase II,"Replication, recombination and repair",polB,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10747
b4058,0.12790531930000001,uvrA,excision nuclease subunit A,"Replication, recombination and repair",uvrA,"RpoD,LexA,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11061
b3832,0.104414115,rmuC,putative recombination limiting protein RmuC,Function unknown,rmuC,YbiH,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11472
b0233,0.1040027437,yafO,ribosome-dependent mRNA interferase toxin YafO,Function unknown,dinB-yafNOP,"RpoD,YihW,RpoS,LexA,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6117
b2009,0.1038164367,sbmC,DNA gyrase inhibitor,"Replication, recombination and repair",sbmC,"LexA,Crp,ppGpp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11892
b0799,0.10269141620000001,dinG,ATP-dependent DNA helicase DinG,"Replication, recombination and repair",dinG-ybiB,"RpoD,YafC,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11357
b0232,0.09971479280000001,yafN,antitoxin YafN,"Cell cycle control, cell division, chromosome partitioning",dinB-yafNOP,"RpoD,RpoS,LexA,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6116
b0779,0.09878498690000001,uvrB,excision nuclease subunit B,"Replication, recombination and repair",uvrB,"RpoD,LexA,DnaA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11062
b1861,0.09621809960000001,ruvA,Holliday junction branch migration complex subunit RuvA,"Replication, recombination and repair",ruvAB,LexA,True,https://ecocyc.org/gene?orgid=ECOLI&id=RUVA
b1860,0.0819184426,ruvB,Holliday junction branch migration complex subunit RuvB,"Replication, recombination and repair",ruvAB,LexA,True,https://ecocyc.org/gene?orgid=ECOLI&id=RUVB
b0234,0.0772191344,yafP,putative acyltransferase with acyl-CoA N-acyltransferase domain,Transcription,dinB-yafNOP,"RpoD,RpoS,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6118
b4347,0.07189885430000001,symE,toxic protein SymE,"Translation, ribosomal structure and biogenesis",,"RpoD,symR,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G7940
b3813,0.0684942331,uvrD,ssDNA translocase and dsDNA helicase - DNA helicase II,"Replication, recombination and repair",uvrD,"RpoD,LexA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11064
b0798,0.06431430590000001,ybiA,N-glycosidase YbiA,"Post-translational modification, protein turnover,and chaperones",ybiA,YidZ,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11579
b2008,0.059764819600000005,yeeA,putative transporter YeeA,Function unknown,yeeA,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11891
