locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_1111,0.1890836094845173,PP_1111,putative Synthetase,Function unknown,Op696,RoxR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1111&e1=1&assembly=complete
PP_1362,0.1862390981364129,pykA,pyruvate kinase II,Carbohydrate transport and metabolism,Op849,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1362&e1=1&assembly=complete
PP_1110,0.1774304953160618,PP_1110,serine acetyltransferase,Amino acid transport and metabolism,Op696,RoxR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1110&e1=1&assembly=complete
PP_1808,0.1639165653774701,pgi-I,glucose-6-phosphate isomerase,Nucleotide transport and metabolism,Op1125,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1808&e1=1&assembly=complete
PP_4701,0.1465877043550149,pgi-II,glucose-6-phosphate isomerase,Nucleotide transport and metabolism,Op3066,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4701&e1=1&assembly=complete
PP_1112,0.1425614821950342,PP_1112,conserved membrane protein of unknown function,Amino acid transport and metabolism,Op696,RoxR,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1112&e1=1&assembly=complete
PP_1444,0.1253250708825703,gcd,quinoprotein glucose dehydrogenase,Carbohydrate transport and metabolism,Op911,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1444&e1=1&assembly=complete
PP_3405,0.1162381095190028,PP_3405,conserved membrane protein of unknown function,Amino acid transport and metabolism,Op2206,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3405&e1=1&assembly=complete
PP_1820,0.1131418198945325,PP_1820,Benzoate transport protein,"Secondary metabolites biosynthesis, transport, and catabolism",Op1138,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_1820&e1=1&assembly=complete
PP_3713,-0.181388576290133,catA-I,catechol 1%2C2-dioxygenase,"Secondary metabolites biosynthesis, transport, and catabolism",Op2436,"CatR,Crc",https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3713&e1=1&assembly=complete
