locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PP_3425,0.3117664893838163,PP_3425,Efflux transporter RND family%2C MFP subunit,Cell wall/membrane/envelope biogenesis,Op2220,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3425&e1=1&assembly=complete
PP_3426,0.2915768197838483,mexF,Multidrug efflux RND transporter MexF,Defense mechanisms,Op2220,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3426&e1=1&assembly=complete
PP_3427,0.2867338639007524,oprN,Multidrug efflux RND outer membrane protein OprN,Cell wall/membrane/envelope biogenesis,Op2220,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3427&e1=1&assembly=complete
PP_4858,0.2807805021950094,PP_4858,conserved exported protein of unknown function,Cell motility,Op3171,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_4858&e1=1&assembly=complete
PP_5496,0.2629295538167817,PP_5496,conserved exported protein of unknown function,No COG annotation,Op1287,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_5496&e1=1&assembly=complete
PP_3770,0.2125752225346609,PP_3770,conserved protein of unknown function,No COG annotation,Op2470,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3770&e1=1&assembly=complete
PP_2647,0.1969953383825976,PP_2647,Major facilitator family transporter,Amino acid transport and metabolism,Op1730,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2647&e1=1&assembly=complete
PP_2827,0.1439351678812213,PP_2827,Alcohol dehydrogenase%2C zinc-containing,Energy production and conversion,Op1827,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2827&e1=1&assembly=complete
PP_3519,0.1155729227963376,PP_3519,putative Lipoprotein,No COG annotation,Op2277,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_3519&e1=1&assembly=complete
PP_2023,0.0969515077623555,PP_2023,Glutathione S-transferase family protein,"Post-translational modification, protein turnover, and chaperones",Op1288,,https://pseudomonas.com/primarySequenceFeature/list?strain_ids=110&term=Pseudomonas+putida+KT2440+%28TIGR%29&c1=name&v1=PP_2023&e1=1&assembly=complete
