locus,gene_weight,gene_name,gene_product,cog,regulator,arcA,link
STM1305,0.20167882040000001,astD,succinylglutamic semialdehyde dehydrogenase,Energy production and conversion,"arcA,argR,lrp,ntrC,rpoD,rpoN,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1305
STM1306,0.1905093359,astB,succinylarginine dihydrolase,Amino acid transport and metabolism,"arcA,argR,lrp,ntrC,rpoD,rpoN,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1306
STM1304,0.18143242850000002,astA,arginine succinyltransferase,Amino acid transport and metabolism,"arcA,argR,lrp,ntrC,rpoD,rpoN,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1304
STM1307,0.1755632935,astE,succinylglutamate desuccinylase,Amino acid transport and metabolism,"arcA,argR,lrp,ntrC,rpoD,rpoN,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1307
STM4273,0.1705016907,yjcG,putative SSS family transport protein,Inorganic ion transport and metabolism,"arcA,crp,fis,fnr,ihf,rpoD,rpoN,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4273
STM4274,0.1658636159,yjcH,putative inner membrane protein,Function unknown,"arcA,crp,fis,fnr,ihf,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4274
STM2792,0.1642961588,gabT,4-aminobutyrate aminotransferase,Coenzyme transport and metabolism,"arcA,crp,csiR,h-NS,lrp,nac,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2792
STM1303,0.1613823343,astC,succinylornithine transaminase,Amino acid transport and metabolism,"arcA,argR,lrp,ntrC,rpoD,rpoN,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1303
STM2791,0.1543751948,gabD,NADP-dependent succinate-semialdehyde dehydrogenase I,Energy production and conversion,"arcA,crp,csiR,h-NS,lrp,nac,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2791
STM2793,0.13003675680000001,gabP,RpoS dependent gamma-aminobutyrate transport protein,Amino acid transport and metabolism,"arcA,crp,csiR,h-NS,lrp,nac,rpoD,rpoS,yddM",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2793
STM3982,0.129316062,fadA,3-ketoacyl-CoA thiolase,Lipid transport and metabolism,"arcA,fadR,fis,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3982
STM2790,0.11163594290000001,ygaF,putative sarcosine oxidase-like protein,Function unknown,"arcA,crp,csiR,h-NS,lrp,nac,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2790
STM2794,0.1056944813,ygaE,putative GntR family transcriptional repressor,Transcription,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2794
STM2789,0.07917979800000001,STM2789,putative cytoplasmic protein,Energy production and conversion,"arcA,crp,csiR,h-NS,lrp,nac,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2789
STM4275,0.0769234657,acs,acetyl-CoA synthetase,Nucleotide transport and metabolism,"arcA,crp,fis,fnr,ihf,rpoD,rpoS",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4275
STM3628,0.07674851590000001,dppC,dipeptide transport protein 2,Inorganic ion transport and metabolism,"arcA,fnr,ihf,lrp,nac,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3628
STM3626,0.07530241600000001,dppF,dipeptide transport protein,Inorganic ion transport and metabolism,"arcA,fnr,ihf,lrp,nac,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3626
STM3627,0.0749122999,dppD,dipeptide transport protein,Inorganic ion transport and metabolism,"arcA,fnr,ihf,lrp,nac,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3627
