locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA4469,0.180777937,PA4469,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4469&e1=1&assembly=complete
PA4468,0.164784613,sodM,,superoxide dismutase,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4468&e1=1&assembly=complete
PA4467,0.16445573600000002,PA4467,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4467&e1=1&assembly=complete
PA4470,0.15718114700000002,fumC1,,fumarate hydratase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4470&e1=1&assembly=complete
PA3407,0.14066407,hasAp,,heme acquisition protein HasA,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3407&e1=1&assembly=complete
PA4570,0.126501114,PA4570,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4570&e1=1&assembly=complete
PA3408,0.125033579,hasR,,heme uptake outer membrane receptor HasR,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3408&e1=1&assembly=complete
PA4471,0.12211656200000001,PA4471,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4471&e1=1&assembly=complete
PA4168,0.12181551800000001,fpvB,,second ferric pyoverdine receptor FpvB,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4168&e1=1&assembly=complete
PA1301,0.11715325700000001,PA1301,,transmembrane sensor,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1301&e1=1&assembly=complete
PA2034,0.116818378,PA2034,,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2034&e1=1&assembly=complete
PA2033,0.11461667,PA2033,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2033&e1=1&assembly=complete
PA1300,0.10917818,PA1300,,ECF subfamily sigma-70 factor,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1300&e1=1&assembly=complete
PA3405,0.099956317,hasE,,metalloprotease secretion protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3405&e1=1&assembly=complete
PA4710,0.099605436,phuR,,heme/hemoglobin uptake outer membrane receptor PhuR,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4710&e1=1&assembly=complete
PA4895,0.09948928600000001,PA4895,,transmembrane sensor,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4895&e1=1&assembly=complete
PA1302,0.089666539,PA1302,,heme utilization protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1302&e1=1&assembly=complete
PA3409,0.08819932500000001,PA3409,,transmembrane sensor,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3409&e1=1&assembly=complete
PA4708,0.087813632,phuT,,heme-transporter PhuT,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4708&e1=1&assembly=complete
PA4896,0.08529109600000001,PA4896,,RNA polymerase sigma factor,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4896&e1=1&assembly=complete
PA3406,0.08361421000000001,hasD,,transporter HasD,Defense mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3406&e1=1&assembly=complete
PA3404,0.083212538,PA3404,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3404&e1=1&assembly=complete
PA1911,0.07653644500000001,femR,,sigma factor regulator FemR,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1911&e1=1&assembly=complete
PA1134,0.07622034300000001,PA1134,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1134&e1=1&assembly=complete
PA4142,0.073753681,PA4142,,secretion protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4142&e1=1&assembly=complete
PA4158,0.073527277,fepC,,ferric enterobactin transporter FepC,Coenzyme transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4158&e1=1&assembly=complete
PA2531,0.069681912,PA2531,,aminotransferase,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2531&e1=1&assembly=complete
PA4156,0.069458487,PA4156,,TonB-dependent receptor,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4156&e1=1&assembly=complete
PA2397,0.06877565100000001,pvdE,,pyoverdine biosynthesis protein PvdE,Inorganic ion transport and metabolism,PvdS,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2397&e1=1&assembly=complete
PA1909,0.06776512800000001,PA1909,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1909&e1=1&assembly=complete
PA4709,0.067621655,PA4709,,hemin degrading factor,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4709&e1=1&assembly=complete
PA4155,0.06749558700000001,PA4155,,hypothetical protein,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4155&e1=1&assembly=complete
PA3899,0.064278073,PA3899,,RNA polymerase sigma factor,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3899&e1=1&assembly=complete
PA1912,0.063454155,femI,,ECF sigma factor FemI,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1912&e1=1&assembly=complete
PA4897,0.063329551,PA4897,,hypothetical protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4897&e1=1&assembly=complete
PA0931,0.063258562,pirA,,outer membrane receptor FepA,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0931&e1=1&assembly=complete
PA3410,0.062929619,PA3410,,ECF subfamily sigma-70 factor,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3410&e1=1&assembly=complete
PA4159,0.062556212,fepB,,iron-enterobactin transporter periplasmic binding protein,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4159&e1=1&assembly=complete
PA3900,0.061872378000000006,PA3900,,transmembrane sensor,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3900&e1=1&assembly=complete
PA2027,0.058400986,PA2027,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2027&e1=1&assembly=complete
PA0672,0.058360184,hemO,,heme oxygenase,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0672&e1=1&assembly=complete
PA4706,0.057695987000000004,PA4706,,hemin importer ATP-binding subunit,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4706&e1=1&assembly=complete
PA4141,0.056017743,PA4141,,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4141&e1=1&assembly=complete
PA0707,0.055999124000000004,toxR,,transcriptional regulator ToxR,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0707&e1=1&assembly=complete
PA4144,0.054381736,PA4144,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4144&e1=1&assembly=complete
PA2390,0.052971712000000004,pvdT,,pyoverdine biosynthesis protein PvdT,Defense mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2390&e1=1&assembly=complete
PA0470,0.051168995,fiuA,,ferrichrome receptor FiuA,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0470&e1=1&assembly=complete
PA1715,0.050569502,pscB,,type III export apparatus protein,"Post-translational modification, protein turnover,and chaperones",ExsB,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1715&e1=1&assembly=complete
PA2391,0.050389018,opmQ,,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2391&e1=1&assembly=complete
PA5383,0.049756044000000006,PA5383,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5383&e1=1&assembly=complete
PA0149,0.048999914000000006,PA0149,,ECF subfamily sigma-70 factor,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0149&e1=1&assembly=complete
PA4707,0.048953288000000005,PA4707,,ABC transporter permease,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4707&e1=1&assembly=complete
PA4894,0.047867076,PA4894,,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4894&e1=1&assembly=complete
PA1910,0.047370709000000004,femA,,ferric-mycobactin receptor FemA,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1910&e1=1&assembly=complete
PA2466,0.046722503000000006,foxA,,ferrioxamine receptor FoxA,Inorganic ion transport and metabolism,"FoxR,Fur",https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2466&e1=1&assembly=complete
PA3602,-0.047756312,PA3602,,hypothetical protein,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3602&e1=1&assembly=complete
PA0918,-0.050151396,PA0918,,cytochrome b561,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0918&e1=1&assembly=complete
PA4880,-0.050499722000000004,PA4880,,bacterioferritin,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4880&e1=1&assembly=complete
PA4366,-0.051756858,sodB,,superoxide dismutase,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4366&e1=1&assembly=complete
PA4236,-0.053016974,katA,,catalase,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4236&e1=1&assembly=complete
PA4587,-0.054445524,ccpR,,cytochrome C551 peroxidase,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4587&e1=1&assembly=complete
PA0866,-0.057968655,aroP2,,aromatic amino acid transporter AroP,Amino acid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0866&e1=1&assembly=complete
PA1183,-0.061092349000000004,dctA,,C4-dicarboxylate transport protein,Energy production and conversion,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1183&e1=1&assembly=complete
PA2412,-0.063928143,PA2412,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2412&e1=1&assembly=complete
