locus,gene_weight,gene_name,gene_product,cog,regulator,Fnr,link
b3060,0.1568813875489119,ttdR,DNA-binding transcriptional activator Dan,Transcription,"TtdR,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12694
b1674,0.1402765797111171,ydhY,putative 4Fe-4S ferredoxin-type protein,Energy production and conversion,"RpoS,NarL,NarP,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6902
b4756,0.1335702217345606,yqiD,protein YqiD,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16750
b0375,0.1298732703415419,iprA,putative DNA-binding transcriptional regulator IprA,Transcription,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6226
b0715,0.1259362320697738,abrB,putative regulator,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6384
b3573,0.1185775853054581,ysaA,putative electron transport protein YsaA,Energy production and conversion,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12277
b3408,0.1132208750510342,feoA,ferrous iron transport protein A,Inorganic ion transport and metabolism,"RpoD,Fur,Fnr,NagC,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG12101
b4409,0.1021893928226371,blr,beta-lactam resistance protein,No COG annotation,RpoS,False,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9561
b2298,0.101121266945059,yfcC,putative transporter YfcC,Function unknown,"YeiE,ppGpp,ArgR,Lrp",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7190
b2726,0.1007234748664222,hypA,hydrogenase 3 nickel incorporation protein HypA,Function unknown,"RpoN,NsrR,IHF,FhlA",False,https://ecocyc.org/gene?orgid=ECOLI&id=EG10483
b0872,0.099953808560799,hcr,NADH oxidoreductase,Energy production and conversion,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6456
b0873,0.0993461187350359,hcp,protein S-nitrosylase,Energy production and conversion,"RpoE,NarP,NsrR,OxyR,NarL,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6457
b0621,0.0992797469146871,dcuC,anaerobic C4-dicarboxylate transporter DcuC,Inorganic ion transport and metabolism,"YeiE,Fnr,ArcA",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6347
b1750,0.0983986685944312,ydjX,DedA family protein YdjX,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6945
b4380,0.0960422056787574,yjjI,DUF3029 domain-containing protein YjjI,Nucleotide transport and metabolism,YciT,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG12171
b1625,0.0924047476377129,cnu,H-NS- and StpA-binding protein,Transcription,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6869
b2966,0.0907146583822861,yqgA,DUF554 domain-containing protein YqgA,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7534
b0919,0.0868530800270387,ycbJ,putative phosphotransferase YcbJ,Function unknown,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6473
b4364,0.0846424629146771,yjjP,putative succinate exporter YjjP,Function unknown,"H-NS,GlaR",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7946
b3746,0.0832718333921736,ravA,regulatory ATPase RavA,Function unknown,"RpoS,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG11731
b2727,0.0831873340511669,hypB,hydrogenase isoenzymes nickel incorporation protein HypB,Transcription,"RpoN,NsrR,IHF,FhlA,Fnr",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10484
b0007,0.0822391115986051,yaaJ,putative transporter YaaJ,Amino acid transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=EG11555
b1587,0.0818663895444181,ynfE,putative selenate reductase YnfE,Energy production and conversion,"RpoD,RpoS,NarL,Fnr,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6845
b0837,0.0815452526818662,yliI,aldose sugar dehydrogenase YliI,Carbohydrate transport and metabolism,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G6437
b1593,0.0798310327537265,ynfK,putative dethiobiotin synthetase,Coenzyme transport and metabolism,"RpoD,RpoH,Crp,Mlc,Fnr,Nac",True,https://ecocyc.org/gene?orgid=ECOLI&id=G6851
b3211,0.0793685129354569,yhcC,radical SAM family oxidoreductase YhcC,Function unknown,"YihW,YahB,YjhI,YhjC,YiaU,YedW,ArgR,Nac",False,https://ecocyc.org/gene?orgid=ECOLI&id=G7669
b2292,0.0793610481162053,yfbS,putative transporter YfbS,Inorganic ion transport and metabolism,YcjW,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7186
b4139,0.0786551522732071,aspA,aspartate ammonia-lyase,Amino acid transport and metabolism,"RpoD,Fnr,Crp,NarL,DcuR,Lrp",True,https://ecocyc.org/gene?orgid=ECOLI&id=EG10095
b4128,0.0762533994891637,ghoS,antitoxin of the GhoTS toxin-antitoxin system,No COG annotation,,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7830
b3158,0.0742255398197968,yhbU,putative peptidase YhbU,"Post-translational modification, protein turnover,and chaperones",Nac,False,https://ecocyc.org/gene?orgid=ECOLI&id=G7652
