locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,operon,regulator,link
SACI_RS03110,0.2805661878940391,Saci_0653,Saci_0653,tRNA methyltransferase,General Function Prediction Only,Op351,,https://www.uniprot.org/uniprot/A0A0U3GNB5
SACI_RS03315,0.15100765841188676,rpl24e,Saci_0697,50S ribosomal protein L24e,"Translation, ribosomal structure and biogenesis",Op371,,https://www.uniprot.org/uniprot/A0A0U2N9E7
SACI_RS07005,0.1372194291630111,rpl39e,Saci_1467,50S ribosomal protein L39e,"Translation, ribosomal structure and biogenesis",Op806,,https://www.uniprot.org/uniprot/UPI0000170023
SACI_RS11610,0.1325975793508769,Saci_0873,Saci_0873,YHS domain-containing protein,Function Unknown,Op459,,https://www.uniprot.org/uniprot/M1ITZ6
SACI_RS00405,0.1200824240276984,rpoN,Saci_0087,DNA-directed RNA polymerase subunit N,Transcription,Op45,,https://www.uniprot.org/uniprot/A0A0U3H4H5
SACI_RS03740,0.11968582266898455,Saci_0781,Saci_0781,uroporphyrinogen-III synthase,Coenzyme transport and metabolism,Op414,,https://www.uniprot.org/uniprot/A0A0U3GKS6
SACI_RS07535,0.1108368908935814,hisE,Saci_1580,phosphoribosyl-ATP diphosphatase,Amino acid transport and metabolism,Op869,,https://www.uniprot.org/uniprot/A0A0U3H7U1
SACI_RS04820,0.10683175993805684,Saci_1010,Saci_1010,DUF1947 domain-containing protein,"Translation, ribosomal structure and biogenesis",Op528,,https://www.uniprot.org/uniprot/A0A0U3GS18
SACI_RS11845,0.10587559996682798,SACI_RS11845,,molybdopterin-dependent oxidoreductase,No arCOG annotation,Op627,,https://www.uniprot.org/uniprot/UPI0002B27A63
SACI_RS11320,0.10307352803337487,ndhE,Saci_2340,NADH-quinone oxidoreductase subunit K,Energy production and conversion,Op1425,,https://www.uniprot.org/uniprot/A0A0U3GPW4
SACI_RS01115,0.10301874292250557,SACI_RS01115,,hypothetical protein,No arCOG annotation,Op122,,https://www.uniprot.org/uniprot/A0A0U2W4Y9
SACI_RS03630,0.1028677055956176,Saci_0759,Saci_0759,hypothetical protein,"Intracellular trafficking, secretion, and vesicular transport",Op405,,https://www.uniprot.org/uniprot/A0A0U2NER7
SACI_RS01980,0.09601298713497844,Saci_0405,Saci_0405,hypothetical protein,No arCOG annotation,Op229,,https://www.uniprot.org/uniprot/M1IA13
SACI_RS06245,0.09554332155678187,pyrH,Saci_1306,UMP kinase,Nucleotide transport and metabolism,Op727,,https://www.uniprot.org/uniprot/A0A0U2NCA1
SACI_RS03325,0.09525870525301652,upp,Saci_0699,uracil phosphoribosyltransferase,Nucleotide transport and metabolism,Op372,,https://www.uniprot.org/uniprot/A0A0U2WZZ2
SACI_RS02300,0.09368851438987297,Saci_0476,Saci_0476,"ribbon-helix-helix protein, CopG family",Transcription,Op270,,https://www.uniprot.org/uniprot/UPI0002B25AF9
SACI_RS03705,0.09076883852338682,Saci_0774,Saci_0774,hypothetical protein,Function Unknown,Op413,,https://www.uniprot.org/uniprot/A0A0U2W3Q4
SACI_RS10950,0.0904820886949068,Saci_2264,Saci_2264,DUF1404 domain-containing protein,Function Unknown,Op1375,,https://www.uniprot.org/uniprot/A0A0U3FH85
SACI_RS06105,0.08820805962625135,gins15,Saci_1278,hypothetical protein,"Replication, recombination and repair",Op717,,https://www.uniprot.org/uniprot/A0A0U2XZ09
SACI_RS09595,0.08605021038629725,Saci_1984,Saci_1984,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,Op1177,,https://www.uniprot.org/uniprot/A0A0U3GXS5
SACI_RS06975,0.08202560481895736,secE,Saci_1461,protein translocase SEC61 complex subunit gamma,"Intracellular trafficking, secretion, and vesicular transport",Op806,,https://www.uniprot.org/uniprot/UPI00001357A4
SACI_RS02305,0.08031711923968146,Saci_0477,Saci_0477,hypothetical protein,Function Unknown,Op270,,https://www.uniprot.org/uniprot/A0A0U3FNZ8
SACI_RS03590,0.07680385342738577,lysZ,Saci_0751,[LysW]-aminoadipate/[LysW]-glutamate kinase,Amino acid transport and metabolism,Op404,,https://www.uniprot.org/uniprot/A0A0U3GN43
SACI_RS04000,0.07521679492790577,Saci_0835,Saci_0835,DNA-binding protein,Transcription,Op438,,https://www.uniprot.org/uniprot/A0A0U2WZP5
SACI_RS11615,0.06978425276895135,Saci_0915,Saci_0915,YHS domain-containing protein,Function Unknown,Op480,,https://www.uniprot.org/uniprot/UPI000055241C
SACI_RS07435,0.06922062048837445,Saci_1560,Saci_1560,ACT domain-containing protein,Function Unknown,Op858,,https://www.uniprot.org/uniprot/A0A0U3FUK9
SACI_RS11555,-0.06890904573462273,SACI_RS11555,,putative integrase,No arCOG annotation,Op336,,https://www.uniprot.org/uniprot/UPI0011BFB8BC
SACI_RS02310,-0.06977543219453268,Saci_0478,Saci_0478,XRE family HTH transcriptional regulator (xenobiotic response element),Function Unknown,Op270,,https://www.uniprot.org/uniprot/A0A0U2WSV4
SACI_RS11900,-0.07363325260453307,Saci_2071,Saci_2071,hypothetical protein,Function Unknown,Op1230,,https://www.uniprot.org/uniprot/A0A0U3FPY8
SACI_RS11860,-0.07447702111461084,Saci_1527,Saci_1527,hypothetical protein,Function Unknown,Op842,,https://www.uniprot.org/uniprot/UPI000055263D
SACI_RS11660,-0.07452123213649825,Saci_1450,Saci_1450,putative integrase,Function Unknown,Op804,,https://www.uniprot.org/uniprot/UPI0009B5CE2A
SACI_RS05390,-0.07573923364463203,Saci_1130,Saci_1130,hypothetical protein,Function Unknown,Op615,,https://www.uniprot.org/uniprot/A0A0U3FRW4
SACI_RS10405,-0.08650141695632754,Saci_2151,Saci_2151,sulfite exporter TauE/SafE family protein,General Function Prediction Only,Op1293,"hypotonic-K,hypotonic-Na,hypotonic-all",https://www.uniprot.org/uniprot/A0A0U3GUX1
