locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS09570,0.1244315382648156,PN96_RS09570,DUF1538 domain-containing protein,Function unknown,Op2392,,
PN96_RS20625,0.1160019321863848,PN96_RS20625,anaerobic C4-dicarboxylate transporter,Function unknown,Op1443,,
PN96_RS09565,0.0943481762113702,PN96_RS09565,DUF1538 domain-containing protein,Function unknown,Op2392,,
PN96_RS08910,0.0938389895944844,PN96_RS08910,hypothetical protein,No COG annotation,Op2304,,
PN96_RS10720,0.0922067863232129,PN96_RS10720,CBS domain-containing protein,Function unknown,Op2519,,
PN96_RS07525,0.0907748488889817,PsrA,TetR family transcriptional regulator,Transcription,Op1920,PsrA,
PN96_RS06080,0.0902190271172079,PN96_RS06080,fructosamine kinase family protein,Carbohydrate transport and metabolism,Op1532,,
PN96_RS13185,0.0891338198390382,uspA,universal stress protein UspA,Signal transduction mechanisms,Op2815,,
PN96_RS09185,0.0876829972715951,PN96_RS09185,hemolysin family protein,Inorganic ion transport and metabolism,Op2337,,
PN96_RS09560,0.0876302031412025,PN96_RS09560,P-II family nitrogen regulator,Transcription,Op2392,,
PN96_RS13445,0.0847983786826507,PN96_RS13445,hypothetical protein,No COG annotation,Op2847,,
PN96_RS21110,0.0826135746518499,PN96_RS21110,HAD-IA family hydrolase,Function unknown,Op1588,,
PN96_RS22535,0.0818140049573213,PN96_RS22535,LysR family transcriptional regulator,Transcription,Op1989,,
PN96_RS14475,0.0795862027937842,aspA,aspartate ammonia-lyase,Amino acid transport and metabolism,Op2961,"Crp,NarP",
PN96_RS04830,0.0783257223049806,PN96_RS04830,Gfo/Idh/MocA family oxidoreductase,Function unknown,Op1192,,
PN96_RS06430,0.0782470910758529,PN96_RS06430,PAS factor family protein,Function unknown,Op1624,,
PN96_RS03405,0.0781768533377138,PN96_RS03405,MgtC/SapB family protein,Function unknown,Op844,,
PN96_RS14585,0.0781160815252268,frdA,fumarate reductase (quinol) flavoprotein subunit,Energy production and conversion,Op2979,"Crp,FNR,HapR",
PN96_RS03605,0.0780804091494483,ptsG,PTS glucose transporter subunit IIBC,Carbohydrate transport and metabolism,Op908,"Crp,HexR,Mlc,NagC",
PN96_RS23165,0.0776393533134547,PN96_RS23165,universal stress protein,Signal transduction mechanisms,Op2160,,
PN96_RS21160,0.0769649990577186,PN96_RS21160,amino acid ABC transporter ATP-binding protein,Amino acid transport and metabolism,Op1601,,
PN96_RS09555,0.0747838958363574,PN96_RS09555,CBS domain-containing protein,Signal transduction mechanisms,Op2392,,
PN96_RS07455,0.0738080185452138,PN96_RS07455,cyclic nucleotide-binding domain-containing protein,Signal transduction mechanisms,Op1897,,
PN96_RS05375,0.0738038688426307,PN96_RS05375,hypothetical protein,No COG annotation,Op1325,,
PN96_RS10455,0.0717448928187823,PN96_RS10455,helix-turn-helix domain-containing protein,Transcription,Op2484,,
PN96_RS04080,0.0706099681502438,PN96_RS04080,transcriptional regulator,Amino acid transport and metabolism,Op1023,HapR,
PN96_RS17545,0.070271568651599,PN96_RS17545,elongation factor G,"Translation, ribosomal structure and biogenesis",Op628,,
PN96_RS21045,0.0698759997972769,PN96_RS21045,ATP-dependent endonuclease,"Replication, recombination and repair",Op1570,Crp,
PN96_RS07405,0.0697909382710451,PN96_RS07405,DASS family sodium-coupled anion symporter,Inorganic ion transport and metabolism,Op1880,,
PN96_RS17985,0.0693792897278325,PN96_RS17985,YdcH family protein,Function unknown,Op749,,
PN96_RS14645,0.0689435945447089,PN96_RS14645,SLC13 family permease,Inorganic ion transport and metabolism,Op2988,,
PN96_RS07470,0.0687986585708274,TfoX,TfoX/Sxy family DNA transformation protein,Transcription,Op1901,"AphA,Crp,NagC,TfoX",
PN96_RS05555,0.0687512477428726,yccX,acylphosphatase,Energy production and conversion,Op1388,,
PN96_RS03630,0.0679606454386925,pyk,pyruvate kinase,Carbohydrate transport and metabolism,Op915,Crp,
PN96_RS13625,0.067288426443964,PN96_RS13625,Bcr/CflA family multidrug efflux MFS transporter,Amino acid transport and metabolism,Op2863,Crp,
PN96_RS14580,0.065428643582606,PN96_RS14580,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,Energy production and conversion,Op2979,"Crp,FNR,HapR",
