locus,gene_weight,gene_name,gene_product,cog,regulator,narP,link
STM2258,0.2566186246,napG,ferredoxin-type protein,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2258
STM2256,0.24307431880000002,napB,periplasmic small subunit nitrate reductase of cytochrome C550,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2256
STM2257,0.23343252320000002,napH,ferredoxin-type protein,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2257
STM2255,0.2314219582,napC,periplasmic nitrate reductase,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2255
STM2259,0.2089298612,napA,periplasmic large subunit nitrate reductase,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2259
STM3815,0.186118941,ccmE,periplasmic heme-dependent peroxidase,"Post-translational modification, protein turnover,and chaperones","flhD;flhC,fnr,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3815
STM3817,0.1761061153,ccmC,ABC superfamily (membrane) heme exporter protein,"Post-translational modification, protein turnover,and chaperones","flhD;flhC,fnr,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3817
STM2261,0.17174257310000002,napF,ferredoxin-type protein,Energy production and conversion,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2261
STM3818,0.16951482480000002,ccmB,heme exporter protein,"Post-translational modification, protein turnover,and chaperones","flhD;flhC,fnr,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3818
STM4280,0.1694229674,nrfD,putative formate dependent nitrate reductase,Inorganic ion transport and metabolism,"arcA,fis,flhD;flhC,fnr,ihf,narL,narP,nsrR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4280
STM2254,0.1668962208,ccmA,ABC superfamily (membrane) heme exporter protein,Inorganic ion transport and metabolism,,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2254
STM2260,0.1655217869,napD,periplasmic nitrate reductase,Inorganic ion transport and metabolism,"flhD;flhC,fnr,iscR,lrp,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM2260
STM3814,0.16202382980000002,ccmF,cytochrome c-type biogenesis protein,"Post-translational modification, protein turnover,and chaperones","flhD;flhC,fnr,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3814
STM4279,0.1485012582,nrfC,putative formate-dependent nitrite reductase,Energy production and conversion,"arcA,fis,flhD;flhC,fnr,ihf,narL,narP,nsrR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4279
STM3813,0.14302896240000001,ccmG,heme lyase disulfide oxidoreductase,Energy production and conversion,"flhD;flhC,fnr,modE,nac,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3813
STM3475,0.13653022180000002,nirD,nitrite reductase small subunit,Inorganic ion transport and metabolism,"cra,crp,fis,fnr,h-NS,ihf,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3475
STM4277,0.1320579109,nrfA,nitrite reductase periplasmic cytochrome c(552),Energy production and conversion,"arcA,fis,flhD;flhC,fnr,ihf,narL,narP,nsrR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4277
STM4278,0.12299630500000001,nrfB,formate-dependent nitrite reductase,Inorganic ion transport and metabolism,"arcA,fis,flhD;flhC,fnr,ihf,narL,narP,nsrR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4278
STM4281,0.11730025790000001,nrfE,formate-dependent nitrite reductase,"Post-translational modification, protein turnover,and chaperones",,False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4281
STM3474,0.0921845233,nirB,nitrite reductase large subunit,Energy production and conversion,"cra,crp,fis,fnr,h-NS,ihf,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3474
STM3476,0.0893591536,nirC,FNT family nitrite transport protein,Inorganic ion transport and metabolism,"cra,crp,fis,fnr,h-NS,ihf,narL,narP,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM3476
STM4282,0.08760198200000001,nrfG,component of formate-dependent nitrite reductase complex,"Post-translational modification, protein turnover,and chaperones","arcA,fis,flhD;flhC,fnr,ihf,narL,narP,nsrR,rpoD",True,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM4282
STM1762,0.076688372,narJ,nitrate reductase 1%2C delta subunit,Energy production and conversion,"fis,fnr,ihf,narL,rpoD,rstA",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1762
STM1761,0.0669194682,narI,nitrate reductase 1%2C cytochrome b(NR)%2C gamma subunit,Energy production and conversion,"fis,fnr,ihf,narL,rpoD,rstA",False,https://salmonella.biocyc.org/gene?orgid=SENT99287&id=STM1761
