locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA1679,0.1413602203,PA1679,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1679&e1=1&assembly=complete
PA4326,0.1392411564,PA4326,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4326&e1=1&assembly=complete
PA3526,0.1356075832,PA3526,hypothetical protein,Cell wall/membrane/envelope biogenesis,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3526&e1=1&assembly=complete
PA1092,0.1323578211,fliC,B-type flagellin,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1092&e1=1&assembly=complete
PA1095,0.1319282866,PA1095,B-type flagellar protein FliS,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1095&e1=1&assembly=complete
PA4633,0.12153130420000001,PA4633,chemotaxis transducer,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4633&e1=1&assembly=complete
PA2652,0.12136502140000001,PA2652,methyl-accepting chemotaxis protein,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2652&e1=1&assembly=complete
PA1423,0.1212801408,bdlA,biofilm dispersion protein,Signal transduction mechanisms,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1423&e1=1&assembly=complete
PA1096,0.1183232657,PA1096,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1096&e1=1&assembly=complete
PA1608,0.11822612260000001,PA1608,chemotaxis transducer,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1608&e1=1&assembly=complete
PA4309,0.11325750570000001,pctA,chemotactic transducer PctA,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4309&e1=1&assembly=complete
PA2788,0.112031166,PA2788,chemotaxis transducer,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2788&e1=1&assembly=complete
PA4310,0.112020454,pctB,chemotactic transducer PctB,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4310&e1=1&assembly=complete
PA1093,0.1102289852,PA1093,hypothetical protein,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1093&e1=1&assembly=complete
PA1545,0.1067591235,PA1545,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1545&e1=1&assembly=complete
PA3349,0.0951298074,PA3349,chemotaxis protein,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3349&e1=1&assembly=complete
PA2654,0.0912452899,PA2654,chemotaxis transducer,Cell motility,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA2654&e1=1&assembly=complete
