locus,gene_weight,gene_name,gene_product,cog,regulator,link
PA3574a,0.1480414526,PA3574a,copper chaperone CopZ,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3574a&e1=1&assembly=complete
PA5524,0.1443723939,PA5524,short-chain dehydrogenase,Lipid transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA5524&e1=1&assembly=complete
PA4611,0.1261667712,PA4611,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4611&e1=1&assembly=complete
PA0529,0.1219625641,PA0529,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0529&e1=1&assembly=complete
PA1592,0.1212502611,PA1592,hypothetical protein,No COG annotation,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA1592&e1=1&assembly=complete
PA3531,0.09839571670000001,bfrB,bacterioferritin,Inorganic ion transport and metabolism,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3531&e1=1&assembly=complete
PA3601,0.09640910180000001,PA3601,50S ribosomal protein L31 type B,"Translation, ribosomal structure and biogenesis",Zur,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3601&e1=1&assembly=complete
PA4463,0.09503896170000001,PA4463,hypothetical protein,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4463&e1=1&assembly=complete
PA3351,0.0913220496,flgM,protein FlgM,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3351&e1=1&assembly=complete
PA3920,0.0894723959,PA3920,metal transporting P-type ATPase,Inorganic ion transport and metabolism,CueR,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3920&e1=1&assembly=complete
