locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4711,0.2638711388,insH21,IS5 transposase and trans-activator,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16639
b1331,0.2598883312,insH-4,IS5 transposase and trans-activator,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6667
b2982,0.2323666328,insH-9,IS5 transposase and trans-activator,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7548
b0360,0.22405576900000002,insC-1,IS2 element protein InsA,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6212
b3044,0.222239807,insC-5,IS2 insertion element repressor InsA,"Replication, recombination and repair",,"RpoS,Lrp,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G7583
b3045,0.1925542781,insD-5,IS2 insertion element protein InsB,"Replication, recombination and repair",,"RpoS,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G7584
b0298,0.17873241210000002,insE-1,IS3 element protein InsE,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6168
b0361,0.17810590210000002,insD-1,IS2 element protein,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6213
b4272,0.1759062103,insC-6,KpLE2 phage-like element%3B IS2 insertion element repressor InsA,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7894
b2088,0.1722558711,insE-5,IS3 element protein InsE,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7125
b4273,0.16735183110000001,insD-6,KpLE2 phage-like element%3B IS2 insertion element protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7895
b0540,0.16536218500000002,insE-3,DLP12 prophage%3B IS3 element protein InsE,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6296
b4516,0.16137304700000002,insA-4,IS1 protein InsA,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10430
b1578,0.1575032525,insD-7,Qin prophage%3B putative transposase,"Replication, recombination and repair",,"RpoD,DicA,DicA,RpoD",https://ecocyc.org/gene?orgid=ECOLI&id=G6836
b3444,0.1555023931,insA-6,IS1 protein InsA,"Replication, recombination and repair",,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7761
b3445,0.1550087292,insB-6,IS1 protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7762
b2089,0.1497984802,insF-5,IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G7126
b0299,0.1445047589,insF-1,IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6169
b0541,0.1384611856,insF-3,DLP12 prophage%3B IS3 element protein InsF,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6297
b0988,0.1269264857,insB-4,IS1 protein InsB,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6509
b1404,0.1204504376,insI-2,IS30 transposase,"Replication, recombination and repair",,,https://ecocyc.org/gene?orgid=ECOLI&id=G6725
b1373,0.0798465953,tfaR,Rac prophage%3B putative tail fiber assembly protein TfaR,Function unknown,,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G6696
b0256,0.0711403613,insI-1,IS30 transposase,"Replication, recombination and repair",,"RpoS,ppGpp,RpoS",https://ecocyc.org/gene?orgid=ECOLI&id=G6131
b3980,0.0695028077,tufB,translation elongation factor Tu 2,"Translation, ribosomal structure and biogenesis",thrU-tyrU-glyT-thrT-tufB,"RpoD,Fis,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11037
b3638,-0.0663725,yicR,RadC-like JAB domain-containing protein YicR,Amino acid transport and metabolism,yicR-rpmBG-mutM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11312
