locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b1110,0.2697198837,ycfJ,PF05433 family protein YcfJ,Function unknown,ycfJ,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12444
b0379,0.2032597586,yaiY,inner membrane protein,Function unknown,yaiY,"Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6228
b2390,0.20102347180000002,ypeC,DUF2502 domain-containing protein YpeC,Function unknown,ypeC,,https://ecocyc.org/gene?orgid=ECOLI&id=G7252
b1172,0.1941460283,ymgG,PF13488 family protein YmgG,Function unknown,ymgGD,gcvB,https://ecocyc.org/gene?orgid=ECOLI&id=G6612
b2466,0.1705639028,ypfG,DUF1176 domain-containing protein YpfG,Function unknown,ypfG,,https://ecocyc.org/gene?orgid=ECOLI&id=G7295
b1379,0.1590575421,hslJ,lipoprotein implicated in Novobiocin resistance,"Post-translational modification, protein turnover,and chaperones",hslJ,"RpoD,CysB",https://ecocyc.org/gene?orgid=ECOLI&id=G6702
b1283,0.15510161290000002,osmB,osmotically-inducible lipoprotein OsmB,Cell wall/membrane/envelope biogenesis,osmB,"RpoD,RcsB,omrA,RpoS,Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10679
b1171,0.14665445500000002,ymgD,PF16456 family protein YmgD,Function unknown,ymgGD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6611
b0220,0.1318935855,ivy,periplasmic chaperone%2C inhibitor of vertebrate C-type lysozyme,"Post-translational modification, protein turnover,and chaperones",ivy,"ppGpp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6104
b1639,0.1285397959,mliC,inhibitor of c-type lysozyme%2C putative lipoprotein,Function unknown,mliC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11488
b1481,0.1269545629,bdm,biofilm-dependent modulation protein,Function unknown,bdm-sra,RcsB,https://ecocyc.org/gene?orgid=ECOLI&id=G6776
b2671,0.117635868,ygaC,protein YgaC,Function unknown,ygaC,"Fur,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12201
b1951,0.10680771380000001,rcsA,DNA-binding transcriptional activator RcsA,Transcription,rcsA,"RpoD,H-NS,RcsAB,GadE,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG10820
b4593,0.1015835055,ymgI,uncharacterized protein YmgI,No COG annotation,ymgI,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10589
b0439,0.0905176656,lon,Lon protease,"Post-translational modification, protein turnover,and chaperones",clpPX-lon,"RpoD,RpoE,RpoH,gcvB,GadX",https://ecocyc.org/gene?orgid=ECOLI&id=EG10542
