locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4589,0.31537305730000004,ylcI,DLP12 prophage%3B DUF3950 domain-containing protein YlcI,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10585
b2579,0.2750841522,grcA,stress-induced alternate pyruvate formate-lyase subunit,Function unknown,grcA,"PdhR,RpoD,YfeD,YneJ,Crp,Fis,ArcA,Fur,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG11784
b1256,0.2585879109,ompW,outer membrane protein W,Cell wall/membrane/envelope biogenesis,ompW,"rybB,Crp,ArcA,NarL,Fnr,SoxS,Fur,micA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11124
b3158,0.25074906080000003,yhbU,putative peptidase YhbU,"Post-translational modification, protein turnover,and chaperones",yhbUV,Nac,https://ecocyc.org/gene?orgid=ECOLI&id=G7652
b1541,0.2251040407,ydfZ,putative selenoprotein YdfZ,Function unknown,ydfZ,Fnr,https://ecocyc.org/gene?orgid=ECOLI&id=G6815
b1593,0.2080643537,ynfK,putative dethiobiotin synthetase,Coenzyme transport and metabolism,mlc-ynfK,"RpoD,RpoH,Crp,Mlc,Fnr,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6851
b0836,0.1971270527,bssR,regulator of biofilm formation,Function unknown,bssR,,https://ecocyc.org/gene?orgid=ECOLI&id=G6436
b3476,0.1918548743,nikA,Ni(2(+)) ABC transporter periplasmic binding protein,Amino acid transport and metabolism,nikABCDER,"RpoN,NarL,NikR,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG12075
b1750,0.1702454564,ydjX,DedA family protein YdjX,Function unknown,ydjXYZ-ynjABCD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6945
b4533,0.1497670578,ynfO,Qin prophage%3B protein YnfO,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10452
b0904,0.1431394068,focA,formate channel FocA,Inorganic ion transport and metabolism,focA-pflB,"RpoD,YqhC,Crp,ArcA,IHF,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG11258
b3365,0.1184414047,nirB,nitrite reductase catalytic subunit NirB,Energy production and conversion,nirBDC-cysG,"RpoD,Cra,Crp,IHF,NarL,NarP,Fis,H-NS,Fnr,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10653
b1906,0.1154052564,yecH,DUF2492 domain-containing protein YecH,Function unknown,yecH,,https://ecocyc.org/gene?orgid=ECOLI&id=G7036
b3060,0.0944986364,ttdR,DNA-binding transcriptional activator Dan,Transcription,ttdR,"TtdR,GlaR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12694
b2111,0.0925752497,yehD,putative fimbrial protein YehD,Cell motility,yehDCBA,GlaR,https://ecocyc.org/gene?orgid=ECOLI&id=EG11990
b0894,0.0892385158,dmsA,dimethyl sulfoxide reductase subunit A,Energy production and conversion,dmsABC,"RpoD,YciT,Fis,ModE,IHF,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG10232
b4238,0.08889990410000001,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,nrdDG,"RpoD,NrdR,H-NS,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG11417
b1751,0.08871042030000001,ydjY,4Fe-4S ferredoxin-type domain-containing protein YdjY,No COG annotation,ydjXYZ-ynjABCD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6946
b3211,0.08795198180000001,yhcC,radical SAM family oxidoreductase YhcC,Function unknown,yhcC,"YihW,YahB,YjhI,YhjC,YiaU,YedW,ArgR,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G7669
b4380,0.0837305253,yjjI,DUF3029 domain-containing protein YjjI,Nucleotide transport and metabolism,yjjI,YciT,https://ecocyc.org/gene?orgid=ECOLI&id=EG12171
b3159,0.0820566135,yhbV,putative peptidase YhbV,"Post-translational modification, protein turnover,and chaperones",yhbUV,,https://ecocyc.org/gene?orgid=ECOLI&id=G7653
b1474,0.0780023379,fdnG,formate dehydrogenase N subunit alpha,Energy production and conversion,fdnGHI,"RpoD,NarP,NarL,Fnr",https://ecocyc.org/gene?orgid=ECOLI&id=EG11227
b3408,0.0753423495,feoA,ferrous iron transport protein A,Inorganic ion transport and metabolism,feoABC,"RpoD,Fnr,NagC,Fur,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG12101
b1757,0.0722005086,ynjE,molybdopterin synthase sulfurtransferase,Cell wall/membrane/envelope biogenesis,ynjE,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G6952
b4756,0.0658111166,yqiD,protein YqiD,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16750
b2208,0.0651308707,napF,ferredoxin-type protein,Energy production and conversion,napFDAGHBC-ccmABCDEFGH,"RpoD,FlhDC,ModE,IscR,NarP,NarL,Fnr,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12068
b2531,-0.0744754452,iscR,DNA-binding transcriptional dual regulator IscR,Transcription,iscRSUA,"RpoD,ryhB,YidZ,IscR,fnrS",https://ecocyc.org/gene?orgid=ECOLI&id=G7326
b1445,-0.1028253182,ortT,orphan toxin OrtT,Function unknown,,"Crp,Fnr,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6756
