locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_05100,0.2030844357,SP5448_05100,hypothetical protein,Function unknown,"CcpA_core_M1,Rgg,VicR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.967%22)
SP5448_05090,0.19753327810000001,oadB,glutaconyl-CoA decarboxylase subunit beta,Energy production and conversion,"CcpA_core_M1,CovR,Rgg,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.965%22)
SP5448_05095,0.19066676470000002,gcdC_1,acetyl-CoA carboxylase,Lipid transport and metabolism,"CcpA_core_M1,CovR,Rgg,CovR,CovR,VicR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.966%22)
SP5448_05085,0.1828471691,SP5448_05085,membrane protein,Function unknown,,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.964%22)
SP5448_05080,0.1788226508,citD,citrate lyase subunit gamma,Energy production and conversion,"CcpA_core_M1,CovR,Rgg,Rgg,Nra_transition_M49,Irr_EE_M6,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.963%22)
SP5448_05075,0.1727949613,citE,citrate lyase subunit beta,Carbohydrate transport and metabolism,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.962%22)
SP5448_05070,0.1631729402,citF,citrate lyase subunit alpha,Coenzyme transport and metabolism,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR,CovR,Nra_exponetional_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.961%22)
SP5448_05065,0.16302322530000002,citX,ACP synthase,Coenzyme transport and metabolism,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,Nra_exponetional_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.960%22)
SP5448_05060,0.15854549580000002,oadA_1,oxaloacetate decarboxylase,Energy production and conversion,"CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR,CovR,Nra_transition_M49,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.959%22)
SP5448_05125,0.1449991893,gcdC_2,methylmalonyl-CoA decarboxylase,Lipid transport and metabolism,Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.972%22)
SP5448_05135,0.1363024752,oadA_2,oxaloacetate decarboxylase,Energy production and conversion,"Rgg,CovR,CovR,Irr_LE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.974%22)
SP5448_05105,0.1290356477,citM,citrate transporter,Energy production and conversion,"CcpA,CcpA_core_M1,CovR,CovR,CovR,Nra_transition_M49",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.968%22)
SP5448_05120,0.1263011638,gcdB,glutaconyl-CoA decarboxylase subunit beta,Energy production and conversion,"Rgg,Nra_stationary_M49,Irr_EE_M6",https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.971%22)
SP5448_05130,0.1258140224,SP5448_05130,membrane protein,Function unknown,Rgg,https://www.patricbrc.org/search/?keyword(%22fig%7C1314.194.peg.973%22)
