locus,gene_weight,gene_name,old_locus_tag,gene_product,cog,regulator,link
PA4255,0.138479973,rpmC,,50S ribosomal protein L29,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4255&e1=1&assembly=complete
PA4256,0.13327191300000002,rplP,,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4256&e1=1&assembly=complete
PA4258,0.12846801900000002,rplV,,50S ribosomal protein L22,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4258&e1=1&assembly=complete
PA4242,0.128443058,rpmJ,,50S ribosomal protein L36,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4242&e1=1&assembly=complete
PA4253,0.12512167600000001,rplN,,50S ribosomal protein L14,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4253&e1=1&assembly=complete
PA4257,0.12363088400000001,rpsC,,30S ribosomal protein S3,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4257&e1=1&assembly=complete
PA4259,0.121033129,rpsS,,30S ribosomal protein S19,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4259&e1=1&assembly=complete
PA4252,0.11986288900000001,rplX,,50S ribosomal protein L24,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4252&e1=1&assembly=complete
PA4272,0.11325378900000001,rplJ,,50S ribosomal protein L10,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4272&e1=1&assembly=complete
PA4260,0.109754922,rplB,,50S ribosomal protein L2,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4260&e1=1&assembly=complete
PA4261,0.109380695,rplW,,50S ribosomal protein L23,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4261&e1=1&assembly=complete
PA4254,0.107447315,rpsQ,,30S ribosomal protein S17,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4254&e1=1&assembly=complete
PA4251,0.10258708400000001,rplE,,50S ribosomal protein L5,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4251&e1=1&assembly=complete
PA4244,0.10208774500000001,rplO,,50S ribosomal protein L15,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4244&e1=1&assembly=complete
PA4262,0.10019429,rplD,,50S ribosomal protein L4,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4262&e1=1&assembly=complete
PA4266,0.099922601,fusA1,,elongation factor G,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4266&e1=1&assembly=complete
PA4238,0.09970558,rpoA,,DNA-directed RNA polymerase subunit alpha,Transcription,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4238&e1=1&assembly=complete
PA4271,0.098088004,rplL,,50S ribosomal protein L7/L12,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4271&e1=1&assembly=complete
PA4243,0.09704609800000001,secY,,preprotein translocase subunit SecY,"Intracellular trafficking, secretion, and vesicular transport",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4243&e1=1&assembly=complete
PA4239,0.097008546,rpsD,,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4239&e1=1&assembly=complete
PA4247,0.09676088000000001,rplR,,50S ribosomal protein L18,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4247&e1=1&assembly=complete
PA4245,0.09496699600000001,rpmD,,50S ribosomal protein L30,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4245&e1=1&assembly=complete
PA4273,0.09286864800000001,rplA,,50S ribosomal protein L1,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4273&e1=1&assembly=complete
PA4933,0.092750894,PA4933,,hypothetical protein,Function unknown,,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4933&e1=1&assembly=complete
PA4246,0.092364793,rpsE,,30S ribosomal protein S5,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4246&e1=1&assembly=complete
PA4248,0.09213678600000001,rplF,,50S ribosomal protein L6,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4248&e1=1&assembly=complete
PA4932,0.091452183,rplI,,50S ribosomal protein L9,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4932&e1=1&assembly=complete
PA4241,0.090493717,rpsM,,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4241&e1=1&assembly=complete
PA4250,0.087666855,rpsN,,30S ribosomal protein S14,"Translation, ribosomal structure and biogenesis",,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA4250&e1=1&assembly=complete
