locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b3748,0.20415547350000002,rbsD,D-ribose pyranase,Carbohydrate transport and metabolism,rbsDACBKR,"RpoD,YidZ,dsrA,Crp,RbsR",https://ecocyc.org/gene?orgid=ECOLI&id=EG10817
b2742,0.1331647614,nlpD,murein hydrolase activator NlpD,"Cell cycle control, cell division, chromosome partitioning",nlpD-rpoS,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12111
b1957,0.128393443,yodC,protein YodC,Function unknown,yodC,Lrp,https://ecocyc.org/gene?orgid=ECOLI&id=G7050
b4378,0.11558047960000001,yjjV,putative DNase YjjV,"Replication, recombination and repair",yjjUV,,https://ecocyc.org/gene?orgid=ECOLI&id=G7952
b1992,0.0984750986,cobS,cobalamin 5'-phosphate synthase,Coenzyme transport and metabolism,cobUST,RpoD,https://ecocyc.org/gene?orgid=ECOLI&id=EG12150
b4178,0.09589841410000001,nsrR,DNA-binding transcriptional repressor NsrR,Transcription,nsrR-rnr-rlmB-yjfIJ,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11212
b2958,0.09492325380000001,yggN,putative EcfF,Function unknown,yggN,RpoE,https://ecocyc.org/gene?orgid=ECOLI&id=EG12705
b1991,0.0947839447,cobT,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Nucleotide transport and metabolism,cobUST,"RpoD,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=EG12151
b2263,0.0934049124,menH,2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,Coenzyme transport and metabolism,menFDHBCE,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG12438
b2777,0.09240815570000001,queE,putative 7-carboxy-7-deazaguanine synthase QueE,Nucleotide transport and metabolism,queE,"YbiH,PhoP",https://ecocyc.org/gene?orgid=ECOLI&id=G7443
b3460,0.0885094716,livJ,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,livJ,"RpoD,gcvB,Lrp,DksA,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10539
b3744,0.0839619271,asnA,asparagine synthetase A,Nucleotide transport and metabolism,asnA,"RpoD,AsnC,Lrp,Nac,gcvB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10091
b2388,0.0807567755,glk,glucokinase,Nucleotide transport and metabolism,glk,"RpoD,RpoS,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=EG12957
b0080,0.07955998610000001,cra,DNA-binding transcriptional dual regulator Cra,Transcription,cra,"PhoB,RpoH",https://ecocyc.org/gene?orgid=ECOLI&id=EG10338
b2749,0.0775006069,ygbE,conserved inner membrane protein YgbE,Function unknown,ygbE,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12707
b3584,0.0756120796,yiaT,outer membrane protein YiaT,Cell wall/membrane/envelope biogenesis,yiaT,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12288
b4377,0.0754003953,yjjU,putative patatin-like phospholipase YjjU,Function unknown,yjjUV,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=G7951
b1604,0.0746485006,ydgH,DUF1471 domain-containing protein YdgH,Function unknown,ydgH,"Lrp,Nac",https://ecocyc.org/gene?orgid=ECOLI&id=G6860
b2279,0.07193838030000001,nuoK,NADH:quinone oxidoreductase subunit K,Energy production and conversion,nuoABCEFGHIJKLMN,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG12091
b0928,0.0705112931,aspC,aspartate aminotransferase,Amino acid transport and metabolism,aspC,"Fnr,Fur,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10096
b1380,0.0704230457,ldhA,D-lactate dehydrogenase,Energy production and conversion,ldhA,"YheO,RpoH,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=G592
b3564,0.0687485505,xylB,xylulokinase,Nucleotide transport and metabolism,xylAB,"YeiE,Crp,AraC,XylR",https://ecocyc.org/gene?orgid=ECOLI&id=EG11075
b0146,0.0684256855,sfsA,putative DNA-binding transcriptional regulator of maltose metabolism,Transcription,sfsA-dksA-gluQ,"RpoD,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10949
b1541,0.067398593,ydfZ,putative selenoprotein YdfZ,Function unknown,ydfZ,Fnr,https://ecocyc.org/gene?orgid=ECOLI&id=G6815
b2714,0.0672980573,ascG,DNA-binding transcriptional repressor AscG,Transcription,ascG,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10087
b2586,0.0671370002,yfiM,protein YfiM,Function unknown,yfiM,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12857
b0772,0.06642422320000001,ybhC,outer membrane lipoprotein YhbC,Cell wall/membrane/envelope biogenesis,ybhC,,https://ecocyc.org/gene?orgid=ECOLI&id=EG12875
b2113,0.0653692361,mrp,P-loop NTPase family protein,"Cell cycle control, cell division, chromosome partitioning",mrp,"RpoD,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG10611
b2280,0.0627911397,nuoJ,NADH:quinone oxidoreductase subunit J,Energy production and conversion,nuoABCEFGHIJKLMN,"RpoD,NarL,ArcA,IHF,Fis,Fnr,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG12090
b3535,0.0616143164,yhjR,PF10945 family protein YhjR,Function unknown,yhjR,"RpoD,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG12262
b1256,0.060579550600000004,ompW,outer membrane protein W,Cell wall/membrane/envelope biogenesis,ompW,"rybB,Crp,ArcA,NarL,Fnr,SoxS,Fur,micA",https://ecocyc.org/gene?orgid=ECOLI&id=EG11124
b0856,0.0602550364,potH,putrescine ABC transporter membrane subunit PotH,Inorganic ion transport and metabolism,potFGHI,"RpoN,NtrC",https://ecocyc.org/gene?orgid=ECOLI&id=EG11631
b4064,0.0594544997,ghxP,guanine/hypoxanthine transporter GhxP,Function unknown,ghxP,ppGpp,https://ecocyc.org/gene?orgid=ECOLI&id=EG11939
b2950,0.0586649006,yggR,Type II/IV secretion system family protein,Cell motility,yggR,YbcM,https://ecocyc.org/gene?orgid=ECOLI&id=G7526
b2035,0.0584608878,wbbH,putative O-antigen polymerase,RNA processing and modification,glf-wbbH,"gcvB,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11982
b0499,0.0576547176,ylbH,putative RHS domain-containing protein YlbH,Cell wall/membrane/envelope biogenesis,rhsD-ybbC-ylbH-ybbD,,https://ecocyc.org/gene?orgid=ECOLI&id=G6271
b3463,0.057440372,ftsE,cell division protein FtsE,"Cell cycle control, cell division, chromosome partitioning",ftsYEX,,https://ecocyc.org/gene?orgid=ECOLI&id=EG10340
b0156,0.057204487000000005,erpA,iron-sulfur cluster insertion protein ErpA,Energy production and conversion,erpA,"IscR,ryhB",https://ecocyc.org/gene?orgid=ECOLI&id=EG12332
b1780,0.0567163409,yeaD,putative aldose 1-epimerase YeaD,Carbohydrate transport and metabolism,gapA-yeaD,"RpoH,Cra",https://ecocyc.org/gene?orgid=ECOLI&id=G6966
b3703,-0.0616402167,rpmH,50S ribosomal subunit protein L34,"Translation, ribosomal structure and biogenesis",rpmH-rnpA,"YfeC,Nac,ppGpp",https://ecocyc.org/gene?orgid=ECOLI&id=EG10892
b1824,-0.06482460300000001,yobF,DUF2527 domain-containing protein YobF,Function unknown,yobF-cspC,"RpoD,oxyS,YdcI,YdcR,YcaN,Nac,BtsR,cyaR",https://ecocyc.org/gene?orgid=ECOLI&id=G7000
b1599,-0.0743815149,mdtI,multidrug/spermidine efflux pump membrane subunit MdtI,Inorganic ion transport and metabolism,mdtJI,"RpoD,ppGpp,H-NS",https://ecocyc.org/gene?orgid=ECOLI&id=G6857
