locus,gene_weight,gene_name,gene_product,cog,regulator,Dnr,Anr,NorR,link
PA0523,0.2988514979,norC,nitric oxide reductase subunit C,Energy production and conversion,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0523&e1=1&assembly=complete
PA0524,0.2803808875,norB,nitric oxide reductase subunit B,Energy production and conversion,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0524&e1=1&assembly=complete
PA0525,0.23788308860000001,PA0525,denitrification protein NorD,Inorganic ion transport and metabolism,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0525&e1=1&assembly=complete
PA3392,0.2253569092,nosZ,nitrous-oxide reductase,Energy production and conversion,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3392&e1=1&assembly=complete
PA3391,0.195701278,nosR,regulatory protein NosR,Energy production and conversion,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3391&e1=1&assembly=complete
PA0519,0.19342798930000002,nirS,nitrite reductase,Energy production and conversion,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0519&e1=1&assembly=complete
PA0518,0.1920353662,nirM,cytochrome C-551,Energy production and conversion,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0518&e1=1&assembly=complete
PA3393,0.1660532087,nosD,copper-binding periplasmic protein,Inorganic ion transport and metabolism,,False,False,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA3393&e1=1&assembly=complete
PA0517,0.1618803299,nirC,cytochrome c55X,Energy production and conversion,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0517&e1=1&assembly=complete
PA0516,0.14752326500000001,nirF,heme d1 biosynthesis protein NirF,Function unknown,"Anr,Anr,Dnr",True,True,False,https://www.pseudomonas.com/primarySequenceFeature/list?strain_ids=107&term=Pseudomonas+aeruginosa+PAO1+%28Reference%29&c1=name&v1=PA0516&e1=1&assembly=complete
